,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
72,Kế Toán Tài Chính - Công Cụ Để Ra Quyết Định Kinh Doanh,https://salt.tikicdn.com/cache/280x280/ts/product/50/01/4e/cd3c7d981163d2db3a017ba21581f8d5.jpg,Kế toán – Kiểm toán – Thuế," PGS TS Trần Mạnh Dũng,PGS TS Phạm Đức Cường, PGS TS Đinh Thế Hùng",Mục Lục:   Chương 1 KẾ TOÁN TRONG DOANH NGHIỆP   Chương 2 PHÂN TÍCH VÀ GHI NHẬN CÁC NGHIỆP VỤ KINH TẾ   Chương 3 HỆ THỐNG SỔ KẾ TOÁN VIỆT NAM   Chương 4 KẾ TOÁN TÀI SẢN CỐ ĐỊNH...,233160,Cty Văn Hóa HN,,,,,Nhà Xuất Bản Tài Chính,,,,
73,HBR Guide To - Tài Chính Dành Cho Sếp (Tái Bản) (Quà Tặng Tickbook),https://salt.tikicdn.com/cache/280x280/ts/product/8c/24/08/6aed8c9e826f56cad7f8e58e16ebbf3a.gif,Kế toán – Kiểm toán – Thuế,Harvard Business Review Press,HBR Guide To - Tài Chính Dành Cho Sếp (Tái Bản)Bạn sẽ bắt đầu từ đâu nếu sếp yêu cầu bạn lập bản phân tích hòa vốn? Bạn có thể chỉ ra điểm khác biệt giữa báo cáo kết quả kinh doanh và bảng cân đối kế...,71400,Alphabooks,,13 x 20.5 cm,Bìa mềm,216,,,,,
74,Đạo Đức Nghề Nghiệp Của Kiểm Toán Viên Độc Lập,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img218.u2469.d20160803.t110526.580330.jpg,Kế toán – Kiểm toán – Thuế,TS. Trần Thị Giang Tân (Chủ biên) - ThS. Võ Anh Dũng,Đạo Đức Nghề Nghiệp Của Kiểm Toán Viên Độc Lập Kiểm toán độc lập là hoạt động không thể thiếu trong quá trình vận hành của nền kinh tế thị trường phát triển. Một nền kinh tế phát triển lành mạnh với ...,53000,Hương Huy,2009-06-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,273,Nhà Xuất Bản Tài Chính,,,,
75,Sách - Học Cách Kiếm Tiền,https://salt.tikicdn.com/cache/280x280/ts/product/27/8b/d1/82c613ee702b5f98331029bb1f5fd178.jpg,Kế toán – Kiểm toán – Thuế,Tăng Bằng Vũ,       Học Cách Kiếm Tiền   Tên tác giả: Tăng Bằng Vũ   Dịch giả: Phan Lưu Ly   Thương hiệu: Vibooks   Khổ sách: 14.5 x 20.5 cm   Số trang: 280 trang   Nhà xuất bản: Thế Giới   Giá: 139.000...,102000,Vibooks,,,,280,Nhà Xuất Bản Thế Giới,,,,
76,"Quy Định Mới Về Xử Phạt Vi Phạm Hành Chính Trong Lĩnh Vực Kế Toán, Kiểm Toán Và Các Văn Bản Áp Dụng Hiện Hành Có Liên Quan",https://salt.tikicdn.com/cache/280x280/ts/product/2b/d8/9e/2406bf39cf5b29fc3834308fa3658e21.jpg,Kế toán – Kiểm toán – Thuế,Qúy Long - Kim Thư,"Kế toán là công cụ quản lý kinh tế quan trọng, có nhiệm vụ tính toán, phản ánh quá trình hoạt động kinh tế và kết quả hoạt động sản xuất kinh doanh. Trong nền kinh tế thị trường, kế toán là phong vũ b...",244000,TT Giới Thiệu Sách TP. HCM,,<p>20X28CM</p>,Bìa mềm,400,,,,,
77,"combo 6 cuốn sách :+ Báo cáo tài chính + Bí mật thành công của những người bán hàng xuất sắc + Marketing du kích + Dẫn dắt bản thân, đội nhóm và tổ chức vươn xa + Tuyệt chiêu phòng chống rắc rối trên mạng dành cho doanh nghiệp + Bảy bước tới thành công (tặng kèm sổ tay HC + bookmark )",https://salt.tikicdn.com/cache/280x280/ts/product/37/0b/ec/26a2deb7208dccf639c2b6813527ef78.jpg,Kế toán – Kiểm toán – Thuế,Nhiều Tác Giả,"Những ai cần biết báo cáo tài chính?Lập báo cáo tài chính là một công việc mang tính rất quan trọng đối với tất cả các doanh nghiệp trên cả nước, bởi số liệu được thể hiện bên trong bộ BCTC thể hiện ...",655923,MCBOOKS,,,Bìa mềm,,,nhiều dịch giả,,,
78,26 Chuẩn Mực Kế Toán Việt Nam,https://salt.tikicdn.com/cache/280x280/ts/product/bf/d0/2b/56560066f8b9f7367ee397e2d0fe366f.jpg,Kế toán – Kiểm toán – Thuế,Bộ Tài Chính,26 chuẩn mực kế toán Việt Nam - Giúp cho doanh nghiệp ghi chép kế toán và lập báo cáo tài chính theo các chuẩn mực kế toán và chế độ kế toán đã ban hành một cách thống nhất. Đồng thời xử lý các v...,146160,Cty Văn Hóa HN,,,,,Nhà Xuất Bản Tài Chính,,,,
79,"CHẾ ĐỘ KẾ TOÁN ĐƠN VỊ HÀNH CHÍNH, SỰ NGHIỆP (Theo Thông tư số 107/2017/TT-BTC Ngày 10/10/2017 của Bộ Tài chính)",https://salt.tikicdn.com/cache/280x280/ts/product/0c/d5/cc/4bd65cfb455778c68349a4ffc073c740.jpg,Kế toán – Kiểm toán – Thuế,Bộ Tài Chính,"Để theo kịp với tình hình kinh tế hiên nay và xu hướng hội nhập quốc tế, góp phần quan trọng vào công tác quản lý ngân sách nhà nước, ngày 10/10/2017, Bộ Tài chính đã ban hành Thông tư số 107/2017/TT-...",325000,NXB Tài Chính,,<p>20x28cm</p>,Bìa mềm,446,,,,,
80,"Chế Độ Kế Toán Hành Chính, Sự Nghiệp (Tái Bản)",https://salt.tikicdn.com/cache/280x280/ts/product/25/69/9e/4036b0aa24ff0edbbeeec0c66111b6fd.jpg,Kế toán – Kiểm toán – Thuế,Bộ Tài Chính,"Chế độ kế toán hành chính sự nghiệp có mục tiêu giúp các cán bộ kế toán - kế toán trưởng của đơn vị hành chính sự nghiệp, kiểm toán viên các sinh viên khối nghành kinh tế - tài chính và những người qu...",206100,Hương Huy,,16 x 24 cm,Bìa mềm,640,Nhà Xuất Bản Tài Chính,,,,
81,Giám đốc và kế toán trưởng cần biết - LUẬT DOANH NGHIỆP - LUẬT HỖ TRỢ DOANH NGHIỆP NHỎ VÀ VỪA - LUẬT CẠNH TRANH VÀ CHƯƠNG TRÌNH CẮT GIẢM CHI PHÍ CHO DOANH NGHIỆP,https://salt.tikicdn.com/cache/280x280/ts/product/c2/86/8a/f393adaf3f5841eb87b86658a6ead830.jpg,Kế toán – Kiểm toán – Thuế,Kim Phương,"Trong xu hướng hội nhập kinh tế toàn cầu ngày càng được mở rộng, môi trường kinh doanh của doanh nghiệp đang có nhiều sự thay đổi. Đặc biệt khi chúng ta đã gia nhập TPP vừa là những thách thức cũng nh...",265000,TRUNG TÂM GIỚI THIỆU SÁCH THÀNH PHỐ HỒ CHÍ MINH,2019-03-21 16:38:21,,Bìa mềm,392,Nhà Xuất Bản Tài Chính,,thông thường,,
82,Tổ Chức Kế Toán Trong Các Đơn Vị Kinh Tế,https://salt.tikicdn.com/cache/280x280/ts/product/6b/0a/46/be7bb7ad55d7f2a26bcee38a73d4ee61.jpg,Kế toán – Kiểm toán – Thuế,PGS TS Phạm Đức Cường,"LỜI MỞ ĐẦU   Tổ chức kế toán là việc xây dựng hệ thống chỉ tiêu thông tin kế toán thông qua tổ chức hệ thống ghi chép của kế toán trên hệ thống chứng từ, tài khoản, sổ kế toán và báo cáo kế toán nhằm...",134400,Cty Văn Hóa HN,,,,,Nhà Xuất Bản Tài Chính,,,,
83,LUẬT KẾ TOÁN VÀ CHẾ ĐỘ KẾ TOÁN DÀNH CHO DOANH NGHIỆP MỚI NHẤT,https://salt.tikicdn.com/cache/280x280/ts/product/62/2f/df/4a35e413b13902d2072c9174d4e79dd3.jpg,Kế toán – Kiểm toán – Thuế,Kim Phượng,"Trong những năm gần đây cùng với sự phát triển không ngừng của nền kinh tế thì công tác kế toán của doanh nghiệp cũng từng bước đi vào phát triển ổn định, vững chắc góp phần không nhỏ vào công cuộc đổ...",265000,TRUNG TÂM GIỚI THIỆU SÁCH THÀNH PHỐ HỒ CHÍ MINH,2019-03-21 16:23:20,,Bìa mềm,430,Nhà Xuất Bản Tài Chính,,thông thường,,
84,Combo Sách Kinh Doanh: Khác Biệt Để Dẫn Đầu Trong Kinh Doanh + Tài Chính Dành Cho Nhà Quản Lý (Tái Bản 2019) - (Ý Tưởng Đột Phá / Cuốn Sách Chho Nhà Lãnh Đạo),https://salt.tikicdn.com/cache/280x280/ts/product/a2/14/f5/9e609317b64dedec0ff7b8ee1ae8cf42.jpg,Kế toán – Kiểm toán – Thuế,Nhiều Tác Giả,Combo Sách Kinh Doanh: Khác Biệt Để Dẫn Đầu Trong Kinh Doanh + Tài Chính Dành Cho Nhà Quản Lý (Tái Bản 2019) - (Ý Tưởng Đột Phá / Cuốn Sách Chho Nhà Lãnh Đạo)Khác Biệt Để Dẫn Đầu Trong Kinh DoanhCuố...,221500,1980 Books,,,Bìa mềm,,Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân,,,,
85,HBR Guide To - Tài Chính Dành Cho Sếp (Tái Bản) ( tặng kèm bookmark Sáng Tạo ),https://salt.tikicdn.com/cache/280x280/ts/product/8c/24/08/c4f66885d0f1852b8f7c2853a5c7cb21.gif,Kế toán – Kiểm toán – Thuế,Harvard Business Review Press,HBR Guide To - Tài Chính Dành Cho Sếp (Tái Bản)Bạn sẽ bắt đầu từ đâu nếu sếp yêu cầu bạn lập bản phân tích hòa vốn? Bạn có thể chỉ ra điểm khác biệt giữa báo cáo kết quả kinh doanh và bảng cân đối kế...,71400,Alphabooks,,13 x 20.5 cm,Bìa mềm,216,,,,,
86,HƯỚNG DẪN CHẾ ĐỘ KẾ TOÁN NGÂN SÁCH VÀ TÀI CHÍNH XÃ (Theo Thông tư số 70/2019/TT-BTC của Bộ Tài chính  ngày 03-10-2019),https://salt.tikicdn.com/cache/280x280/ts/product/8d/41/1d/36c1d690d3994d9474865df37613c748.jpg,Kế toán – Kiểm toán – Thuế,Tăng Bình,"Công tác quản lý tài chính – kế toán xã là một hệ thống các quan hệ phát sinh trong quá trình tạo lập, phân phối và sử dụng quỹ tiền tệ của chính quyền cấp xã, nhằm thực hiện các chức năng của Nhà nướ...",290000,Trung tâm giới thiệu sách Thành Phát,2019-12-04 08:55:36,,Bìa mềm,450,hong duc,,thông thường,,
87,"Cặp Đôi Thông Minh Sống Trong Giàu Có - 9 Bước Cùng Nhau Kiến Tạo Tương Lai(Tặng E-Book Bộ 10 Cuốn Sách Hay Về Kỹ Năng, Đời Sống, Kinh Tế Và Gia Đình - Tại App MCbooks)",https://salt.tikicdn.com/cache/280x280/ts/product/bc/d8/66/d2281c05b8caf7ac8eba156867d33b47.jpg,Kế toán – Kiểm toán – Thuế,David Bach,"Nếu làm cùng nhau với tư cách vợ chồng, bạn có thể đạt được mục tiêu nhanh gấp hai lần. Các bạn sẽ không chỉ thành công về tài chính mà còn là một cặp vợ chồng sống hạnh phúc bên nhau.- Cuốn sách đem ...",150940,BIZBOOKS,2019-09-16 10:08:34,"<p><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;14.5 x 20.5 cm&quot;}"" data-sheets-userformat=""{&quot;2&quot;:15293,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:2,&quot;11&quot;:0,&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Calibri, sans-serif&quot;,&quot;16&quot;:7}"">14.5 x 20.5 cm</span></p>",Bìa mềm,492,Nhà Xuất Bản Hồng Đức,,,,
88,Sách: Combo Tư Duy Tài Chính Cá Nhân: Tư Duy Về Tiền Bạc + Đừng Để Tiền Ngủ Yên Trong Túi +Tiền Khôn Tiền Dại Ở Tay Người Dùng + Đầu Tư Hiệu Quả + Sách Lược Đầu Tư Của W.Buffett,https://salt.tikicdn.com/cache/280x280/ts/product/06/69/bf/0c717c7777609067826284ff3c920b1f.jpg,Kế toán – Kiểm toán – Thuế,nhieu tac gia,Combo Tư Duy Tài Chính Cá Nhân Bao gồm: Tư Duy Về Tiền Bạc + Đừng Để Tiền Ngủ Yên Trong Túi +Tiền Khôn Tiền Dại Ở Tay Người Dùng + Đầu Tư Hiệu Quả + Sách Lược Đầu Tư Của W.Buffett 1. Tư Duy Về Tiề...,260000,Minh Long,,,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,,,
89,HƯỚNG DẪN CHẾ ĐỘ KẾ TOÁN NGÂN SÁCH VÀ TÀI CHÍNH XÃ,https://salt.tikicdn.com/cache/280x280/ts/product/8d/41/1d/44070a25c51b2a25c65b50ed9ed23b54.jpg,Kế toán – Kiểm toán – Thuế,Tăng Bình - Ái Phương,"Công tác quản lý tài chính – kế toán xã là một hệ thống các quan hệ phát sinh trong quá trình tạo lập, phân phối và sử dụng quỹ tiền tệ của chính quyền cấp xã, nhằm thực hiện các chức năng của Nhà nướ...",275000,Trung tâm giới thiệu sách Thành Phát,2019-12-04 17:41:15,,Bìa mềm,450,hong duc,,THÔNG THƯỜNG,,
90,Incoterms 2020 - Quy Tắc Của Icc Về Sử Dụng Các Điều Kiện Thương Mại Quốc Tế Và Nội Địa (Song Ngữ Anh - Việt),https://salt.tikicdn.com/cache/280x280/ts/product/45/69/0d/2c0a6489a61114ac6143f27689664967.jpg,Kế toán – Kiểm toán – Thuế,Vũ Thu Phương,"INCOTERMS là một bộ các qui tắc thương mại quốc tế được công nhận và sử dụng rộng rãi trên toàn thế giới do Phòng thương mại Quốc tế (ICC) ban hành. Từ khi ra đời (năm 1936) đến nay, Incoterms đã trải...",250000,Nhà sách Lao Động,2020-01-01 10:44:03,<p>20x28x3cm</p>,Bìa mềm,488,Nhà Xuất Bản Tài Chính,,,,
91,Combo 2 Cuốn: Kế Toán Tài Chính (Tập 1 & 2),https://salt.tikicdn.com/cache/280x280/ts/product/92/54/aa/c5b45e3ea25c42e146b4053e1d812183.jpg,Kế toán – Kiểm toán – Thuế,Trần Xuân Nam (Maastricht MBA),"Nhà xuất bản Tài Chính cho xuất bản bộ sách: ""KẾ TOÁN TÀI CHÍNH"". Do tác giả Trần Xuân Nam với hơn 30 năm kinh nghiệm làm giám đốc tài chính biên soạn. Hy vọng rằng, cuốn sách có ích cho tất cả những ...",492800,Nhà sách Lao Động,,<p>20X28CM</p>,Bìa mềm,1360,,,,,
92,Kế Toán Quản Trị Áp Dụng Cho Các Doanh Nghiệp Việt Nam,https://salt.tikicdn.com/cache/280x280/ts/product/96/8a/bf/e8ab77faf82680577495949b70a7457f.jpg,Kế toán – Kiểm toán – Thuế,PGS. TS Võ Văn Nhị,Sách do nhà xuất bản Tài Chính xuất bản bao gồm 7 chương giới thiệu các nội dung kế toán quản trị truyền thống và kế toán quản trị hiện đạiĐể tăng cường hiệu quả hoạt động và phát triển hoạt động kin...,218000,TT Giới Thiệu Sách TP. HCM,2019-01-08 00:00:00,<p>20x28cm</p>,Bìa mềm,368,,,,,
93,"Lập, Đọc, Phân Tích Và Kiểm Tra Báo Cáo Tài Chính",https://salt.tikicdn.com/cache/280x280/ts/product/f4/ec/12/2aecc9837fe960153418529d760c3e84.jpg,Kế toán – Kiểm toán – Thuế,Nhiều Tác Giả,"Để có được một bộ Báo cáo tài chính lặp theo đúng chuẩn mực và chế độ kế toán hiện hành, tuân thủ các quy định pháp lý có liên quan và phản ánh trung thực và hợp lý thì việc lập và đọc báo cáo tài chí...",89000,Văn hóa Hà Nội,2017-06-26 00:00:00,16 x 24 cm,Bìa mềm,281,Nhà Xuất Bản Tài Chính,,,,
94,Sách ( Combo 3 cuốn ) : Thương Vụ Nước Chanh,https://salt.tikicdn.com/cache/280x280/ts/product/99/73/6b/6d1e52da7263e4496e7bfa85461109d2.jpg,Kế toán – Kiểm toán – Thuế,Jacqueline Davies,       1: Thương vụ nước chanh - Cuộc chiến chưa bao giờ có hồi kết ?   Tác giả : Jacqueline Davies   Năm xuất bản : 2021   Kích thước ( cm ) : 15 x 20   Quy cách : Bìa mềm   Số trang : 165 ...,225000,Alphabooks,,,,,Nhà Xuất Bản Dân Trí,,,,
95,Thuế Và Kế Toán Thuế Trong Doanh Nghiệp (2019),https://salt.tikicdn.com/cache/280x280/ts/product/3a/1d/1a/dce8cf58fab5bfde230066ce49e1120e.jpg,Kế toán – Kiểm toán – Thuế,"PGS TS Phạm Đức Cường, PGS TS Trần Mạnh Dũng",Thuế Và Kế Toán Thuế Trong Doanh Nghiệp (2019)...,190400,NXB Tài Chính,,,,,,,,,
96,Cẩm Nang Đầu Tư Và Quản Lý Tài Chính Cá Nhân,https://salt.tikicdn.com/cache/280x280/ts/product/84/81/00/9df524a73aebf202355e44d33991e27d.jpg,Kế toán – Kiểm toán – Thuế,Phương Sĩ Duy,"CẨM NANG ĐẦU TƯ VÀ QUẢN LÝ TÀI CHÍNH CÁ NHÂN Kỹ năng tối ưu hóa hiệu quả đầu tư với quy tắc “Tam giác vàng quản lý tài chính” ""Tam giác vàng quản lý tài chính"" nghĩa là chi phí sinh hoạt chung chiế...",117800,Alphabooks,2021-06-15 00:00:00,13 x 20.5 cm,Bìa mềm,328,Nhà Xuất Bản Công Thương,Đặng Hồng Quân,,,
97,Nguyên lý kế toán TBL9,https://salt.tikicdn.com/cache/280x280/ts/product/1c/51/05/fc540667ae1179039b8969b5d29f25d8.jpg,Kế toán – Kiểm toán – Thuế,PGS. TS Võ Văn Nhị,"Việc sử dụng thông tin kế toán để phục vụ cho yêu cầu quản lý và ra quyết định đang và ngày cảng trở nên cần thiết, phổ biến cho nhiều đối tượng khác nhau, đặc biệt cho các nhà đầu tư hiện tại, cho nh...",63000,Hương Huy,,,Bìa mềm,328,Nhà Xuất Bản Tài Chính,,2018,,
98,Chiến Lược Cạnh Tranh (Tái Bản 2016),https://salt.tikicdn.com/cache/280x280/media/catalog/product/f/0/f0aadac1-157a-4669-bd1f-2dda62089af1.u547.d20160411.t085747.jpg,Kế toán – Kiểm toán – Thuế,Michael E. Porter,"Chiến Lược Cạnh Tranh  Tác phẩm tiên phong “Chiến lược cạnh tranh” của Michael E. Porter - đã thay đổi cả lý thuyết, thực hành và giảng dạy chiến lược kinh doanh trên toàn thế giới. Hấp dẫn trong sự ...",200000,DT Books,2016-04-11 00:00:00,16  x 24 cm ,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,,,
99,"Đọc Và Phân Tích Báo Cáo Tài Chính, Báo Cáo Quyết Toán, Đơn Vị Hành Chính, Sự Nghiệp (Theo thông tư số 107/2017/TT-BTC ngày 10/10/2017 của Bộ tài chính)",https://salt.tikicdn.com/cache/280x280/ts/product/35/e8/28/a8cf83901d354a8195eb8f363aedc673.JPG,Kế toán – Kiểm toán – Thuế,Nguyễn Thị Thanh,"Cuốn sách gồm 3 chương:Chương 1: Báo cáo tài chính và báo cáo quyết toán đơn vị hành chính, sự nghiệp.Chương 2: Lý luận chung về phân tích báo cáo tài chính và báo cáo quyết toán đơn vị hành chính, sự...",63000,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,232,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,
100,HBR Guide To - Tài Chính Dành Cho Sếp (Tái Bản 2017),https://salt.tikicdn.com/cache/280x280/ts/product/a6/fe/5b/62faef767f94992c9491a71210ec00d6.jpg,Kế toán – Kiểm toán – Thuế,Harvard Business Review Press,            HBR Guide To - Tài Chính Dành Cho Sếp (Tái Bản 2017)        Bạn sẽ bắt đầu từ đâu nếu sếp yêu cầu bạn lập bản phân tích hòa vốn? Bạn có thể chỉ ra điểm khác biệt giữa báo cáo kết quả...,82000,Alphabooks,2018-01-01 00:00:00,13 x 20.5 cm,Bìa mềm,216,,Nguyễn Minh Thiên Kim,,,
101,"The Bitcoin Standard - Quá Khứ Biến Động, Hiện Tại Bùng Nổ, Tương Lai Đột Phá",https://salt.tikicdn.com/cache/280x280/ts/product/3a/3e/5c/4937f3452e990d06ed23fa7b0467e81c.jpg,Kế toán – Kiểm toán – Thuế,Saifedean Ammous,Bitcoin có thể được hiểu là một phần mềm phân tán cho phép việc chuyển giá trị thông qua một loại tiền tệ được bảo vệ khỏi lạm phát ngoài dự kiến mà không cần phụ thuộc vào bên thứ ba. Hiểu theo cách ...,145800,1980 Books,2021-06-15 00:00:00,"14x 20,5cm",Bìa mềm,552,Nhà Xuất Bản Công Thương,Đỗ Hoàng Lan,,,
102,Combo 2 Cuốn: Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời + Tư Duy Làm Việc Của Toyota Đã Làm Thay Đổi Cuộc Đời Tôi,https://salt.tikicdn.com/cache/280x280/ts/product/54/d3/22/7a2dbc8b4091f22821e2ee3653c2e6a8.jpg,Kế toán – Kiểm toán – Thuế,"Marileev Adams,Masahiko Hara","Bộ sách giúp bạn nâng cao khả năng tư duy, khả năng làm việc.Yếu tố nào khiến một nhân viên từng bước trở thành trưởng nhóm, trưởng phòng, thậm trí giám đốc điều hành? Những câu hỏi nào sẽ khiến bạn ...",159000,Tân Việt,2021-07-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,,Nhiều Nhà Xuất Bản,Mỹ linh + Quế Hương (Biên soạn),,,
103,Kế Toán Thuế Trong Doanh Nghiệp Và Kỹ Năng Quyết Toán Thuế,https://salt.tikicdn.com/cache/280x280/ts/product/2b/18/6f/9da84094b7a7ee39ba7a2b699366659c.jpg,Kế toán – Kiểm toán – Thuế," PGS TS Trần Mạnh Dũng,TS Vũ Thị Kim Anh ,TS Vũ Thị Kim Anh, PGS TS Hà Thị Thúy Vân",Mục Lục:   Chương 1: Tổng quan về kế toán thuế trong doanh nghiệp   Chương 2: Kế toán thuế và giá trị gia tăng   Chương 3: Kế toán thuế thu nhập doanh nghiệp   Chương 4: Kế toán thuế thu nhập cá n...,211560,Cty Văn Hóa HN,,,,,Nhà Xuất Bản Tài Chính,,,,
104,Cuộc Nổi Dậy Ở Phố Wall,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img983_8.jpg,Kế toán – Kiểm toán – Thuế,Michael Lewis,"Cuộc Nổi Dậy Ở Phố Wall Một cuốn sách kinh doanh mang hơi hướng trinh thám, đầy màu sắc và sống động xoay quanh ba nhân vật chính: Brad Katsuyama một nhân viên ngân hàng không thể hiểu tại sao cổ ph...",96000,Alphabooks,2015-10-15 00:00:00,13 x 20.5 cm,Bìa mềm,411,Nhà Xuất Bản Lao Động,,,,
105,QUYẾT TOÁN THUẾ - Lý thuyết và thực tế,https://salt.tikicdn.com/cache/280x280/ts/product/43/78/2a/8d014e37406305f6395e7992c3fd1d0f.jpg,Kế toán – Kiểm toán – Thuế,Đặng Phước Đức,QUYẾT TOÁN THUẾ- Lý thuyết và thực tếI.   GIỚI THIỆU CHUNGQuyết toán thuế là một công việc mà tất cả kế toán đều sẽ trải qua. Thỉnh thoảng tôi vẫn thấy những tâm sự bày tỏ lo lắng của các bạn mỗi kh...,285000,Liên kết với tác giả,2021-06-11 13:06:07,,Bìa mềm,218,Nhà Xuất Bản Tài Chính,,2021,,
106,Báo Cáo Tài Chính - Hướng Dẫn Từng Bước Hiểu Và Lập Báo Cáo Tài Chính (Tặng Bookmark độc đáo),https://salt.tikicdn.com/cache/280x280/ts/product/23/52/09/536209fa4f626b540e987581cc8ddc26.jpg,Kế toán – Kiểm toán – Thuế,Thomas R. Ittelson,"Nếu ấn bản đầu tiên của cuốn sách này dành cho một doanh nhân, nó sẽ là một thành công lớn. Hiện tại với hơn 100.000 ấn bản của Báo cáo tài chính: Hướng dẫn từng bước hiểu và lập Báo cáo tài chính đ...",113760,BIZBOOKS,,,Bìa mềm,382,,,,,
107,Chế Độ Kế Toán Hành Chính Sự Nghiệp theo Thông Tư 107/2017/TT-BTC,https://salt.tikicdn.com/cache/280x280/ts/product/b6/1d/bc/25fb5d4b05846c34dbef17ff4eff0c8b.jpg,Kế toán – Kiểm toán – Thuế,Bộ Tài Chính (Vụ Chế Độ Kế Toán Và Kiểm Toán),"Giới thiệu sách: CHẾ ĐỘ KẾ TOÁN HÀNH CHÍNH SỰ NGHIỆP theo Thông tư 107/2017/TT-BTCLời giới thiệu:Ngày 10/10/2017, Bộ Tài chính đã ban hành Thông tư 107/2017/TT-BTC hướng dẫn chế độ kế toán hành chín...",260000,Nhà sách Nam Việt,2017-12-12 14:35:44,<p>19 x 27 x 3cm</p>,Bìa mềm,664,,,,,
108,Chế Độ Kế Toán Doanh Nghiệp - Quyển 1: Hệ Thống Tài Khoản Kế Toán,https://salt.tikicdn.com/cache/280x280/ts/product/00/d1/43/06b18d5b053062166765b79c747a17f4.jpg,Kế toán – Kiểm toán – Thuế,Bộ Tài Chính,"Chế Độ Kế Toán Doanh Nghiệp - Quyển 1: Hệ Thống Tài Khoản Kế Toán Bộ sách Chế Độ Kế Toán Doanh Nghiệp có mục tiêu giúp các nhà quản trị Doanh Nghiệp - Các Kế toán trưởng, Kế toán viên, các Sinh viên k...",173130,Cty Hương Huy,,,,,Nhà Xuất Bản Tài Chính,,,,
109,Báo Cáo Tài Chính - Hướng Dẫn Từng Bước Hiểu Và Lập Báo Cáo Tài Chính (Tặng kèm bookmark Happy time),https://salt.tikicdn.com/cache/280x280/ts/product/a7/5a/de/f227b6e39cbf26109a9db5101f9ffb10.png,Kế toán – Kiểm toán – Thuế,Thomas R. Ittelson,"Báo cáo tài chính là gì?Báo cáo tài chính là văn bản cung cấp các thông tin kinh tế được trình bày dưới dạng các số liệu, bảng biểu thống kê phản ánh hoạt động kinh doanh của doanh nghiệp. Hệ thống b...",113760,BIZBOOKS,,,Bìa mềm,332,Nhà Xuất Bản Hồng Đức,Trương Thị Ý Nhi,,,
110,Thịnh Vượng Tài Chính Tuổi 30 (Tập 2) - Tái Bản,https://salt.tikicdn.com/cache/280x280/ts/product/46/1a/94/fbc48ffd7171372572199b9d8d5e28ac.jpg,Kế toán – Kiểm toán – Thuế,Ko Deukseong,"Thịnh Vượng Tài Chính Tuổi 30 (Tập 2)Nếu được đọc cuốn sách này sớm, con đường đến thành công của bạn sẽ bằng phẳng hơn.Đây không phải là cuốn sách dạy làm giàu hay liệt kê cách quản lý tài chính đơ...",62600,Thái Hà,2018-06-05 09:02:47,<p>14.5 x 20.5 cm</p>,Bìa mềm,248,,,,,
