tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Triết Học - Tất Cả Những Điều Cần Biết Để Thông Thạo Bộ Môn Này,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_234829.jpg,Chính trị,Peter Gibson,"
Một cuốn sách nhập môn đầy đủ và toàn diện, cung cấp cho bạn tất cả những khái niệm và chủ đề cần thiết, quan trọng để hiểu các vấn đề nền tảng của triết học!
Bằng những sơ đồ rõ ràng cùng những diễn giải sáng rõ, cuốn sách dẫn dắt bạn đào sâu, khám phá tư tưởng chủ đạo của các triết gia từ Aristotle, Zeno tới Descartes, Kant, Sartre, rồi Frege, Wittgenstein. Bạn sẽ thấy việc học và hiểu bộ môn này chưa bao giờ dễ dàng và thú vị đến thế!
Hy vọng khi đọc xong cuốn sách này, bạn có thể trả lời những câu hỏi lớn của triết học, và cũng là của đời người như:
- Hiện hữu là gì? Tồn tại là gì ? Hiện hữu khác Tồn tại như thế nào ?
- Chân lý là gì? Có cái gọi là chân lý của riêng tôi? Còn chân lý của những người xung quanh tôi thì sao?
- Rốt cuộc, điều mà tôi có thể nhận thức là gì? Điều tôi nhận thức được có khác điều bạn nhận thức được không?
- Tôi có ý chí tự do không? Ý chí tự do của tôi có mâu thuẫn với ý chí tự do của tha nhân không?
- Đạo đức là gì? Làm thế nào để tôi có thể sống một cuộc đời đạo đức?

TÂC GIẢ:
Peter Gibson bắt đầu quá trình nghiên cứu của mình với bằng Văn học Anh, nhưng hiện đã có ba bằng về triết học, trong đó có bằng Tiến sĩ của trường Birkbeck, Đại học London. Luận án Tiến sĩ của ông là về siêu hình học, nhưng hiện nay mối quan tâm chính của ông là làm thế nào để nhiều lĩnh vực triết học đa dạng có thể kết hợp với nhau thành một tổng thể thống nhất. Những nghiên cứu cho tham vọng táo bạo này có thể được tìm thấy trong một danh mục các ý tưởng tại trang web philosophyideas.com của ông. Peter Gibson tin rằng việc hiểu biết triết học rộng hơn sẽ cải thiện thế giới. Ông sống gần London, đã kết hôn, có một con trai, và cũng rất mê nhạc cổ điển và nhạc jazz. 
",309.000 đ,,NXB Thế giới,2021,25 x 22 cm,Bìa Mềm,256.0,
Minh Triết Phương Tây,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_196495.jpg,Chính trị,Bertrand Russell,"
Bertrand Arthur William Russell, 3rd Earl Russell (1872-1970) rất đa năng. Ông là triết gia, nhà Logic học, toán học, sử gia và nhà phê phán xã hội. Russell khởi xướng phong trào “phản-lý tưởng” đầu thế kỷ XX. Ông được coi như một trong những người đặt nền tảng cho học thuyết Triết lý Phân tích, cùng với triết gia tiên phong Gottlob Frege, và Ludwig Wittgenstein, bạn ông. Ông cũng được vinh danh như nhà Lôgic hàng đầu ở thế kỷ XX. Đồng tác giả với A. N. Whitehead, trước tác Principia Mathematica của ông là một công trình đặt toán học trên cơ sở Logic. Và trong luận đề “On denoting” (Về vấn đề biểu thị), ông đã sáng tạo một hệ hình cho triết học. Công trình khoa học của B. Russell ảnh hưởng đến sự triển khai của nhiều ngành như Logic, Toán, Lý thuyết Tập hợp, Vi tính, Triết học, và đặc biệt nhất là Ngôn ngữ học dưới góc độ Triết giải, Nhận thức luận và Siêu hình học.
…
Russell còn là một người phản chiến nổi tiếng, nhân vật có một không hai chống Đế quốc, và từng tù tội vì tranh đấu cho hòa bình vào thời Thế chiến I. Sau đó, ông bài bác Adolf Hitler, phê phán chế độ toàn trị Stalinist, và kết tội nước Mỹ đã tiến hành chiến tranh Việt Nam (ND: với Tòa án Russell, đồng Chủ tịch là J.P. Sartre), và là một phát ngôn nhân quyết liệt đòi hủy bỏ vũ khí hạt nhân trên thế giới.

Cùng với K. Marx, S. Freud và F. Nietzsche, Russell đề xuất một trường phái tư duy mới mà Greg Epstein gọi là “vô thần đối kháng”, luận bàn về quan điểm cho rằng tôn giáo là lỗi thời và mất dần ảnh hưởng trong tương lai. Năm 1950, Russell được trao Giải thưởng Nobel Văn học vì “đã viết những điều có ý nghĩa phục vụ những lý tưởng nhân bản và quyền tự do tư duy”.
________
Những đúc kết kể lại thành tựu của Bertrand Russell rất nhiều. Đáng trân trọng nhất là đúc kết của triết gia A.J. Ayer thuộc Đại học Oxford (Anh). Ông viết: ‘’Quan niệm phổ cập cho rằng triết gia là người phối hợp thống nhất tri thức tổng quát vào hành xử của con người được thể hiện với Bertrand Russell so với những triết gia khác trong thời đại chúng ta’’. Một nhận thức khác đáng lưu tâm là của triết gia W.V. Quine thuộc Đại học Havard (Mỹ): ‘’Nhiều người trong chúng ta bị hút vào nghề triết bởi trước tác của Bertrand Russell. Ông viết một loạt sách cho công chúng, từ chuyên gia cho đến những người ham hiểu biết. Chúng ta bị quyến dụ bởi trí tuệ và cách diễn giải trong sáng về những vấn đề trọng tâm của hiện thực’’
Mặc dầu những nhận xét tích cực vừa nói trên, có lẽ đáng nhớ nhất vẫn là tóm lược của chính Russell về đời sống và công trình của mình. Ông kể:
""Ba đam mê, giản đơn nhưng cực kỳ mạnh mẽ đã chi phối đời tôi, là sự khao khát tình yêu, cuộc truy lùng tri thức, và niềm thương xót những nỗi đau thương của loài người.
…Tôi tìm tình yêu, trước tiên là vì tình yêu mang lại sự ngất ngây – và ngất ngây đến mức tôi có thể hy sinh toàn bộ thời gian sống còn lại để đổi lấy chỉ vài giờ ngất ngây này…
Với đam mê không kém phần sôi sục, tôi truy lùng tri thức. Tôi mong ước hiểu trái tim con người. Tôi mong ước được biết tại sao những ngôi sao trên trời tỏa sáng… Nhưng rất ít, ít lắm, những thành tựu tôi đạt được…
…Tình yêu và tri thức, trong chừng mực có thể có, dẫn lối cho ta lên thiên đàng. Nhưng khốn thay, sự thương xót lại mang tôi quay lại trái đất. Tôi nghe tiếng rên xiết đau đớn vang dội trong tim. Trẻ chết đói, người bị tra tấn trong ngục tù… trong một thế giới đầy nghèo khó, cô đơn, bệnh hoạn.
Đó, đó đã là đời tôi, tôi vẫn thấy đáng sống, và tôi sẽ vui vẻ sống như thế nếu tôi có cái dịp may được bắt đầu trở lại (1967)""
Trích từ Stanford Encyclopedia of Philosophy 
",234.000 đ,,NXB Đà Nẵng,2020,20.5 x 13 cm,Bìa Mềm,512.0,
Sài Gòn Ngoảnh Lại Trăm Năm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_221492.jpg,Chính trị,Phạm Công Luận,"
Tác giả Phạm Công Luận hiện đang là nhà báo, nhà văn với nhiều tác phẩm đã xuất bản thu hút được đông đáo người đọc: Tùy bút - Hồi ký - Giai thoại trên báo Xuân Sài Gòn xưa (2002-2021), Những bức tranh phù thế (2019), Sài Gòn - Phong vị báo Xuân xưa (2018), Sài Gòn - Chuyện đời của phố ( 5 tập, 2014 - 2018), Trên đường rong ruổi ( 2014),  Nếu biết trăm năm là hữu hạn ( bút danh chung Phạm Lữ Ân, đòng tác giả Đặng Nguyễn Đan Vy, 2012),...
Sài gòn ngoảnh lại trăm năm là tác phẩm được viết ra bởi từ chính vốn sống, trải nghiệm của tác giả Phạm Công Luận về một Sài Gòn trăm năm. Trên từng trang viết, Sài Gòn hiện lên tự tại, ung dung và chậm rãi, một Sài Gòn biết tiết chế và tự cân bằng trên những câu chuyện tưởng đã thuộc về quá vãng.
""Tất cả những câu chuyện ấy xâu chuỗi như thế một kho phim tài liệu quý giá về mảnh đất Sài Gòn ngày tháng cũ, giúp ta giải mã những giá trị thuộc về và làm nên căn tính của một thành phố.""_ Phanbook 
",218.000 đ,,NXB Đà Nẵng,2021,24 x 16 cm,Bìa Mềm,344.0,
Di Sản Hồ Chí Minh - Vĩ Đại Một Con Người (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_40038.jpg,Chính trị,"Trần Văn Giàu, Trần Bạch Đằng","
Tập sách tập hợp những bài viết của Giáo sư Trần Văn Giàu và nhà báo Trần Bạch Đằng về một con người vĩ đại của dân tộc Việt Nam, một lãnh tụ vô sản mà tấm gương mãi ngời sáng - Hồ Chí Minh. Bằng văn phong sâu sắc, giản dị và những dẫn chứng hết sức sống động, các tác giả giúp chúng ta hiểu thêm về di sản đạo đức và tinh thần phong phú của Người; đặc biệt là sự liên hệ, đối chiếu tình hình biến chuyển mạnh mẽ của cách mạng vô sản theo các chiều hướng khác nhau trên phạm vi thế giới ngày nay, để khẳng định thêm tầm vóc những tiên tri, tiên lượng trong tư tưởng Hồ Chí Minh. Sách phù hợp với bạn đọc ở nhiều lứa tuổi, cũng có thể xem là một tài liệu nghiên cứu khoa học có giá trị 
",52.000 đ,,NXB Trẻ,2020,20 x 14 cm,Bìa Mềm,180.0,
Khắc Kỷ - Từ Zeno Đến Marcus Aurelius,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_224048.jpg,Chính trị,"Ryan Holiday, Stephen Hanselman","
Lý do duy nhất cho việc học triết học là để trở thành một con người tốt hơn.  Mọi lý do khác, như Nietzsche đã nói, chỉ là “những phê phán từ ngữ bằng những từ ngữ khác”.  
Không có trường phái triết học nào lại tin vào luận điểm này – tức là việc thực quan trọng hơn ý tưởng – hơn là Trường phái Khắc kỷ, một trường phái triết học Hy Lạp cổ đại ra đời từ thế kỷ thứ III trước Công Nguyên.
Khác với những triết gia bàn giấy khác, trường phái Khắc kỷ quan tâm hơn tới việc ta sống ra sao. Họ quan tâm tới những quyết định bạn đưa ra, những nguyên nhân sau hành động và những quy luật bạn chọn khi đối đầu gian nguy. Họ quan tâm tới việc bạn làm gì chứ không phải việc bạn nói gì.
Triết lý Khắc kỷ giờ đây cần thiết hơn bao giờ hết. Họ không tập trung vào những ý tưởng phù du mà tập trung vào những hành động. Bốn phẩm hạnh cao quý nhất của họ vô cùng đơn giản và thẳng thắn: Thông thái, can đảm, chừng mực và công bằng.
Như Epictetus đã viết, “Có ai không mắc lỗi bao giờ không? Nhưng một người hoàn toàn có thể cố gắng để tránh mắc lỗi”.
Giống như các bạn, như Seneca, như Epictetus, như Posidonius đều đang cố gắng làm tốt nhất có thể. Tất cả đang cố gắng trở thành phiên bản tốt nhất của chính mình. Tất cả đang đọc và thực hành, cố gắng và thất bại, đứng lên và làm lại.
Cuốn sách đưa chúng ta đến với cuộc đời và sự nghiệp bất diệt của những triết gia Khắc kỷ vĩ đại nhất Từ Zeno đến Marcus Aurelius. Họ đã sống, cống hiến cuộc đời mình cho triết học khắc kỷ và cho hạnh phúc của nhân loại.
Như  C.S. Lewis từng nói: “Tất cả những bạo chúa và những kẻ chinh phạt mới giống nhau một cách buồn tẻ làm sao, trong khi các vị thánh khác nhau một cách đầy vinh quang thế nào”. Mỗi Khắc kỷ gia đều vĩ đại theo cách riêng của mình. 
",219.000 đ,,NXB Thanh Niên,2021,23 x 16 cm,Bìa Mềm,420.0,
Cái Ác,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_221494.jpg,Chính trị,Paul Ricoeur,"
Tác giả Paul Ricoeur là triết gia Pháp có vị trí và tầm ảnh hưởng lớn trong nền triết học đương đại. Chuyên gia hàng đầu về Husserl, Heidegger, Jaspers. Tác giả của hàng chục danh tác triết học.
Vấn đề ""Cái ác"" (Le Mal) là cuộc ""vật lộn"" trong suy tư triết học - thần học suốt cả cuộc đời Paul Ricoeur. Tác phẩm Cái Ác là văn bản thuyết trình được Paul Ricoeur trình bày tại Khoa Thần học của Đại học Lausanne (Thụy Sĩ) vào năm 1985.
""Hiếm có tập sách mỏng manh nào lại bao quát đến độ dày đặc cả lịch sử tư tưởng lâu dài và phức tạp đến như thế và một chủ đề trọng đại!""_ Bùi Văn Nam Sơn 
",92.000 đ,,NXB Hồng Đức,2021,20 x 12 cm,Bìa Mềm,98.0,
Di Sản Hồ Chí Minh - Bác Hồ Kể Chuyện Tây Du Ký (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974167518.jpg,Chính trị,Trần Văn Giang,"
Di Sản Hồ Chí Minh - Bác Hồ Kể Chuyện Tây Du Ký
Tác giả Trần Văn Giang là một vị tướng trong Quân đội Nhân dân, tham gia cách mạng từ thời bí mật, sau cách mạng tháng 8 - 1945 ông được cử sang Quân đội và phục vụ Quân đội suốt 45 năm liên tục cho đến ngày về hưu. Là cán bộ cao cấp trong Quân đội, ông may mắn được gặp Hồ Chủ tịch nhiều lần trong các hội nghị, các lớp học, buổi liên hoan... Với cái nhìn tinh tế và trí nhớ tốt, cách kể chuyện trung thực những điều tai nghe mắt thấy và suy nghĩ của bản thân mình, ông đã viết lên những khúc hồi ký về Bác Hồ khá sinh động, hóm hỉnh và xúc động. 
",46.000 đ,,NXB Trẻ,2020,20.5 x 13 x 1 cm,Bìa Mềm,97.0,
Trật Tự Thế Giới (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935251408478_1_1_2.jpg,Chính trị,Henry Kissinger,"
Trật Tự Thế Giới (Tái Bản 2020)
Trong tác phẩm, Kissinger xuất phát từ Hòa ước Westphalia để phân tích về tương quan giữa các nước, chủ yếu là các cường quốc và các khu vực giữ một vai trò đặc biệt đối với bức tranh địa chính trị thế giới, với những khác biệt trong thế giới quan và vị trí địa lý đã ảnh hưởng đến chính sách ngoại giao của mỗi nước như thế nào. Tác giả dành chương cuối (chương 9) để bàn về vấn đề toàn cầu hoá trong thời đại khoa học công nghệ, đặc biệt là tin học và truyền thông đại chúng lan tràn đã tác động mạnh mẽ đến dư luận, các nhà lãnh đạo và các quyết định chính trị hiện nay.
Theo cách nhìn của Kissinger thì trật tự thế giới ngày nay cần được đặt trên hai yếu tố căn bản:
1. Nguyên tắc tôn trọng chủ quyền của mỗi quốc gia có tính chính danh dựa trên căn bản của các hiệp ước và tổ chức quốc tế;
2. Và để đảm bảo duy trì hòa bình và ổn định trên thế giới cũng như các khu vực, cần phải dựa trên một sự cân bằng quyền lực mà chủ yếu phụ thuộc vào các cường quốc thế giới và khu vực.
Để có một trật tự quốc tế tồn tại và bền vững, Kissinger cho rằng nó phải liên quan đến “quyền lực có tính chính danh.” Tới cuối cùng, Kissinger, con người thực tế và nổi tiếng, lại có vẻ duy tâm đến mức ngạc nhiên. Thậm chí khi có những sự xung đột giữa các giá trị Mỹ và các mục tiêu khác, ông khích lệ chúng ta hãy tiếp tục đứng lên vì những giá trị đó, không lẩn tránh; đi đầu trong việc trợ giúp các quốc gia dân tộc, các lực lượng chính danh, chứ không chỉ các chính phủ đơn độc, nếu những sự trợ giúp ấy đảm bảo cho cán cân quyền lực có thể chống đỡ trật tự quốc tế, cũng như những giá trị và nguyên tắc của chúng ta có thể được những người khác chấp nhận và hấp dẫn họ.
Hillary Clinton 
",209.000 đ,,NXB Thế Giới,2020,24 x 16 cm,Bìa Cứng,474.0,
Bộ Công Cụ Chiến Lược Quan Hệ Công Chúng,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244073.jpg,Chính trị,"Alison Theaker, Heather Yaxley","
Cuốn sách Bộ công cụ chiến lược quan hệ công chúng của hai chuyên gia Alison Theaker và Heather Yaxley phác họa bức tranh chân thực về PR. Xuất phát từ kinh nghiệm thực tiễn và năng lực học thuật, hai tác giả đã mang lại cái nhìn sâu sắc về nghề nghiệp này. Những phương pháp, công cụ, hướng dẫn và kinh nghiệm hành nghề thực tế được đưa ra trên nền tảng đó, giúp người hành nghề biết mình nên tiếp cận và vận dụng chúng như thế nào. Tinh thần sử dụng lý luận để soi sáng thực tiễn toát lên trong từng phần, từng chương của cuốn sách.
Nội dung cuốn sách được chia làm bốn phần. Phần I giới thiệu chung về nghề quan hệ quần chúng. Phần II liên quan đến việc lập kế hoạch quan hệ công chúng, trong đó tập trung vào việc tìm hiểu tâm lý công chúng, triển khai chiến dịch quan hệ quần chúng… Phần III phân tích cách thức truyền thông doanh nghiệp và Phần IV trình bày chi tiết sự tham gia của các bên liên quan.
Cuốn sách là tài liệu học tập, nghiên cứu và tham khảo có giá trị, đặc biệt đối với người hành nghề PR, sinh viên, học viên ngành quan hệ công chúng và những ai quan tâm đến lĩnh vực này. 
",181.000 đ,,NXB Chính Trị Quốc Gia Sự Thật,2018,24 x 16 cm,Bìa Mềm,496.0,
Những Nhà Tư Tưởng Lớn - HEGEL Trong 60 Phút,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_198745.jpg,Chính trị,Walther Ziegler,"
Những Nhà Tư Tưởng Lớn - HEGEL Trong 60 Phút
HEGEL là triết gia đầu tiên đã nhìn ra chiều kích của sự ""trở thành"" trong toàn bộ tầm mức của nó. Lịch sử nhân loại, sự tiếp nối các thời đại đối với ông không gì khác hơn là sự khai triển của Tinh thần thế giới. Trong đó, tất cả diễn tiến theo một động cơ nội tại mãnh liệt: Phép biện chứng. Nó hoạt động như thế nào? Lịch sử chấm dứt ở đâu? Chúng ta chỉ là những khán giả hay là những đồng diễn viên? HEGEL mở ra cho ta một viễn cảnh kỳ diệu về động lực của cuộc sống chúng ta.
""Hegel vẫn sống! - Thị kiến lớn của ông về sự khai triển lý tính trong lịch sử nhân loại đối với chúng ta trước sau vẫn là một thách thức."" -Rudolf Aichner- 
",75.000 đ,,NXB Hồng Đức,2020,19 x 13 cm,Bìa Mềm,168.0,
Di Sản Hồ Chí Minh - Những Năm Tháng Không Thể Nào Quên (Hồi Ức Đại Tướng Võ Nguyên Giáp) (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_4522.jpg,Chính trị,Võ Nguyên Giáp,"
Ngày 19 tháng 5 lại đến với chúng ta. Hôm nay, cả dân tộc ta đang tưởng nhớ đến Người.
Tôi muốn ghi lại một số hình ảnh của Bác trong những năm tháng không thể nào quên của thời kỳ đầu mới giành được chính quyền, khi vận mệnh của Tổ quốc đã có lúc như “ngàn cân treo sợi tóc”.
Bàn tay chèo lái của Bác, sự lãnh đạo tài tình của Trung ương Đảng ta do Bác đứng đầu, khí thế của nhân dân ta từ thành thị đến làng quê, từ Bắc chí Nam... tất cả những điều lớn lao đó cùng với tình hình “thù trong giặc ngoài” cực kỳ rối ren phức tạp, những chương sau đây chắc là chỉ nói lên được một phần nào.
Nhân kỷ niệm lần thứ tám mươi Ngày sinh của Bác, đây là những dòng thành kính để góp phần cùng đồng bào và các đồng chí hồi tưởng đến Người, đến công ơn to lớn của Người đối với dân tộc và đất nước, đến những lời Người dặn lại chúng ta trước lúc ra đi. 
",130.000 đ,,NXB Trẻ,2019,14 x 20,Bìa Mềm,392.0,
Minh Đạo Nhân Sinh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_41913.jpg,Chính trị,"Michael Puett, Christine Gross Loh","
Michael Puett là giáo sư môn Lịch sử Trung Quốc, đồng thời là Chủ tịch Ủy ban Nghiên cứu Tôn giáo ở Đại học Harvard. Tại Harvard, các lớp học của GS. Michael Puett được nhiều sinh viên yêu thích theo học đứng thứ ba toàn trường, chỉ sau Kinh tế học và Khoa học Máy tính. Điều đó chứng minh tư tưởng triết học phương Đông cổ đại không chỉ không khó tiếp cận, mà còn thu hút đông đảo giới trẻ, kể cả những người quan tâm đến triết học hiện đại.
Trước khi có những bài giảng của GS. Michael Puett và cuốn sách “Minh đạo nhân sinh”, nhiều người phương Tây nghĩ rằng triết học Phương Đông cổ đại là điều gì đó rất “cũ kỹ” và xa rời hiện thực. Họ cho rằng những triết lý phương Đông nói chung đặt niềm tin vào một kiểu trật tự cố định trong đời sống và con người phải sống theo “mệnh” của mình, hoặc đơn giản hơn là …bỏ đi tất cả, quay về với lối sống gần gũi với thiên nhiên.
Nhưng sự thật là các triết gia Trung Quốc nhìn thế giới theo một cách rất khác: Họ cho rằng thế giới là một chuỗi vô tận những cuộc gặp gỡ phân mảnh, lộn xộn. Và thế giới quan này bắt nguồn từ quan niệm cho rằng tất cả các khía cạnh của đời sống con người đều bị chi phối bởi cảm xúc, bao gồm tất cả những tương tác vô tận giữa người với người đang diễn ra.
Trong cuốn sách “Minh đạo nhân sinh”, GS. Michael Puett đã hệ thống, giảng giải những triết lý của các triết gia Phương Đông dễ hiểu một cách đáng kinh ngạc.  Michael Puett chỉ ra rằng, từ 2.000 năm trước, các triết gia Trung Hoa cổ đại như Khổng Tử, Lão Tử, Mạnh Tử, Trang Tử, Tuân Tử, Quản Tử … đã có những phát kiến tuyệt vời về việc phát triển con người và thay đổi xã hội một cách hài hòa, tích cực.
Khác với những hiểu lầm về quan điểm “thuận theo tự nhiên” hoặc các quan điểm ủy mị hoài tưởng về các xã hội cũ, tư tưởng cấp tiến của những triết gia phương Đông thể hiện ở quan điểm sự biến đổi tích cực không đến từ việc tìm kiếm một con người “thật sự” - vốn có sẵn mà đến từ việc tạo ra các điều kiện mới. Trong đó, trọng tâm trong tư tưởng của Khổng Tử và nhiều nhà triết học cổ đại là mối quan hệ tốt không chỉ đến từ sự chân thành bên trong, mà còn đến từ những “nghi thức” chúng ta thực hiện trong đó. Vì vậy, việc tu dưỡng đạo đức, tự rèn luyện bản thân là tối quan trọng. Hay nói cách khác, không có lối mòn nào là đúng đắn để chúng ta đi theo ngay từ đầu mà chỉ có quá trình tu dưỡng để trở nên tốt hơn phù hợp với từng giai đoạn và thời điểm.
Ngoài việc chọn lọc và đúc kết một cách khúc triết những quan điểm hay nhất, triết học phương Đông cổ đại “Minh đạo nhân sinh” còn là một tài liệu đáng để tham khảo với những ai đang tìm hiểu cổ học tinh hoa. Trong cuốn sách này, những điểm tương đồng, thậm chí khác biệt của các triết gia như Khổng Tử, Mạnh Tử, Tuân Tử… được GS. Michael Puett đưa ra phân tích, so sánh.
 “Minh đạo nhân sinh” ra mắt vào năm 2016, kể từ đó cuốn sách luôn lọt top bán chạy trong dòng sách của mình. Cuốn sách đạt danh hiệu “International Best-seller” (sách bán chạy quốc tế) và lọt vào danh sách bán chạy nhất mà tờ The New York Times và Sunday Times bình chọn.
Về tác giả
Michael Puett là giáo sư môn Lịch sử Trung Quốc của khoa Ngôn ngữ và Văn minh Đông Á, đồng thời là Chủ tịch Ủy ban Nghiên cứu Tôn giáo ở trường Đại học Harvard. Ông đã được trao tặng giải thưởng Harvard College Professorship vì đóng góp xuất sắc cho sự nghiệp giảng dạy đại học và là một thành viên của Viện Hàn lâm Khoa học Hoàng gia Thụy Điển.
Còn Christine Gross-Loh là một phóng viên và nhà văn. Cô tốt nghiệp tiến sĩ chuyên ngành lịch sử Đông Á tại trường Đại học Harvard. Tác phẩm của cô được đăng trên các báo The Wall Street Journal, The Atlantic và The Guardian. 
",148.000 đ,,NXB Tổng Hợp TPHCM,2020,20.5 x 14.5 cm,Bìa Mềm,240.0,
Tương Lai Của Quyền Lực (Tái Bản 2018),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/_/b_a_t_ng_lai_cua_quyen_luc.jpg,Chính trị,"Joseph S Nye, Jr","
Tương Lai Của Quyền Lực (Tái Bản 2018)
Các khía cạnh khác nhau của quyền lực đang thay đổi ra sao trong thế kỷ này, và sự thay đổi đó tác động như thế nào đến định nghĩa về thành công chiến lược? Điều gì sẽ xảy ra với quyền lực của Mỹ và Trung Quốc, cũng như các chủ thể phi nhà nước trong thời đại điện tử?
“Trong cuốn sách này, Joseph Nye đưa ra một tổng luận rất uyên thâm, mới mẻ về mặt khái niệm. Ông thực hiện khảo sát sắc bén về nhiều loại quyền lực khác nhau, phân tích sự chuyển tiếp giữa các nhà nước nổi dậy và sụp đổ, và khảo sát sự phân tán quyền lực từ chủ thể nhà nước sang chủ thể phi nhà nước. Chiến lược tự do - hiện thực chủ nghĩa của Nye rất thuyết phục: Mỹ có thể chặn lại sự suy yếu chính trị và mở rộng sự thịnh vượng kinh tế, bằng cách theo sát chiến lược quyền lực nhỏ, không nhằm nắm giữ vị trí siêu việt, mà chan hòa với các quốc gia khác. Cuốn sách này cần phải trở thành bài học bắt buộc cho bất cứ ai quan tâm đến thời cuộc quốc tế.”
- Peter J. Katzenstein, Walter S. Carpenter Jr., Giáo sư Nghiên cứu Quốc tế, Đại học Cornell -
Thông tin tác giả:
Joseph S. Nye, Jr. sinh ngày 19 tháng 1 năm 1937, tại South Orange, New Jersey, Mỹ. Ông đạt được tấm bằng cử nhân danh dự bậc cao nhất tại trường Đại học Princeton, hoàn thành chương trình nghiên cứu sinh tại Đại học Oxford và có bằng tiến sĩ ngành Khoa học Chính trị tại Đại học Harvard. Ông từng giữ chức Trợ lí Bộ trưởng Quốc phòng Hoa Kỳ. 
",135.000 đ,,NXB Lao Động,2018,14.5 x 20.5,Bìa Mềm,492.0,
Những Nhà Tư Tưởng Lớn - SARTRE Trong 60 Phút,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_198746.jpg,Chính trị,Walther Ziegler,"
Những Nhà Tư Tưởng Lớn - SARTRE Trong 60 Phút
Triết gia hiện sinh Jean Paul Sartre giục giã chúng ta: Cần cương quyết trong việc tạo dựng đời mình, bởi vì mọi giây phút đều chứa cơ may để - qua dấn thân - chúng ta cho cuộc sống một ý nghĩa mới và tái tạo chính mình.
""Triết học cho mọi người! Bộ sách Những nhà tư tưởng lớn lần đầu tiên trình bày sâu sắc công trình của các nhà triết học quan trọng nhất: Dễ hiểu thú vị và rất thời sự."" - Martin Politowski
""Sartre đã trở lại! Như phượng hoàng vút lên từ tro bụi: tươi tắn, hiện đại, vượt thời gian. Và còn thật nhiều điều đê kể."" - Walburga Allgeier 
",64.000 đ,,NXB Hồng Đức,2020,19 x 13 cm,Bìa Mềm,136.0,
