tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Hackers Ielts Basic - Writing,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_224922.jpg,Luyện thi IELTS,Hackers,"
Hackers IELTS Writing Basic là cuốn tài liệu tự học hiệu quả cho những ai cần cải thiện kỹ năng viết để chuẩn bị cho kì thi IELTS. Cuốn sách được thiết kế khoa học giúp người học nắm được các cách diễn đạt thường dùng cùng từng dạng bài cụ thể trong mỗi task của bài thi IELTS Writing chỉ trong 4 tuần.
Cụ thể, trong Tuần 1, người học sẽ ôn tập những kiến thức ngữ pháp cần thiết. Tuần 2 sẽ nhấn mạnh vào các cách diễn đạt theo tình huống, phù hợp với từng dạng bài. Ở Tuần 3, nội dung được khai thác sâu hơn, giúp người học rèn luyện cách viết theo chủ đề thường gặp trong bài thi IELTW Writing. Tuần cuối cùng sẽ cung cấp cho người học tất tần tật các bước để viết một bài báo cáo và bài luận hoàn chỉnh, kèm theo các chú thích về lỗi dễ mắc phải trong quá trình viết. Ngoài ra, Hackers IELTS Writing Basic cũng đem đến cả phần Actual Test, đây là đề thi thử có mức khó tương đương với đề thi thật. Cuối sách là đáp án kèm giải thích chi tiết, giúp quá trình tự học trở nên dễ dàng hơn.
Ưu điểm nổi bật: 
- Về nội dung 
+ Đề ra lộ trình ôn tập rõ ràng, phù hợp với từng đối tượng
+ Kết hợp kiến thức kèm bài tập mang tính ứng dụng cao
+ Cung cấp từ mới dưới dạng cụm từ thường gặp trong bài thi IELTS Writing
+ Có thêm phần Phụ lục và Đáp án kèm lời giải chi tiết, hỗ trợ đắc lực cho việc tự học và tự kiểm tra bài viết
- Về hình thức
Sách được thiết kế đẹp, hiện đại, in 2 màu xanh-đen rất thuận mắt, khiến cho quá trình học bớt nhàm chán.
- Về tính ứng dụng
Cuốn sách cung cấp phần ôn tập lý thuyết và trả lời các câu hỏi qua Daily Check-up, Daily Test bám sát nội dung đã học. Ngoài ra, phần Actual Test giúp người học tổng hợp lại các kiến thức đã học qua bài thi thử.
Về tác giả: Hackers 
Viện Ngôn ngữ Hackers là trung tâm hàng đầu và nổi tiếng nhất tại Hàn Quốc về lĩnh vực sách ngoại ngữ, đặc biệt là dòng sách luyện thi TOEIC, IELTS, TOEFL,… 
",199.000 đ,,NXB Thế Giới,2021,24 x 16 cm,Bìa Mềm,340.0,
Ielts Speakingsuccess: Skills Strategies And Model Answers,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_179144.jpg,Luyện thi IELTS,Mike wattie,"
Ielts speaking success
Tài liệu luyện thi nói IELTS hướng dẫn từng bước trả lời các loại câu hỏi và chủ đề khác nhau trong bài thi.
IELTS là kỳ thi kiểm tra trình độ thông thạo Anh ngữ phổ biến nhất thế giới cho mục đích học tập, làm việc và định cư. Đây là một kỳ thi quan trọng vì vậy đề thi IELTS thường có nhiều phần khó và phức tạp. Người học muốn đạt điểm cao phải thực sự cố gắng, chăm chỉ qua từng ngày.
Trong kỳ thi, phần thi Speaking - thi nói luôn là kỹ năng được cho là khó nhất và gây ngần ngại cho hầu hết mọi thí sinh. Đây là phần thi chiếm nhiều thời gian chuẩn bị và khi thi cũng dễ gây mất bình tĩnh nhất.
Với mong muốn giúp đỡ các thí sinh đang luyện thi IELTS có thể vượt qua bài thi nói với số điểm cao, chúng tôi xin giới thiệu tới các bạn cuốn sách “IELTS Speaking Success”.
Cuốn sách với bố cục khoa học gồm 10 phần, bao gồm:
·Introduction: Phần giới thiệu về tiêu chí chấm điểm, cấu trúc  của bài thi nói IELTS và những thứ cần chuẩn bị cho phần thi này.
· General strategies: Cung cấp những chiến lược chung để làm bài
· Part one: Questions on familiar topics: Đưa ra những câu hỏi quen thuộc trong part 1 bài thi.
· Part two: Speak for 2 minutes: Các yếu tố cần có để có thể hoàn thành phần 2 của bài thi trong vòng 2 phút.
· Part three: The discussion: Chiến lược làm bài và những dạng câu hỏi trong phần này.
· Useful Language: Ngôn ngữ bổ ích, phần này đưa ra những câu hỏi thường được sử dụng trong khi trao đổi giữa người chấm thi và thí sinh.
· Topics for Parts 1-3: Các chủ đề thường gặp trong 3 phần của bài thi
· Grammar: Những lưu ý về ngữ pháp
· Frequently asked questions: Các câu hỏi thường gặp
· Full Speaking test: model answers: Phần này sẽ đưa ra các bài thi với hình thức giống phần thi thật và các câu trả lời mẫu để các bạn có thêm tài liệu luyện tập
Thông qua 10 phần của cuốn sách các thí sinh đang luyện thi IELTS sẽ:
·Tự chuẩn bị những yếu tố cần thiết là lên kế hoạch ôn thi phù hợp
· Thực hành nhiều câu hỏi và chủ đề khác nhau, bám sát xu hướng ra đề hiện tại
· Mở rộng phạm vi thực hành qua nhiều chủ đề giúp củng cố  và tự tin hơn với vốn kiến thức của mình.
Cuốn sách này giải thích rõ ràng các loại câu hỏi và chủ đề mới nhất được hỏi cho cả ba phần của Bài thi Nói IELTS. Cuốn sách cũng cung cấp một loạt các từ vựng và cấu trúc có thể được sử dụng để trả lời khi đi thi.
Ngoài sự chuẩn bị qua tham khảo tài liệu, các bạn cũng cần tăng cường việc thực hành bằng thực tế qua việc nói chuyện với người nước ngoài hay với bạn bè để trau dồi thêm khả năng nói tiếng Anh của bản thân, qua đó tối đa hóa số điểm bài thi.
Hy vọng cuốn sách “IELTS Speaking Success” sẽ mang tới thật nhiều sự hữu ích cho các bạn đang có ý định thi IELTS. Hãy nhanh tay đặt mua ngay cuốn sách này và biến phần thi nói trở nên đơn giản và dễ dàng hơn bao giờ hết.
Chúc các bạn ôn tập tốt và đạt được số điểm cao trong bài thi IELTS! 
",125.000 đ,,NXB Hồng Đức,2018,17 x 24,Bìa Mềm,216.0,
38 Chủ Điểm Từ Vựng Thiết Yếu Cho Ielts 7.0 (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_34231.jpg,Luyện thi IELTS,Nhiều tác giả.,"
38 Chủ điểm từ vựng thiết yếu cho IELTS 7.0+ là cuốn sách do thầy Tú Phạm, người từng có “những ngày cấp 3 bỏ bẵng không học chữ tiếng Anh nào”, dành tâm huyết để viết nên cùng cô Trần Đức Phương Anh. Bởi vậy, cuốn sách không phải một giáo trình khô khan, xa vời, chỉ dành cho “cao thủ” tiếng Anh mà là cuốn cẩm nang thân thiện nhằm chia sẻ với các bạn con đường học ôn IELTS hữu ích, hiệu quả.
38 Chủ điểm từ vựng thiết yếu cho IELTS 7.0+ sẽ giúp các bạn cải thiện 2 kĩ năng: IELTS Writing & Speaking. Cuốn sách được thiết kế với:
38 chủ điểm từ vựng học thuật thiết yếu
Các bài tập được lồng vào ngữ cảnh
38 bài luận mẫu dành cho IELTS 
",150.000 đ,,NXB Phụ Nữ,2019,29.5 x 20.5 cm,Bìa Mềm,240.0,
Ielts Advantage Writing Skills,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_14910.jpg,Luyện thi IELTS,"Richard Brown, Lewis Richards","
IELTS Advantage is a series of course books offering step-by-step guidance to achieving a high IELTS score.
IELTS Advantage: Writing Skills is a fully comprehensive resource for passing the writing section of the IELTS exam with a grade of 6.5-7.0 or higher. Students are guided step-by-step through the different tasks in the writing module, using material developed in the classroom, by authors with many years’ experience in helping hundreds of IELTS candidates achieve a high IELTS score.
IELTS Advantage: Writing Skills:
shows students how to organise and structure an answer for all types of task 1 and 2 questions
contains a model essay in each unit, showing students exactly what is required
contains a general interest article in each unit, developing ideas and vocabulary for a common topic in the exam
quickly develops students’ fluency and confidence in producing pieces of writing through a focus on academic vocabulary and collocations
contains grammar exercises in each unit, showing students how to apply a wide range of grammar items in their IELTS writing
Key features:
Suitable for classroom study or self-study
Includes answer key
Real writing samples from IELTS students, with examiners’ comments, show in detail what is required to achieve a 6.5, for example
Frequent exam tips from the authors’ experience as IELTS examiners help students achieve a higher score
Check and challenge sections allow students to revise material and take their writing to the next level 
",178.000 đ,,NXB Tổng hợp TP.HCM,2019,21 x 29.7 cm,Bìa Mềm,132.0,
How To Crack The Ielts Speaking Test - Part 1 (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_27219.jpg,Luyện thi IELTS,Đặng Trần Tùng,"
Cựu Thủ tướng Lý Quang Diệu đã viết trong hồi kí của ông về hành trình đưa Singapore từ một làng chài nghèo khổ thành một trong những quốc gia có nền kinh tế vững mạnh nhất châu Á, trong đó ông nhấn mạnh tầm quan trọng của tiếng Anh trong việc tiếp cận và giao thương với các nước phát triển trên thế giới. IELTS – chứng chỉ tiếng Anh uy tín nhất thế giới hiện nay – là cánh cửa mở ra vô vàn cơ hội học tập và tạo điều kiện cho sự thăng tiến trong sự nghiệp. Nhằm mục đích cung cấp cho người học những phương pháp học hữu ích và thực tiễn áp dụng hiệu quả trong kỳ thi IELTS Speaking, tác giả Đặng Trần Tùng – thí sinh đầu tiên tại Việt Nam đạt điểm tuyệt đối 9.0 IELTS dưới cả hai hình thức: thi giấy và thi máy – đã tập hợp những kinh nghiệm thi cử hữu ích đúc rút từ chính những lần dự thi của bản thân để cho ra đời cuốn sách How to crack the IELTS Speaking test – Part 1.
Cuốn sách tập trung vào 20 chủ đề thường gặp trong IELTS Speaking, với những tips hữu ích nhằm giúp các thí sinh có thể đạt được các band điểm mong muốn, phổ biến với các mức 6.0, 7.0 và 8.0. Các câu trả lời mẫu trong sách cũng xoay quanh cuộc sống thường ngày, tạo cảm giác quen thuộc, gần gũi với người đọc, mở ra hướng tư duy gắn liền với thực tiễn cuộc sống.
Không chỉ tập trung vào việc dẫn lối tư duy, cuốn sách còn cung cấp rất nhiều mẫu câu, từ vựng, ngữ pháp đa dạng – là những tips “ăn điểm” với giám khảo, tạo nên bước đột phá trong từng band điểm.
Cuối cùng, nhằm giúp người học có thể củng cố các kiến thức đã học ở phần ví dụ, How to crack the IELTS Speaking test – Part 1 còn cung cấp thêm bài tập với nội dung và dạng bài đa dạng và đáp án chi tiết, giúp các sỹ tử ôn luyện thêm các kĩ năng nghe, nói, đọc, viết, từ đó giúp chặng đường vượt vũ môn thêm dễ dàng.
Cuốn sách đã nhận được nhiều lời khen ngợi từ các KoLs trong lĩnh vực giảng dạy và có được sự ủng hộ nhiệt tình của độc giả ngay từ khi giới thiệu những trang sách đầu tiên, hứa hẹn sẽ trở thành một tài liệu must-have đối với các thí sinh đang ấp ủ giấc mơ chinh phục IELTS.
+TÁC GIẢ: 
Tốt nghiệp khoa Kinh tế và Tài chính, Đại học RMIT
Founder/CEO của The IELTS Workshop – Trung tâm luyện thi IELTS uy tín tại Việt Nam
Cố vấn chuyên môn và Đồng dẫn chương trình IELTS Face – Off VTV7
Cố vấn chuyên môn dòng sách Gamma – NXB Alphabook
Đại diện thương hiệu của Hội Đồng Anh Việt Nam
Từng là Chủ tịch hội học sinh trường cấp 3 Parkview Christian School – Nebraska, Mỹ năm 2011
Đạt 8.0 IELTS năm 2012 ngay trong lần thi đầu tiên CHỈ SAU 2 NGÀY ÔN LUYỆN
Đạt 9.0 IELTS Overall 3 lần – Dưới cả hình thức thi trên máy (CDI) và thi giấy (PB)
Tác giả của 50+ video hướng dẫn tự học tiếng Anh trên Youtube
Tác giả cuốn Ebook 40 chủ đề Speaking Part 1
Diễn giả của nhiều sự kiện giáo dục lớn tổ chức tại Việt Nam như Hội đồng Anh, IDP, v.v. 
",299.000 đ,,NXB Thế Giới,2020,16 x 24 cm,Bìa Mềm,252.0,
Ace The IELTS ( Third Edition - 2016),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786048418458.jpg,Luyện thi IELTS,Simone Braverman,"
Ace The IELTS ( Third Edition - 2016) 
",46.000 đ,,NXB Đà Nẵng,11-2016,16 x 24,Bìa Mềm,131.0,
Hackers Ielts Basic - Speaking,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_224921.jpg,Luyện thi IELTS,Hackers,"
HACKERS IELTS SPEAKING BASIC mang tới cho những ai mới làm quen với bài thi IELTS một phương pháp tự học hiệu quả. Cuốn sách được thiết kế giúp người học nắm được phát âm chính xác và ngữ pháp cơ bản để luyện nói trôi chảy và logic, từ đó củng cố kỹ năng nói để đạt được điểm số mong muốn.
Các bạn có thể tự học những kiến thức cần thiết cho bài thi IELTS Speaking từ căn bản sau đó thực hành một cách có hệ thống trong 4 tuần. Sau khi học phát âm ở Week 1, ngữ pháp ở Week 2, làm quen với các cấu trúc diễn đạt cũng như nắm chắc chiến thuật trả lời ở Week 3 và 4, người học có thể thử sức với các câu hỏi thường gặp trong xu hướng ra đề thi mới nhất và tự bổ sung, hoàn thiện câu trả lời của mình khi tham khảo câu trả lời mẫu. Ngoài ra, người học còn có thể trải nghiệm cảm giác thi thật khi trả lời các câu hỏi trong phần Actual Test.
Ưu điểm nổi bật: 
- Về nội dung 
Cuốn sách được thiết kế theo lộ trình học cụ thể, có chiến lược luyện thi và kế hoạch học tập rõ ràng, phù hợp với trình độ của từng người học. Không chỉ đưa ra kiến thức lý thuyết về phát âm và ngữ pháp, cuốn sách đưa người học tiếp cận với bài thi IETLS Speaking theo từng phần thi và theo từng chủ đề, giúp người học làm quen với các dạng câu hỏi thường gặp, các cấu trúc diễn đạt hữu ích, ý tưởng trả lời và câu trả lời mẫu, đồng thời gợi ý một số tip hay để luyện nói.
- Về hình thức
Sách được thiết kế đẹp, hiện đại, khoa học, và dễ sử dụng.
- Về tính ứng dụng
Khi sử dụng cuốn sách này, người học quét mã QR trong sách để sử dụng file MP3. Cùng với việc ôn tập lý thuyết và trả lời các câu hỏi trong phần Daily Test, người học có thể sử dụng chức năng ghi âm trên điện thoại để ghi lại câu trả lời của mình và so sánh với phát âm của người bản ngữ để biết những điểm cần cải thiện.
Ngoài ra, phần Actual Test giúp người học thực hiện bài thi Speaking giống như khi thi thật, và tự đánh giá câu trả lời của mình qua phần Tiêu chí tự đánh giá ở Phụ lục trang 262.
Về tác giả: Hackers 
Viện nghiên cứu ngôn ngữ Hackers là trung tâm hàng đầu và nổi tiếng nhất tại Hàn Quốc về lĩnh vực sách ngoại ngữ, đặc biệt là dòng sách luyện thi TOEIC, IELTS, TOEFL,… 
",189.000 đ,,NXB Thế Giới,2021,24 x 16 cm,Bìa Mềm,304.0,
Collins Listening For Ielts (2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_215208.jpg,Luyện thi IELTS,"Fiona Aish, Jo Tomlinson","
If your listening skills are preventing you from getting the score you need in IELTS, Collins Listening for IELTS can help.
Don’t let one skill hold you back
- Exam tips and test practice in every unit plus a full practice paper at the back of the book
- Build your vocabulary with the topic-based vocabulary work at the start of every unit
- Essential IELTS vocabulary presented using Collins COBUILD dictionary explanations
- Written by experienced IELTS tutors
Perfect for self-study or for use in the classroom. 
",144.000 đ,,NXB Tổng Hợp TPHCM,2020,25 x 19 cm,Bìa Mềm,144.0,
Perfect Ielts Reading,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_221274_1.jpg,Luyện thi IELTS,William Jang,"
Perfect IELTS Reading is a coursebook designed to prepare learners for success in the International English Language Testing System. It aims at helping learners to achieve high scores, from band 5.0 to band 6.5 – the IELTS scores that many universities require international students to have for admission to undergraduate courses.
Perfect IELTS Reading presents reading passages, questions and instructions that closely follow the passages, questions and instructions in the real test. The materials can be used for selfstudy or integrated into an IELTS preparation course. The book is also a helpful source for teachers who are training IELTS learners.
This book provides a comprehensive guide to IELTS Reading as well as a wide range of exercises.
Specifically, the book covers
• detailed explanations about the Academic IELTS Reading test;
• strategies for answering the different types of question candidates will encounter in the Reading test;
• numerous exercises for each type of question;
• analyses of the questions, the keywords and question focus, which may lead to the correct answers;
• useful vocabulary from the reading passages; and
• a sample Academic Reading Test for thorough preparation.
On completion of Perfect IELTS Reading, you will be able to
• apply the useful strategies presented;
• answer different types of question in the Academic IELTS Reading test; and
• achieve your desired band score in the near future.
Certainly, this book is a valuable source for your exam preparation and also an indispensable material for your English language improvement. 
",258.000 đ,,NXB Tổng Hợp TPHCM,2021,26 x 18.5 cm,Bìa Mềm,256.0,
Perfect Ielts Listening Dictation Vol.2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_17959.jpg,Luyện thi IELTS,William Jang,"
Perfect IELTS Listening Dictation Vol.2 là cuốn sách luyện kỹ năng viết chính tả, một phần quan trọng (chiếm đến 60%) trong bài thi IELTS Listening. Cuốn sách cung cấp đa dạng các bài tập với những từ vựng thiết yếu từ trình độ cơ bản đến nâng cao, giúp người học đạt được số điểm như mong muốn trong bài thi IELTS Listening.
Cuốn sách bao gồm 4 section. Mỗi section được chia thành 80 chủ đề, mỗi chủ đề có 10 câu và người học cần hoàn thành 800 câu trong section. Với tổng cộng 3.200 câu trong 4 section theo các chủ đề phổ biến, người học hoàn toàn có thể tự ôn luyện và trau dồi vốn từ vựng cần thiết trong bài thi IELTS.
Không dừng lại ở đó, khi kết thúc từng section, người học sẽ được cung cấp sự khác biệt giữa tiếng Anh-Anh và Anh-Mỹ về mặt phát âm cũng như cách viết. Để người học có thể kiểm tra lại bài làm, cuốn sách cũng cung cấp đáp án cùng phần dịch nghĩa chi tiết ở cuối sách. Từ đó, sau mỗi bài luyện tập, người học có thể biết được mình còn yếu ở phần nào để tiếp tục cải thiện, cũng như những lỗi sai nào hay mắc phải để ghi nhớ và tránh không bao giờ lặp lại nữa.
File nghe của cuốn sách được truyền tải bằng giọng đọc chuẩn như bài thi thật, giúp người học không cảm thấy bỡ ngỡ khi thực sự làm bài thi IELTS Listening. Vì vậy, cuốn sách Perfect IELTS Listening Dictation Vol.2 hứa hẹn sẽ đem đến trải nghiệm chân thật nhất cho các bạn, luyện thi IELTS Listening Dictation chưa bao giờ dễ đến thế! Chúng tôi mong rằng Perfect IELTS Listening Dictation Vol.2 sẽ trở thành người bạn đắc lực trên con đường thực hiện ước mơ của các bạn.
- 4 Section – 80 chủ đề/ section – 10 câu/ chủ đề- Người học cần hoàn thành 3.200 câu trong 4 section theo các chủ đề phổ biến- Cung cấp sự khác biệt giữa tiếng Anh-Anh và Anh-Mỹ về mặt phát âm cũng như cách viết.- Cung cấp đáp án cùng phần dịch nghĩa chi tiết ở cuối sách. 
",189.000 đ,,NXB Thế Giới,2019,16 x 24 cm,Bìa Mềm,428.0,
Timesaver for Exams - IELTS Starter Writing 4.0 - 5.5,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045870419.jpg,Luyện thi IELTS,Jon Marks,"
Timesaver for Exams – IELTS Starter Writing (4.0 – 5.5)
Bộ tài liệu luyện thi IELTS hữu ích

Sách cung cấp 25 bài học luyện kỹ năng viết dành cho học viên trình độ trung cấp bước đầu làm quen với bài thi IELTS khối Học thuật (Academic)
Hầu hết các hoạt động được thiết kế giúp học viên từng bước làm quen với Task 1 và Task 2 của bài thi viết IELTS
Nhiều lời khuyên hữu ích giúp học viên tránh được các lỗi thường gặp và nâng cao kỹ năng làm bài để đạt kết quả tốt nhất ở bài thi thực tế
Đề thi mẫu giúp học viên làm quen với bài thi thật
Tất cả bài tập đều có đáp án hoặc bài viết mẫu
Đây là tài liệu bổ sung lý tưởng cho các khóa học IELTS

LEVEL: 4.0–5.5
(CEF levels: B1–B2) 
",118.000 đ,,NXB Tổng Hợp TPHCM,2018,29.7 x 21 x 0.5 cm,Bìa Mềm,72.0,
Ielts Reading Strategies For The Ielts Test (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_239009.jpg,Luyện thi IELTS,"Trần Vệ Đông, Vương Băng Hân","
Giáo trình này tổng cộng có hơn 80 bài đọc, sau khi phân tích tỉ mỉ các đề thi IELTS, chúng tôi chia các bài đọc này thành 7 phần theo các dạng đề luyện đọc: Matching the Headlings (Lắp ghép tiêu đề văn bản), Cloze (Điền ô trống), Multiple Choice (Chọn lựa nhiều mục), Summarizing (Tóm tắt), YES/ NO/ NOT GIVEN (Đúng, sai, không đề cập), Scanning for Answers (Tìm nhanh đáp án) và Integrated Exercises (Bài tập tổng hợp). Mặc dù người đọc không cần phải theo thứ tự này, nhưng dạng đề của phần bài tập tổng hợp đa dạng hơn, do đó hãy làm quen với các dạng đề thi trước rồi làm phần này sau.
Phần bài thi mẫu trong cuốn sách này tổng cộng có 6 đề. Theo các thí sinh đã từng làm các đề thi này và tham dự kỳ thi IELTS, các đề này khó hơn và dài hơn đề thi thực tế một chút, nhưng dạng đề không có sự khác biệt. Đây cũng là chủ ý của tác giả khi biên soạn các đề thi này. Người đọc có thể làm các đề này theo yêu cầu thực tiễn ở từng gia đoạn để quan sát sự tiến bộ và xác định những khó khăn của mình.
Bài đọc trong các kỳ thi IELTS khác với bài đọc tiếng Anh thường ngày và bài đọc trong các kỳ thi tiếng Anh khác. Thông thường, đọc là một phương thức thu thập thông tin, còn các bài đọc trong kỳ thi IELTS là thông qua việc đọc để giải quyết các vấn đề cụ thể. Nó cách khác, thông qua việc đọc để tìm ra đáp án của câu hỏi. Trong quá trình học và sử dụng tiếng Anh nhiều năm, các họ sinh phần nào hình thành các đọc riêng của mình. Những cách đọc này có lẽ rất hiệu quả trong học tập và công việc, nhưng khi áp dụng vào bài thi đọc IELTS có thể họ sẽ gặp khó khăn bởi các yếu tố như thời gian có hạn, dạng đề đặc biệt …. Vì vậy, tác giả đề nghị khi làm bài tập trong cuốn sách này, trước hết phải hiểu chỉ dẫn (instruction), làm rõ nhiệm vụ (task), cần biết phải hoàn thành trong thời gian bao lâu (suggested time), sau đó bắt đầu đọc. Trong cuốn sách này, người đọc cần chú trông việc nâng cao kỹ năng đọc, đồng thời tìm ra cách đọc thích hợp với từng dạng đề. 
",228.000 đ,,NXB Tổng hợp TP.HCM,2021,26 x 18.5 x 1.2 cm,Bìa Mềm,291.0,
Ielts Simuation Test (CD),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045862230.jpg,Luyện thi IELTS,New Oriental,"
Ielts Simuation Test (CD)
This free IELTS simulation test is based on authentic IELTS test materials and includes sections for IELTS Listening, IELTS Reading and IELTS Writing.
This free IELTS simulation test is an excellent opportunity to learn more about the IELTS test and practise your English skills to help you prepare for the IELTS test. 
",298.000 đ,,NXB Tổng Hợp TPHCM,2017,27.5 x 21 cm,Bìa Mềm,298.0,
IELTS The Vocabulary Files B2 - Upper Intermediate (Tái Bản 2018),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_551.jpg,Luyện thi IELTS,"Andrew Betsis, Lawrence Mamas","
The Vocabulary Files series consists of 6 Books, for CEF Levels: A1- A2 – B1 – B2 – C1 – C2
The aim of the series is to give students the chance to expand their vocabulary in different areas.
Each unit deals with a common Vocabulary topic; the vocabulary is taught through a variety of exercises with lots of illustrations to make them more lively and interesting.
This series can be used as Time Fillers; when teachers have some extra time and they need something to do to help students revise what they have already been taught. Alternatively, it can also be used to help weak students enrich their vocabulary in various common topics.
Levels B1, B2, C1 and C2 in this series have also been written for students who are planning to take the IELTS exam. They cover some of the main vocabulary points that IELTS candidates will need for the Listening, Reading, Writing and Speaking sections of the exam. The vocabulary that students acquire in each of these books will help them to achieve the score they want in the IELTS exam.
The 15 units in each of these books, focus on topic-specific vocabulary areas, which may be required in the IELTS exam (for example, economy, education, health, etc). Some Exercises focus on general vocabulary items, which can be used in all aspects of the English language. Many of these words are relevant to specific tasks in the IELTS exam (for example, describing how something works, writing a letter or describing a house). 
",78.000 đ,,NXB Tổng Hợp TPHCM,2018,21 x 29,Bìa Mềm,68.0,
