tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Cha Mẹ Phải Làm Gì Khi Con Không Thích Học - 5 Bước Giải Quyết Vấn Đề Chán Học Của Con,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_190923.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Lỗ Bằng Trình,"
Cha mẹ cần biết rằng trẻ chán học là có nguyên nhân và trẻ thích học cũng là có nguyên nhân của nó. Chỉ cần chúng ta biết được nguyên nhân và tìm ra phương pháp thì nhất định sẽ khiến trẻ yêu thích học hành.
Rất thông minh nhưng lại không thích học, việc phải đến lớp hàng ngày giống như một hình phạt đối với chúng. Một số trẻ luôn cảm thấy chơi bao nhiêu cũng không thấy đủ, nhưng chỉ đọc một trang sách cũng cảm thấy đau đầu. Một số trẻ khác thì làm bài tập lề mề chậm chạp đến tân khuya mới làm xong, hoặc thậm chí quên làm. Một số trẻ mắt nhìn lên bảng nhưng đầu óc lại lơ đễnh thiếu tập trung. Lại có một số trẻ lại rất sợ thi cử, hễ gần tới kỳ thi là không muốn tới trường... Trước những tình trạng như vậy, các bậc phụ huynh đều cảm thấy vô cùng đau đầu, tối nào cũng cho con ôn tập, thậm chí còn mời gia sư về nhà nhưng tình trạng trên không những không hề cải thiện, mà còn khiến trẻ ngày càng chán ghét việc học hành.
Muốn trẻ thích việc học cần phải có phương pháp và kỹ năng. Chỉ cần có phương pháp đúng đắn, chúng ta hoàn toàn có thể bồi dưỡng niềm hứng thú học tập trong trể, giúp trẻ từ bỏ thói ham chơi, lười học. 
",69.000 đ,,NXB Phụ Nữ,2018,14.5 x 20.5,Bìa Mềm,244.0,
Phát Triển EQ Cho Trẻ Mẫu Giáo - Tớ Biết Cách Cảm Thông,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_237554.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Mẹ Chuột Túi,"
Phát triển EQ cho trẻ mẫu giáo 
- Sách có nền tảng tâm lý học chuẩn chỉnh. 
- Hình ảnh sinh động. 
- Lời thoại ngắn gọn và điểm nhấn riêng cho từng trang cảm xúc. 
- Có đúc kết các cách cảm nhận, cách suy nghĩ khác nhau cho từng tình huống. 
- Gợi mở và tôn trọng cảm xúc của người đọc. 
- Có các bài tập rất nhỏ và rất dễ thực hành cho từng em bé của từng gia đình. 
Nhiều năm nay, khoa học đã cho thấy, IQ là một phần đưa đến thành công của trẻ sau này, còn EQ lại là những thứ cực kỳ thiết thân đi cùng trẻ suốt cuộc đời và tạo dựng cả hạnh phúc lẫn thành công cho trẻ. Làm thế nào hiểu về EQ, làm thế nào tâm sự cùng trẻ về cảm xúc, làm thế nào giúp trẻ khắc phục những điểm chưa tốt khi quản lý cảm xúc của mình? Làm thế nào đi cùng trẻ qua những kỳ khủng hoảng vì trẻ chưa thể diễn đạt rõ ràng thành lời cảm xúc của mình? Quá nhiều câu hỏi từ cha mẹ dành cho em bé của mình đúng không? Và có thể tìm ra lối đi tươi sáng nho nhỏ từ những trang sách này. 
Bộ sách ngắn gọn và đơn giản này dùng hình ảnh cùng câu chữ rất nhẹ nhàng, sinh động, đáng yêu, hợp với nhu cầu và mức độ cảm nhận của trẻ mẫu giáo, giúp trẻ hiểu ra rất nhiều cảm xúc vốn dĩ trừu tượng. Nếu bố mẹ khó trải lòng và giáo dục con những lĩnh vực này thì sách hoàn toàn có thể là một người bạn thân thương giúp trẻ không có tâm lý kháng cự và còn tiếp thu dễ dàng. 
Bộ sách này giúp các bé mẫu giáo: 
- Nhận biết cảm xúc của bản thân và những người xung quanh. 
- Hiểu về cảm xúc, nhận ra nguyên nhân cùng hậu quả của các cảm xúc ấy. 
- Diễn tả và đáp lại cảm xúc, biết lắng nghe, thông cảm và chia sẻ. 
- Quản lý cảm xúc của mình, cư xử hợp lý để hòa đồng với tập thể.  
",25.000 đ,,NXB Hà Nội,2021,19 x 18 cm,Bìa Mềm,28.0,
Nuôi Dạy Trẻ Có Rối Loạn Phổ Tự Kỷ Trong Môi Trường Gia Đình (Tái bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_186061_1_1.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Nhiều Tác Giả,"
Nuôi Dạy Trẻ Có Rối Loạn Phổ Tự Kỷ Trong Môi Trường Gia Đình
Nuôi dạy trẻ có rối loạn phổ tự kỷ trong môi trường gia đình được tập thể các các tác giả Việt Nam biên soạn nhằm cung cấp cho bố mẹ, ông bà của trẻ tự kỷ những kiến thức cơ bản nhất, thực tế nhất, dễ áp dụng nhất để có thể hướng dẫn, giáo dục can thiệp trẻ tại nhà.
Xuất thân là giáo sư, tiến sĩ, thạc sĩ, cử nhân y khoa, chuyên gia tâm lý, chuyên viên trị liệu âm nhạc, chuyên viên trị liệu ngữ âm, thiền và yoga, chuyên viên giáo dục đặc biệt… các tác giả đã có một quá trình dày công nghiên cứu và thực hành trị liệu, can thiệp với trẻ có rối loạn phổ tự kỷ nên họ thực sự thấu hiểu những khó khăn mà những bậc cha mẹ hay người chăm sóc trẻ thường gặp phải, đồng thời họ cũng phần nào “đọc” được những đứa trẻ đặc biệt thật sự muốn gì, cần gì… Bởi vậy, đây chắc chắn sẽ là cuốn “cẩm nang” bổ ích cho nhiều gia đình nhất là các gia đình ở các vùng nông thôn ít có điều kiện tiếp xúc với internet, những vùng chưa có các trung tâm giáo dục chuyên biệt cho trẻ có rối loạn phổ tự kỷ. Cuốn sách cũng là một tài liệu hữu ích cho các cán bộ mới bắt đầu bước vào lĩnh vực can thiệp cho trẻ có rối loạn phổ tự kỷ. 
",78.000 đ,,NXB Phụ Nữ Việt Nam,2020,20.5 x 13.5 cm,Bìa Mềm,228.0,
Kích Thích Phát Triển Thị Giác Cho Bé Từ 0-12 Tháng: Các Con Vật,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_225239.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Little Shadow,"
CUỐN SÁCH TREO NÔI - MÓN QUÀ THÚ VỊ CHO BÉ TỪ  0 ĐẾN 12 THÁNG
Một cuốn sách nhỏ nhắn với những bài đồng dao đáng yêu? “Hô biến”, ta sẽ có ngay một món đồ chơi cực kì thú vị. Với móc treo thuận tiện, an toàn, bạn có thể treo cuốn sách thành một chiếc đèn lồng vừa đúng tầm mắt nhìn của bé. Hình ảnh và màu sắc của bộ sách là kết quả nghiên cứu của các nhà khoa học để kích thích phát triển thị giác cho bé.
Với cuốn sách đồ chơi xinh xắn này, bố mẹ hãy cùng bé tương tác nhé, chỉ cho bé hình ảnh các con vật hay đơn giản chỉ là treo lên và xoay nhẹ cuốn sách đồ chơi đèn lồng là đã khiến bé vô cùng thích thú rồi.
Sách gồm có:
Móc để treo.
Những câu đồng dao giúp thu hút sự chú ý của trẻ.
Hình ảnh đen trắng kích thích phát triển thị giác.
Hình bế ngộ nghĩnh được gia công bo tròn an toàn cho bé. 
",80.000 đ,,NXB Kim Đồng,2021,17 x 12 cm,Bìa Cứng,6.0,
Phát Triển EQ Cho Trẻ Mẫu Giáo - Xoa Dịu Cơn Giận Dữ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_237555.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Mẹ Chuột Túi,"
Phát triển EQ cho trẻ mẫu giáo 
- Sách có nền tảng tâm lý học chuẩn chỉnh. 
- Hình ảnh sinh động. 
- Lời thoại ngắn gọn và điểm nhấn riêng cho từng trang cảm xúc. 
- Có đúc kết các cách cảm nhận, cách suy nghĩ khác nhau cho từng tình huống. 
- Gợi mở và tôn trọng cảm xúc của người đọc. 
- Có các bài tập rất nhỏ và rất dễ thực hành cho từng em bé của từng gia đình. 
Nhiều năm nay, khoa học đã cho thấy, IQ là một phần đưa đến thành công của trẻ sau này, còn EQ lại là những thứ cực kỳ thiết thân đi cùng trẻ suốt cuộc đời và tạo dựng cả hạnh phúc lẫn thành công cho trẻ. Làm thế nào hiểu về EQ, làm thế nào tâm sự cùng trẻ về cảm xúc, làm thế nào giúp trẻ khắc phục những điểm chưa tốt khi quản lý cảm xúc của mình? Làm thế nào đi cùng trẻ qua những kỳ khủng hoảng vì trẻ chưa thể diễn đạt rõ ràng thành lời cảm xúc của mình? Quá nhiều câu hỏi từ cha mẹ dành cho em bé của mình đúng không? Và có thể tìm ra lối đi tươi sáng nho nhỏ từ những trang sách này. 
Bộ sách ngắn gọn và đơn giản này dùng hình ảnh cùng câu chữ rất nhẹ nhàng, sinh động, đáng yêu, hợp với nhu cầu và mức độ cảm nhận của trẻ mẫu giáo, giúp trẻ hiểu ra rất nhiều cảm xúc vốn dĩ trừu tượng. Nếu bố mẹ khó trải lòng và giáo dục con những lĩnh vực này thì sách hoàn toàn có thể là một người bạn thân thương giúp trẻ không có tâm lý kháng cự và còn tiếp thu dễ dàng. 
Bộ sách này giúp các bé mẫu giáo: 
- Nhận biết cảm xúc của bản thân và những người xung quanh. 
- Hiểu về cảm xúc, nhận ra nguyên nhân cùng hậu quả của các cảm xúc ấy. 
- Diễn tả và đáp lại cảm xúc, biết lắng nghe, thông cảm và chia sẻ. 
- Quản lý cảm xúc của mình, cư xử hợp lý để hòa đồng với tập thể.  
",25.000 đ,,NXB Hà Nội,2021,19 x 18 cm,Bìa Mềm,28.0,
Phát Triển EQ Cho Trẻ Mẫu Giáo - Đầy Ắp Lòng Tự Tin,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_237556.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Mẹ Chuột Túi,"
Phát triển EQ cho trẻ mẫu giáo 
- Sách có nền tảng tâm lý học chuẩn chỉnh. 
- Hình ảnh sinh động. 
- Lời thoại ngắn gọn và điểm nhấn riêng cho từng trang cảm xúc. 
- Có đúc kết các cách cảm nhận, cách suy nghĩ khác nhau cho từng tình huống. 
- Gợi mở và tôn trọng cảm xúc của người đọc. 
- Có các bài tập rất nhỏ và rất dễ thực hành cho từng em bé của từng gia đình. 
Nhiều năm nay, khoa học đã cho thấy, IQ là một phần đưa đến thành công của trẻ sau này, còn EQ lại là những thứ cực kỳ thiết thân đi cùng trẻ suốt cuộc đời và tạo dựng cả hạnh phúc lẫn thành công cho trẻ. Làm thế nào hiểu về EQ, làm thế nào tâm sự cùng trẻ về cảm xúc, làm thế nào giúp trẻ khắc phục những điểm chưa tốt khi quản lý cảm xúc của mình? Làm thế nào đi cùng trẻ qua những kỳ khủng hoảng vì trẻ chưa thể diễn đạt rõ ràng thành lời cảm xúc của mình? Quá nhiều câu hỏi từ cha mẹ dành cho em bé của mình đúng không? Và có thể tìm ra lối đi tươi sáng nho nhỏ từ những trang sách này. 
Bộ sách ngắn gọn và đơn giản này dùng hình ảnh cùng câu chữ rất nhẹ nhàng, sinh động, đáng yêu, hợp với nhu cầu và mức độ cảm nhận của trẻ mẫu giáo, giúp trẻ hiểu ra rất nhiều cảm xúc vốn dĩ trừu tượng. Nếu bố mẹ khó trải lòng và giáo dục con những lĩnh vực này thì sách hoàn toàn có thể là một người bạn thân thương giúp trẻ không có tâm lý kháng cự và còn tiếp thu dễ dàng. 
Bộ sách này giúp các bé mẫu giáo: 
- Nhận biết cảm xúc của bản thân và những người xung quanh. 
- Hiểu về cảm xúc, nhận ra nguyên nhân cùng hậu quả của các cảm xúc ấy. 
- Diễn tả và đáp lại cảm xúc, biết lắng nghe, thông cảm và chia sẻ. 
- Quản lý cảm xúc của mình, cư xử hợp lý để hòa đồng với tập thể.  
",25.000 đ,,NXB Hà Nội,2021,19 x 18 cm,Bìa Mềm,28.0,
Dạy Con Dùng Tiền (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_4953.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,"Adam Khoo, Keon Chee","
Adam Khoo và Keon Chee viết ra một quyển sách dựa trên kinh nghiệm của chính họ. Dạy Con Dùng Tiền đưa ra những hướng dẫn thực tế cho tất cả dạng cha mẹ - đã kết hôn, đã ly hôn, giàu, nghèo - về cách nuôi dạy những đứa trẻ có trách nhiệm tài chính trong một thời đại có quá nhiều tiền bạc.
TIỀN TIÊU VẶT + THU NHẬP KHÁC = TIẾT KIỆM + TIÊU XÀI + CHIA SẺ
Với công thức thuyết phục giúp con bạn trở nên thông minh về mặt tiền bạc, quyển sách này sẽ:
-  Chứng minh tầm quan trọng của việc cho con bạn tiền tiêu vặt
-  Giúp con bạn lên kế hoạch và làm theo ngân sách của chúng
-  Tạo ra khuôn khổ để tiêu dùng và tiết kiệm một cách khôn ngoan
-  Nhấn mạnh nhu cầu chia sẻ với người khác
-  Giới thiệu những ý tưởng mới để giúp con bạn tạo ra thu nhập riêng
-  Giải thích cách tránh hay trừ bỏ các thói quen xấu về tiền bạc
-  Dạy bạn cách giúp con mình đương đầu với những điều không mong đợi như mất thu nhập hay ly dị
-  Khởi động kế hoạch để lại gia tài của bạn - để giảm nhẹ tai họa từ những cái chết bất ngờ 
",75.000 đ,,NXB Trẻ,2019,14 x 20 cm,Bìa Mềm,184.0,
Can Thiệp Phổ Tự Kỷ Hằng Ngày (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_186064_1.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,"Merle J Crawford, Barbara Weber","
Mục tiêu của cuốn sách này là cung cấp cho nhà trị liệu can thiệp sớm những chiến lược và phương tiện họ có thể dùng để huấn luyện phụ huynh và người chăm sóc nhằm khuyến khích sự phát triển những kỹ năng quan trọng và quản lý những hành vi khó, tập trung vào những kỹ năng thực tế và thách thức đối với trẻ tự kỷ. Những kỹ năng này cung cấp nền tảng cho việc học cách tương tác, giao tiếp, và tham gia vào các hoạt động ở nhà, ở trường, và ở nơi công cộng, thông qua những hoạt động hằng ngày của trẻ và gia đình. 
Có rất nhiều sách viết về phổ tự kỷ, và có một số tập trung vào trẻ nhỏ tuổi. Cuốn sách này độc đáo ở chỗ nó kết hợp nghiên cứu, phương thức huấn luyện, những chiến lược dựa trên bằng chứng khoa học, và cách giải quyết vấn đề dựa trên những tổng kết mà các tác giả có được sau nhiều năm làm việc để giúp đỡ nhà trị liệu và sau cùng chủ yếu là phụ huynh và trẻ. Thêm vào đó, cuốn sách còn có những lời khuyên từ phía cha mẹ có con tự kỷ và từ người trưởng thành với phổ tự kỷ về những vấn đề quan trọng mà nhà trị liệu can thiệp sớm cần biết. Đây thực sự là tài liệu hữu ích giúp nhà trị liệu, gia đình, và những người chăm sóc và làm việc cùng trẻ tự kỷ hoặc trẻ với những thách thức về hành vi và/hoặc học tập nhận ra tầm quan trọng của phân tích hành vi cũng như cung cấp những chiến lược giáo dục đặc biệt để giúp trẻ tối đa hóa tiềm năng của mình. 
",85.000 đ,,NXB Phụ Nữ,2019,23.5 x 15.5 cm,Bìa Mềm,271.0,
Sách Tương Phản - Kích Thích Thị Giác Trẻ Sơ Sinh - Xin Chào Các Bé Động Vật Đáng Yêu,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/k/_/k_ch-th_ch-th_-gi_c-tr_-s_-sinh-4.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,duopress labs,"
Bộ Sách Tương Phản - Kích Thích Thị Giác Trẻ Sơ Sinh (Bộ 4 Cuốn)
BỘ SÁCH TƯƠNG PHẢN PHÁT TRIỂN THỊ GIÁC CHO TRẺ SƠ SINH
Nằm trong tủ sách NEWBORN của Fujikids, Bộ sách tương phản gồm 4 cuốn là những hình ảnh gần gũi giúp bé làm quen với các con vật xung quanh trong những năm đầu đời.
1. Xin chào thế giới nhỏ của tớ.
2. Xin chào các bé động vật đáng yêu.
3. Xin chào những người bạn dưới biển.
4. Xin chào những chú bọ trong vườn.
Sách tương phản với hai màu Đen – Trắng từ lâu đã được các bậc cha mẹ trên khắp thế giới ưa chuộng lựa chọn cho các bé sơ sinh. Nhiều nghiên cứu cho thấy ngay khi sinh ra, bé chỉ nhìn được sự vật xung quanh trong hai màu: đen, trắng và sắc độ xám trung gian. Do đó, việc sử dụng những sản phẩm sách tương phản với hai màu đen trắng rõ rệt sẽ giúp tốt hơn cho sự phát triển thị giác trẻ sơ sinh. Bên cạnh đó, các hình ảnh trong mỗi cuốn sách đều là những con vật quen thuộc, thông qua quá trình cha mẹ ôm ấp, lật mở trang sách và thủ thỉ những lời “Ú òa, chào bạn Ngựa Vằn”, “Rất vui được gặp bạn Gà con”, “Chúc những người bạn động vật đáng yêu một ngày vui vẻ nhé!”…sẽ giúp tăng cường việc bồi đắp tình cảm với con yêu.
Về hình thức, sản phẩm được làm giống với sản phẩm gốc của New York – Mỹ, kích thước nhỏ gọn 15*15 cm, hình ảnh minh họa to và rõ nét giúp bé có những trải nghiệm tốt hơn khi sử dụng. Một trong những ưu điểm lớn của sản phẩm này đó là cả 4 cuốn sách đều được bồi cứng tất cả các trang và bo góc an toàn, rất thuận tiện cho việc sử dụng đọc của các bậc cha mẹ và hoạt động chơi cùng sách của trẻ trong những năm tháng tiếp theo.
Khi mua combo 4 cuốn, bé được tặng ngay 6 thẻ kích thích thị giác có thể bóc dán lên các vị trí dễ quan sát. 
",58.000 đ,,NXB Thế Giới,2020,15 x 15 cm,Bìa Cứng,20.0,
Giúp Con Phát Triển Ngôn Ngữ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/i/bia-giup-con-phat-trien-ngon-ngu.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Kato Kumiko,"
""Nếu yêu thương con thực sự, thì trước khi phó mặc con cho “những-người-ngoài-có-vẻ-tốt-bụng”, “những-người-ngoài-có-vẻ-đáng-tin-cậy”, chẳng phải trước tiên cha mẹ nên cố gắng hết sức để làm cho con những điều mà mình có thể làm hay sao?...Và điều tiên quyết: cha mẹ hãy trở thành những người mà con có thể gửi gắm niềm tin, hãy xây dựng mối quan hệ tin cậy với con. Bởi vì, tôi tin tưởng chắc chắn, điều này liên quan mật thiết đến việc nuôi dưỡng con thành một đứa trẻ thông minh, một đứa trẻ biết nghĩ cho người khác, hơn bất cứ trwingf học tốt nào, hơn bất cứ tài liệu giáo dục tuyệt vời nào khác…
Phương pháp “dạy con bằng danh từ vốn có” trong cuốn sách này, thực ra chỉ là một cách nuôi dạy con cụ thể để cha mẹ vừa có thể xây dựng mối quan hệ tin tưởng với con, vừa đồng hành cùng con lớn lên mà thôi… Tất cả những nội dung của cuốn sách này đều là những câu chuyện có thật. Vì thế dù hay dù dở, nó cũng là một cuốn sách “tham khảo” dành cho các bậc cha mẹ trên con đường dựng xây mối quan hệ với con mình."" 
",69.000 đ,,Văn Học,06/2015,13 x 19,Bìa Mềm,199.0,
Chìa Khóa Vàng - Công Nghệ Sinh Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_26482.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,"Nguyễn Mười, Nguyễn Ngọc Hải","
Được sưu tầm, biên soạn bởi những tác giả có uy tín trong lĩnh vực chăm sóc, phát triển toàn diện cho con người, bộ sách Chìa Khóa Vàng ra đời như một cẩm nang bổ ích dành cho các bậc phụ huynh cũng như tài liệu quý báu cho các em học sinh để tự tin bước vào đời và làm chủ được tương lai của mình. Bộ sách có nhiều lĩnh vực, phong phú và đầy đủ với cách viết ngắn gọn, rõ ràng, dễ tiếp nhận cũng như dễ thực hiện như ở lĩnh vực hóa học, toán học, vật lý, tâm lý, bộ óc vĩ đại trong khoa học, công nghệ sinh học, động vật, từ điển học sinh thanh lịch...
Sách Chìa khóa vàng công nghệ sinh học (2018) có các kiến thức mang tính cơ bản, được minh họa bằng hình ảnh, qua đó chúng ta có thể hình dung một cách chân thực, nắm rõ và nắm chắc điều kiện cần khi bắt đầu ngồi trên ghế nhà trường. Các bậc phụ huynh từ đó có thể hướng cho các em khám phá khả năng của bản thân để phát huy tốt nhất, lựa chọn đúng đường đi theo sở thích và năng lực của cá nhân. 
",30.000 đ,,NXB Dân Trí,2017,17 x 23 cm,Bìa Mềm,71.0,
Vẽ Đường Cho Con Chạy,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_213817.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,"Kevin Nguyễn, Nguyễn Khánh Hòa","
Việc định hướng du học cần đi từ gốc rễ là hướng nghiệp. Không độ tuổi nào hướng nghiệp tốt hơn từ mười bốn đến mười sáu. Khả năng du học trường tốt, săn học bổng thành công phần lớn chính là dựa vào việc các em có được hướng nghiệp cũng như định hướng du học từ sớm hay không. Một điểm quan trọng nữa là phụ huynh có đủ kiên nhẫn lắng nghe, hướng dẫn con không. Dù chọn nghề nào, một khi được phát triển tài năng đúng hướng, mỗi cá nhân hoàn toàn có thể làm chủ cuộc sống và hạnh phúc với lựa chọn của mình.
Vẽ đường cho con chạy là những câu chuyện thật của các bạn trẻ đã từng được tư vấn hướng nghiệp, du học và săn học bổng thành công. Đây cũng là những kinh nghiệm nhiều năm trong lĩnh vực giáo dục đào tạo, tư vấn du học của hai tác giả. Từ đó cung cấp cho phụ huynh và các bạn học sinh những phương pháp khoa học để định hướng nghề nghiệp, định hướng du học một cách hiệu quả nhất.
Thông tin tác giả:
Kevin Nguyễn
Sinh năm 1971
Thạc sĩ Khoa học máy tính
Nghiên cứu sinh Tiến sĩ Quản trị kinh doanh
Hiện là giảng viên Đại học RMIT Việt Nam
Đồng sáng lập Trung tâm tư vấn du học Global Me Education
Nguyễn Khánh Hoà
Sinh năm 1988
Thạc sĩ Quản trị truyền thông đại chúng
Hiện là giảng viên Đại học RMIT Việt Nam - Đồng sáng lập Trung tâm tư vấn du học Global Me Education 
",45.000 đ,,NXB Kim Đồng,2020,20.5 x 13.5 cm,Bìa Mềm,132.0,
Đối Mặt Với Tự Kỷ - Cùng Nhau Vượt Qua,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/1/11_3_1.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Bác Sĩ Vũ Thị Bích Hạnh,"
Đối Mặt Với Tự Kỷ - Cùng Nhau Vượt Qua
Tự kỷ hiện là vấn đề đang nhận được sự quan tâm lớn của cộng đồng. Đây là một khuyết tật phát triển suốt đời của trẻ em, ảnh hưởng tới nhiều mặt của đời sống cũng như cho việc hòa nhập xã hội của trẻ. Theo số liệu của Trung tâm Kiểm soát và Phòng ngừa dịch bệnh Hoa Kỳ tháng 4/2018, cứ 43 trẻ sinh ra thì có 1 trẻ mắc chứng tự kỷ. Mặc dù được giới y khoa, tâm lí, giáo dục quan tâm nghiên cứu, nhưng còn nhiều điểm cần nghiên cứu về nguyên nhân, nguyên lí và các phương pháp can thiệp mới. 
Từ năm 1995, việc tập huấn cho kỹ thuật viên về phát hiện sớm và can thiệp Âm ngữ trị liệu cho trẻ tự kỷ đã được thực hiện ở Khoa Phục hồi chức năng Bệnh viện Bạch Mai. Ngày nay với những hiểu biết và kinh nghiệm chuyên sâu về tự kỷ, chúng tôi đã đào tạo được một mạng lưới các chuyên viên Âm ngữ trị liệu trên toàn quốc. Nhờ đó cha mẹ trẻ có thể tiếp cận dịch vụ Âm ngữ trị liệu dễ dàng hơn. Dù thế nào, cha mẹ luôn đóng vai trò rất quan trọng trong sự phát triển và hòa nhập của trẻ, cùng với sự hỗ trợ của chuyên gia Âm ngữ trị liệu và giáo viên.
Cuốn sách này ra đời nhằm cung cấp thêm thông tin, phương pháp can thiệp… cho cha mẹ, giáo viên và chuyên viên Âm ngữ trị liệu. Phần I cuốn sách cung cấp thông tin, phần II là các kỹ thuật can thiệp đơn giản (cha mẹ, giáo viên… có thể tham khảo và làm theo) và phần III là hướng dẫn riêng cho các đối tượng liên quan.  
",96.000 đ,,NXB Phụ Nữ,2019,13.5 x 20,Bìa Mềm,263.0,
Hướng Dẫn Cha Mẹ Thực Hành Trị Liệu Hoạt Động Cho Trẻ Tự Kỷ (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_21577.jpg,Phát triển kỹ năng – trí tuệ cho trẻ,Cara Koscinski,"
Cuốn sách này sẽ không có các thuật ngữ hay những từ chuyên môn phức tạp, mỗi câu hỏi đều được giải đáp với những từ dễ hiểu và thông dụng. Nó sẽ cung cấp toàn diện những khó khăn thường gặp ở nhóm trẻ giáo dục đặc biệt. Cha mẹ của những trẻ bình thường cũng có thể tìm hiểu để xây dựng hành vi, cảm giác và xúc giác của con em mình. 
Với chủ đề đa dạng, từ tiến trình xử lí cảm giác đến kĩ năng viết, kĩ năng đi vệ sinh… cuốn sách này thực sự là một cuốn cẩm nang bỏ túi dành cho các bậc phụ huynh. Mỗi phần đều là những câu hỏi mà tác giả – một nhà trị liệu nhi khoa - được hỏi nhiều nhất. Cuối mỗi câu hỏi là phần “Hoạt động thực tế” mà các bậc phụ huynh có thể làm cùng con để cùng đạt đích. Có rất nhiều hoạt động và cũng rất dễ áp dụng ở tại nhà. 
",73.000 đ,,NXB Phụ Nữ,2019,13.5 x 20.5 cm,Bìa Mềm,196.0,
