tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Học Nhạc Không Khó - Từ Nhạc Lý - Đến Hòa Âm (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_51654.jpg,Âm nhạc,Nguyễn Duy,"
Ngày nay, âm nhạc đã hiện hữu rộng khắp và có sức ảnh hưởng trong đời sống con người. Hầu như tất cả chúng ta, ai cũng đã từng hát và yêu thích một vài bài nhạc nào đó. Nhưng nhiều người trong chúng ta, có chung một tâm lý là thích nghe và thưởng thức âm nhạc đơn thuần hơn là để tìm hiểu, để biết hát đúng, biết chơi một vài loại nhạc cụ nào đó, hay thậm chí là không dám nghĩ đến việc tự mình sáng tác một bản nhạc chăng? Có thể bạn cũng yêu thích âm nhạc, nhưng chưa có dịp học hoặc đã từng thử học sách, học các lớp nhạc nhưng vẫn cảm thấy khó hiểu. Có thể bạn cho rằng âm nhạc chỉ có thể nghe, không thể sờ nắm, không thể nhìn thấy vì thế âm nhạc là trừu tượng, là khó hiểu. Nhưng, nếu quyển sách này bảo rằng âm nhạc có thể nhìn thấy được, rằng học nhạc rất dễ và không hề khó khăn. Tác giả trình bày quyển sách này để chia sẻ phương pháp tự học âm nhạc qua sách. Một quyển sách mà được viết để các bạn có cùng niềm đam mê âm nhạc với tác giả có thêm sự lựa chọn cho việc học nhạc của mình.
Sách trình bày qua 176 trang khổ 16 x 24 cm kèm theo bảng xoay tìm hợp âm rất tiện lợi và dễ sử dụng. Nội dung sách gồm 5 chương bao gồm các chủ đề sau:
CHƯƠNG 1: CÁC KHÁI NIỆM
CHƯƠNG 2: NHẠC LÝ CƠ BẢN
CHƯƠNG 3: SOẠN NHẠC BẰNG PHẦN MỀM ENCORE
CHƯƠNG 4: NHẠC LÝ NÂNG CAO
CHƯƠNG 5: KHÁI QUÁT THỊ TRƯỜNG ÂM NHẠC 
",70.000 đ,,NXB Thanh Niên,2020,24 x 16 cm,Bìa Mềm,176.0,
30 Ngày Học Nhạc Lý Căn Bản (2015),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936433858487.jpg,Âm nhạc,Nguyễn Hạnh,"
		    30 Ngày Học Nhạc Lý Căn Bản (2015)		    
",30.000 đ,,NXB Thanh Niên,2015,27 x 19 x 0.5 cm,Bìa Mềm,72.0,
Tuyển Tập Tiểu Phẩm Piano Măng Non - Phần 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095623921.jpg,Âm nhạc,Song Minh,"
Tuyển Tập Tiểu Phẩm Piano Măng Non - Phần 2
Bộ sách (2 phần) gồm những bài tập dành cho những lứa tuổi mầm non, tiểu học nói riêng và những người học mới piano nói chung. Các bài hát trong sách chủ yếu dựa vào các giai điệu, các bài hát thiếu nhi trong và ngoài nước, những tiểu phẩm piano nổi tiếng hoặc soạn từ các bản nhạc giao hưởng - thính phòng kinh điển của thế giới.
Trong tuyển tập này, các tiểu phẩm được biên soạn và sắp xếp theo trình độ từ dễ đến khó tăng lên từ từ để các bé có thể thẩm thấu tốt nhất những kiến thức đã học.
Đặc biệt, CD đàn mẫu tất cả các tiểu phẩm trong sách là phương tiện hỗ trợ học tập hiệu quả.
Với thiết kế gáy xoáy, khổ ngang, nốt nhạc to không phải mất thao tác lật trang khi đang chơi nhạc,...  cuốn sách này rất tiện dụng khi đặt trên giá nhạc để thị tấu

",98.000 đ,,NXB Dân Trí,2017,29.5 x 20.5,Bìa Mềm,64.0,
Phương Pháp Học Đàn Organ Măng Non,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_14919.jpg,Âm nhạc,Nguyễn Hạnh,"
		    Phương Pháp Học Đàn Organ Măng Non		    
",45.000 đ,,NXB Thanh Niên,2019,19 x 27 cm,Bìa Mềm,72.0,
Lắng Nghe Giai Điệu Bolero,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_576.jpg,Âm nhạc,Vũ Đức Sao Biển,"
Dòng nhạc Boléro đang chứng nghiệm một sự khởi sắc mạnh mẽ trong những năm gần đây ở cả hai miền Nam và Bắc. Tuy nhiên sự hiểu biết về dòng nhạc này, những người khai phá và phát triển nó, lịch sử của nó, cái chất và cái hồn của nó… vẫn còn khá mỏng, thậm chí đôi khi dẫn đến những  ngộ nhận về Boléro, xem nó là dòng “nhạc sến” (không sang), hay ngược lại, xem nó là một thứ khuôn sáo mang tính thủ cựu. Tác giả Vũ Đức Sao Biển là một trong những người hiếm hoi nghiên cứu về Boléro với đầy đủ tư cách, kiến thức, kỹ năng, bề dày sáng tác, nhưng ông đã viết cuốn sách này trên hết với tất cả sự đam mê và tình yêu dành cho Boléro mà chúng ta (người đọc) có thể dễ dàng nhận thấy.
Không chỉ dựng lại hành trình phát triển của Boléro (du nhập từ nước ngoài rồi khoác vào tâm hồn Việt nhờ cảnh quan miền Nam thông qua các nhạc sĩ đầu tiên từ miền Bắc đi vào), tác giả còn chỉ ra nguyên do sự thành công của Boléro, vạch ra cả những điểm yếu kém cố hữu của nó, giải thích luôn vì sao đôi khi sự yếu kém lại chính là thành công. Vũ Đức Sao Biển kêu gọi việc hiểu Boléro theo đúng bản chất của nó, gạt bỏ những gán ghép. Ông cũng kêu gọi sự tươi mới trong Boléro để hướng đến tương lai: Hãy nghĩ và viết những bài Boléro mới, nội dung mới, giai điệu mới. Người ca sĩ cũng vậy, cũng nên đi tìm cho tiếng hát của mình những ca khúc mới. Chỉ có làm cho Boléro mới lên thì mới có thể góp phần duy trì dòng nhạc này và hấp dẫn quần chúng yêu nhạc… 
",75.000 đ,,NXB Trẻ,2019,13 x 20,Bìa Mềm,234.0,
Phương Pháp Hồng - Năm Thứ 1 Với Đàn Piano (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/h/hh-phuong-phap-hong-nam-thu-nhat.jpg,Âm nhạc,Ernest Van De Velde,"
Méthode Rose đã được biên soạn ra tiếng Anh, tây Ban Nha, Bồ Đào Nha, Nhật và nhiều ngôn ngữ khác. Ngoài ra, Méthode Rose cũng đã được in thành sách chữ nổi Braille dành cho người khiếm thị.
Với thiết kế gáy xoắn, khổ ngang cùng nốt nhạc lớn, cuốn sách rất thuận tiện khi đặt trên giá nhạc để thị tấu. 
",110.000 đ,,NXB Dân Trí,2019,20.5 x 29.5,Bìa Mềm,124.0,
Học Đệm Piano Cơ Bản - Phần 2 (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/q/q/qqqqqqqqqqqqqqq_1.jpg,Âm nhạc,Song Minh,"
Học Đệm Piano Cơ Bản - Phần 2 (Tái Bản 2020)
Hoc đệm Piano cơ bản là bộ sách có phương pháp trình bày khá cụ thể và dễ học, với lượng kiến thức cơ bản có thể giải quyết được những đòi hỏi cấp thiết của người học đệm Piano. Học viên có thể luyện tập từ bất cứ phần nào vì các bài tập trong mỗi cuốn sách đều khởi đầu từ trình độ cơ bản và được sắp xếp từ dễ đến khó. 
",145.000 đ,,NXB Dân Trí,2020,29.5 x 20.5,Bìa Mềm,143.0,
Tuyển Tập Tác Phẩm Piano Cổ Điển - Lãng Mạn Được Yêu Thích - Tập 1,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188461.jpg,Âm nhạc,"Đặng Thái Sơn, Cù Minh Nhật","
Bộ sách giới thiệu các tác phẩm piano được nhiều người yêu thích của những nhạc sĩ thiên tài thuộc hai thời kỳ âm nhạc cổ điển và lãng mạn, hoàn toàn không trùng lặp với các ấn phẩm đã phát hành như: “Piano cho thiếu nhi – Tuyển tập 220 tiểu phẩm nổi tiếng” (2011), “Tuyển tập tiểu phẩm piano măng non” (2017) và “Những nhạc khúc hay và dễ soạn cho đàn piano” (2018).
Đặc biệt, để hỗ trợ thiết thực cho học viên, tất cả các tác phẩm trong bộ sách đều được minh họa qua file Audio âm thanh sinh động. Ngoài ra, chất lượng in cao cấp, thiết kế thoáng đẹp với gáy xoắn, thuận tiện khi đặt trên giá nhạc để thị tấu cũng là những ưu điểm của bộ sách này. 
",120.000 đ,,NXB Dân Trí,2019,20.5 x 29.5,Bìa Mềm,148.0,
Nhạc Phim Nhạc Lãng Mạn Nhạc Nổi Tiếng - Tập 1 - Soạn Cho Piano,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/u/n/untitled-3_39.jpg,Âm nhạc,"Ths Cù Minh Nhật, Ths Đặng Thái Sơn","
Nhạc Phim Lãng Mạn Nổi Tiếng Soạn Cho Piano - Tập 1 tập hợp những tuyệt phẩm piano trong các bộ phim lãng mạng nổi tiếng giúp người chơi rèn luyện các kỹ năng đánh piano cũng như trình diễn, thưởng thức những giai điệu ấm áp, trữ tình.
Cuốn sách chắc hẳn cũng rất thiết thực và gần gũi bởi người chơi có thể luyện tập ngay trên đàn Piano đồng thời là món quà tặng ý nghĩa dành tặng những người yêu thương. 
",125.000 đ,,NXB Dân Trí,2018,20.5 x 29.5,Bìa Mềm,137.0,
Phương Pháp Học Đàn Organ Dành Cho Thiếu Nhi,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_14915.jpg,Âm nhạc,Nguyễn Hạnh,"
		    Phương Pháp Học Đàn Organ Dành Cho Thiếu Nhi		    
",45.000 đ,,NXB Thanh Niên,2019,19 x 27 cm,Bìa Mềm,72.0,
30 Ngày Biết Đệm Guitar (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_215229.jpg,Âm nhạc,Song Minh,"
Gồm 30 ngày học được biên soạn theo trình độ từ dễ đến khó với phương pháp diễn giải tỉ mỉ và khoa học. Qua những ca khúc quen thuộc được nhiều người yêu thích, cuốn sách từng bước hướng dẫn học viên luyện tập các tiết điệu thông dụng: Vasle, Boston, Tango, Bolero, Rumba, Cha cha cha, Bossa Nova. Bên cạnh đó, gợi mở một số quy luật về giọng điệu và hợp âm nhằm giúp người học cải thiện tư duy hoà thanh.  
",98.000 đ,,NXB Dân Trí,2020,27 x 19 cm,Bìa Mềm,187.0,
Phương Pháp Chơi Đàn Guitar Lead,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935074121240.jpg,Âm nhạc,Gary Turner,"
Bạn muốn tự học guitar lead nhưng gặp khó khăn?
Bạn đang tìm kiếm một phương pháp hiệu quả để học các kỹ thuật guitar?
Bạn muốn chơi solo một cách tự tin và làm cho khán giả phải trầm trồ thán phục?
Phương pháp chơi đàn guitar lead chính là điều mà bạn cần! Với cách trình bày sinh động, dễ hiểu, kết hợp chặt chẽ giữa lý thuyết và thực hành, sách sẽ giúp bạn thuần thục các kỹ thuật phức tạp như biến tấu hội tụ nốt, đánh nhịp đảo phách, ứng tác, luyến ngắt, luyến nốt, gảy vê...
Sau một thời gian luyện tập theo sách, bạn nhất định sẽ ngạc nhiên vì khả năng chơi đàn của mình. 
",55.000 đ,,NXB Thanh Hóa,2020,19 x 27 cm,Bìa Mềm,80.0,
Cánh Én Tuổi Thơ - Những Ca Khúc Hay Nhất Dành Cho Thiếu Nhi (Tái Bản 2021),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_220141.jpg,Âm nhạc,Phạm Tuyên,"
Gần nửa thế kỉ qua, các thế hệ thiếu nhi nước ta đã thuộc, đã hát không ít những bài hát của nhạc sĩ Phạm Tuyên. Nhiều người khi trưởng thành vẫn coi đó như những kỉ niệm bằng âm thanh của một tuổi thơ trong trắng, hồn nhiên trên đất nước trải qua bao nhiêu năm chiến tranh và những năm hòa bình dựng xây sau này.
Phạm Tuyên thuộc thế hệ nhạc sĩ trưởng thành từ những năm đầu kháng chiến chống Pháp. Là một sĩ quan trẻ, sau lại là thầy giáo, ông sáng tác nhạc từ rất sớm.
Những ca khúc đầu tiên của ông dành cho thiếu nhi là những bài hát viết cho Thiếu sinh quân ở Việt Bắc. Từ đó tới nay, dù bận rộn nhiều công việc về âm nhạc, ông vẫn thường xuyên dành cho tuổi thơ những ca khúc hay, từ lứa tuổi mầm non tới lứa tuổi “Tiến lên đoàn viên”.
Nhạc của Phạm Tuyên hồn nhiên, trong sáng, giản dị, đằm thắm, dễ hát, dễ thuộc. Với hình tượng nghệ thuật đẹp, phù hợp với từng độ tuổi, nhiều bài ca của ông đã trở thành những câu hát cửa miệng của tuổi thơ trong cả nước, tới mức người ta không còn biết bài hát đã được viết từ lúc nào và tác giả của nó là ai nữa.
Sự quan tâm của ông không chỉ dừng ở những sáng tác ca khúc. Ông đã viết nhiều cuốn sách cho thiếu nhi về kí xướng âm, về thường thức âm nhạc, dịch bài hát của nước ngoài...
Những năm gần đây ông vẫn cho ra đời những bài hát được thiếu nhi cả nước đón nhận nhiệt tình và phổ biến rộng rãi. Một số bài gần như những cái mốc trong biên niên sử bằng âm thanh về phong trào của thiếu nhi nước ta. Ông là bằng chứng cho câu nói thâm thúy của danh họa Picasso: “Phải cần rất nhiều thời gian để trở thành trẻ thơ”.
Trân trọng sự đóng góp của nhạc sĩ Phạm Tuyên cho phong trào ca hát của thiếu nhi, Nhà xuất bản Kim Đồng cho tái bản tập ca khúc Cánh én tuổi thơ gồm những bài hát chọn lọc mà ông đã viết cho các em nhỏ trong mấy chục năm qua.  Mong đây sẽ là một tư liệu quý cho hoạt động ca hát của các em và cũng là những kinh nghiệm bổ ích cho những người sáng tác sau này.
Xin trân trọng giới thiệu cùng bạn đọc.
NHÀ XUẤT BẢN KIM ĐỒNG
“... Phạm Tuyên là một đại thụ có nhiều cành, nhiều nhánh, mà nhánh nào cũng vạm vỡ và sum suê. Một trong những nhánh tươi nõn ấy, ông dành hiến dâng cho con trẻ...” (Nhà thơ Trần Đăng Khoa)
Nhạc sĩ Phạm Tuyên
Sinh ngày: 12-1-1930
Quê quán: Bình Giang, Hải Dương
Hội viên hội nhạc sĩ Việt Nam
Ông là con thứ chín của nhà văn hóa Phạm Quỳnh (1892-1945)
Ông đã từng công tác tại Trường Lục quân Trần Quốc Tuấn, Trường thiếu sinh quân Việt Nam, Đài tiếng nói Việt Nam, Nguyên chủ tịch Hội âm nhạc Hà Nội.
Giải thưởng Hồ Chí Minh về Văn học Nghệ thuật, 2011.
Các tác phẩm viết cho trẻ em
Nhạc lý cơ bản (Khu học xá TW – 1956)
Cách tổ chức Đồng Đội Ca (Nhà xuất bản Âm nhạc – 1960)
Kí âm phổ thông (Nhà xuất bản Âm nhạc – 1961)
Con thỏ trắng (Kịch hát Liên Xô – Dịch, Nhà xuất bản Âm nhạc – 1962)
Âm nhạc ở quanh ta (Nhà xuất bản Kim Đồng – 1987)
Con cóc là cậu ông trời (Nhà xuất bản Giáo dục – 1987)
Chú voi ngoan (Tập ca khúc, Nhà xuất bản Âm nhạc – 1990)
Bé hát khúc Đồng dao (Tập ca khúc, Nhà xuất bản Giáo dục – 1993)
Chúng ta hát cùng Đô – rê – mon (Nhà xuất bản Kim Đồng – 1994)
Bầu và bí (Tập khúc ca, Nhà xuất bản Giáo dục – 1997)
... 
",70.000 đ,,NXB Kim Đồng,2021,20.5 x 18.5cm,Bìa Mềm,168.0,
Nhạc Lý Vui,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_230605.jpg,Âm nhạc,Nguyễn Bách,"
NHẠC LÝ VUI
Đúng như tên sách, cuốn sách giúp cho người học nhạc cảm thấy nhẹ nhàng, thư giãn… chứ không căng thẳng như một số bạn trẻ mỗi khi nhắc đến việc học nhạc lý. Đã học nhạc thì vui mới học, mà học nhạc cũng là để cho vui.
Không ít người rất thích học guitar, thổi harmonica, chơi chút piano. Nhưng họ lại rất sợ… nhạc lý. Môn nhạc lý không đến nỗi đáng sợ như thế, nhưng lại mang một “nỗi oan Thị Kính”. Người ta sợ nhạc lý, khiến bỏ ngang giấc mộng ôm cây đàn nghêu ngao những tình khúc. Từ đó, biết đâu một tài năng của nhân loại đã bị vùi dập ngay cửa ngõ đầu tiên bước vào ngôi nhà nghệ thuật.
Từ những câu chuyện, kinh nghiệm trong thực tế, Tiến sĩ Âm nhạc học Nguyễn Bách đã bỏ công biên soạn cuốn sách NHẠC LÝ VUI để phổ biến nhạc lý – lý thuyết âm nhạc cho mọi đối tượng thuộc mọi lứa tuổi. Nội dung cuốn sách không đặt trong cấu trúc chương, bài, mục như thường thấy ở những cuốn sách giáo trình. Tác giả đã giới thiệu theo những đề mục độc lập. Cách làm này giúp người sử dụng tìm ngay đến cái mình cần. Tiến sĩ Nguyễn Bách không trình bày các vấn đề lý thuyết âm nhạc quá cặn kẽ trong cùng một hay nhiều mục liền nhau, theo kiểu “đã nói thì phải nói cho hết”. 
Thay vào đó, có những vấn đề được tách rời để giới thiệu trước – sau, ở những phần khác nhau của sách nhằm tránh sự phức tạp cho người mới tiếp xúc với âm nhạc và đem lại sự tiếp thu thoải mái nhất, hiệu quả nhất cho người học. Cách trình bày này có thể còn xa lạ với độc giả Việt Nam nhưng đã được nhiều trường nhạc danh tiếng trên thế giới áp dụng.
Trong NHẠC LÝ VUI, những vấn đề nhạc lý phức tạp được trình bày theo cách đơn giản nhất, “vui” nhất, đáp ứng tối đa nhu cầu học nhạc của độc giả chứ không nhất thiết phải theo trình độ từ thấp đến cao. 
Sách do Công ty Truyền thông Đồng Hành và Nhà xuất bản Văn hoá – Văn nghệ TPHCM ấn hành. 
",89.000 đ,,NXB Văn hóa Văn nghệ,2019,28 x 20.5 x 0.8 cm,Bìa Mềm,98.0,
Phương Pháp Hồng - Năm Thứ Hai Với Đàn Piano - Tập 2 (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_1794.jpg,Âm nhạc,Ernest Van de Velde,"
Méthode Rose là giáo trình dạy piano nổi tiếng của Pháp có từ thế kỷ XIX. Méthode Rose đã được biên soạn ra tiếng Anh, Tây Ban Nha, Bồ Đào Nha, Nhật và nhiều ngôn ngữ khác. Ngoài ra, Méthode Rose cũng đã được in thành sách chữ nổi Braille dành cho người khiếm thị. 
Đặc biệt File Audio tặng kèm giúp người học có thể nghe trước âm thanh của tất cả các tiểu phẩm trong sách.
Với thiết kế gáy xoắn, khổ ngang cùng nốt nhạc to, cuốn sách rất thuận tiện khi đặt trên giá nhạc để thị tấu. 
",165.000 đ,,NXB Mỹ Thuật,2019,29.5 x 20.5,Bìa Mềm,152.0,
36 Ngày Biết Đệm Guitar - Kèm CD (Tái Bản 2016),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_193570.jpg,Âm nhạc,Song Minh,"
		    ""Là một trong số ba cuốn sách dạy đệm guitar ở trình độ cơ bản. Cùng với “30 ngày biết đệm guitar” và “45 ngày biết đệm guitar”, cuốn sách này sẽ góp thêm kiến thức, kỹ năng, hướng dẫn các bạn luyện tập hầu hết những tiết tấu nhạc nhẹ thông dụng. 
Với cách hướng dẫn tỉ mỉ từng bước, các bạn có thể nắm bắt rất nhanh các vấn đề cơ bản.Kèm theo đó là CD quà tặng, học viên sẽ được nghe các track âm thanh mô phỏng từng điệu nhạc; nghe phần đệm mẫu toàn bộ ca khúc biên soạn trong sách.Cùng cải thiện tư duy hoà thanh và khả năng âm nhạc cơ bản với 36 Ngày Biết Đệm Guitar các bạn.""		    
",85.000 đ,,NXB Thanh Niên,2016,20.5 x 29.5,Bìa Mềm,168.0,
1000 Hợp Âm Cho Đàn Organ Và Piano (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_225517.jpg,Âm nhạc,"Patrick Moulou, Art Mickaelian","
Cuốn sách chứa 1000 thế bấm các hợp âm thường dùng nhất cho đàn Organ, piano, cũng như bất kỳ nhạc cụ nào khác có phím đen và phím trắng trên thế giới.
Mỗi hợp âm được trình bày thế bấm căn bản và hai thế đảo khác của nó. Các số ngón tay ghi trên sơ đồ chỉ có giá trị tma khảo, bạn có thể bấm khác tuỳ theo ngón tay bạn ngắn hay dài, đàn của bạn có phím lớn hay nhỏ, thậm chí còn tuỳ thuộc thế bấm trước hay sau đó như thế nào mà bạn có thể đổi ngón, để chuyển hợp âm dễ dàng hơn.
Việc luyện tập nghiêm túc với sách này chính là chìa khoá của mọi thành công, nhất là trong lĩnh vực âm nhạc. Tập đàn 15 phút mỗi ngày sẽ có tác dụng là tập 4 tiếng mỗi tuần. 
",76.000 đ,,NXB Hồng Đức,2020,27 x 19 cm,Bìa Mềm,112.0,
Những Nhạc Khúc Hay & Dễ Soạn Cho Piano,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_190186.jpg,Âm nhạc,Song Minh,"
Cuốn sách gồm những bài nhạc hay và dễ được biên soạn từ các giai điệu quen thuộc và nổi tiếng: Em đi giữa biển vàng, Em là hoa hồng nhỏ, Gặp mẹ trong mơ, Gia đình nhỏ hạnh phúc to, Nhật ký của mẹ, Thằng Cuội… Các tiểu phẩm piano nổi tiếng; các trích đoạn được lược soạn dựa trên chủ đề các bản nhạc kịch, giao hưởng, thính phòng kinh điển của thế giới như: Cây sáo thần, Carmen, Hồ Thiên Nga, Sóng sông Đa-nuýp…
Đặc biệt file Audio tất cả các tiểu phẩm trong sách đính kèm trên website sẽ là phương tiện hiệu quả hỗ trợ học tập cho học viên. Bên cạnh đó, với chất lượng in ấn cao, thiết kế thoáng đẹp và gáy xoắn, cuốn sách rất tiện dụng khi đặt trên giá nhạc để thị tấu. 
",110.000 đ,,NXB Dân Trí,2018,20.5 x 29.5,Bìa Mềm,116.0,
Tuyển Tập Piano Cổ Điển  Lãng Mạn Được Yêu Thích (Tập 2),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188505.jpg,Âm nhạc,"Ths Cù Minh Nhật, Ths Đặng Thái Sơn","
• Kèm file Audio âm thanh tất cả các tác phẩm trong sách
• Có thể luyện tập trên đàn Organ
Bộ sách giới thiệu các tác phẩm piano được nhiều người yêu thích của những nhạc sĩ thiên tài thuộc hai thời kỳ âm nhạc cổ điển và lãng mạn, hoàn toàn không trùng lặp với các ấn phẩm đã phát hành như: """"Piano cho thiếu nhi  Tuyển tập 220 tiểu phẩm nổi tiếng"""" (2011), """"Tuyển tập tiểu phẩm piano măng non"""" (2017) và """"Những nhạc khúc hay và dễ soạn cho đàn piano"""" (2018). Đặc biệt, để hỗ trợ thiết thực cho học viên, tất cả các tác phẩm trong bộ sách đều được minh họa qua file Audio âm thanh sinh động. Ngoài ra, chất lượng in cao cấp, thiết kế thoáng đẹp với gáy xoắn, thuận tiện khi đặt trên giá nhạc để thị tấu cũng là những ưu điểm của bộ sách này.
  
",120.000 đ,,NXB Dân trí,2019,20.5 x 29.5,Bìa Mềm,152.0,
Chơi Đàn Guitar Bằng Hình Ảnh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_20427.jpg,Âm nhạc,"Arthur Dick, Joe Bennett","
Bạn thích đàn guitar, bạn muốn chơi đàn để đệm hát được những ca khúc mình yêu thích nhưng lại chưa gặp được sự chỉ dẫn cần thiết? Tập sách này sẽ giúp bạn làm được những điều ấy bằng những hướng dẫn chi tiết những hợp âm thông dụng nhất.
Chỉ cần nắm vững nội dung ở phần 1, đảm bảo bạn sẽ có khả năng chơi 4 ca khúc nổi tiếng của một số nhạc sĩ lừng danh trên thế giới như ban nhạc Beatles và ca sĩ Chuck Berry. 
Đặc biệt, với tập sách này, bạn không nhất thiết phải đọc lời nhạc mà chỉ cần bắt chước theo các dạng hợp âm là đủ. Ở mỗi giai đoạn, các sơ đồ và hình minh hoạ trong sách sẽ trình bày rõ từng dạng hợp âm và vị trí bàn tay. 
Chúc các bạn thành công với bài nhạc mà mình yêu thích.
 
",60.000 đ,,NXB Thanh Hóa,2020,27 x 19 x 0.5 cm,Bìa Mềm,64.0,
Organ Thực Hành Cho Học Sinh Trung Học Cơ Sở,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095621378.jpg,Âm nhạc,Cù Minh Nhật,"
Cuốn Organ Thực hành cho học sinh trung học cơ sở của tác giả Cù Minh Nhật biên soạn tập hợp các bài hát được dùng trong chương trình giáo dục âm nhạc ở bậc Trung học cơ sở trên toàn quốc. Là một người nhiều năm gắn bó với cây đàn Organ, tác giả đã hiểu được khó khăn và mong muốn của những người sử dụng cây đàn hay gặp phải.
Có trong tay cuốn sách này, những người chơi đàn Organ có thể tìm được lời giải đáp cho những băn khoăn của mình. Cuốn sách đưa ra một số tiêu chí để chọn tiết tấu và âm sắc nhạc cụ sao cho phù hợp với bài hát. Dựa trên những hướng dẫn đơn giản, dễ hiểu ở phần đầu cuốn sách và mỗi bài cụ thể, các bạn sẽ có cơ sở để khám phá, khai thác những tính năng ưu việt của đàn Organ. Hy vọng các em sẽ thích thú khi được chơi trên đàn Organ những bản nhạc mà mình được học ở trường. Còn nếu như bạn là giáo viên âm nhạc ở bậc Trung học cơ sở thì cuốn sách này sẽ là cẩm nang để bạn tự tin hơn khi bước lên bục giảng. 
",42.000 đ,,NXB Thanh Niên,2016,19 x 27,Bìa Mềm,99.0,
Học Đệm Piano (Cơ Bản) - Tập 3 (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_34218.jpg,Âm nhạc,Song Minh,"
Ở Việt Nam hiện nay, piano ngày càng phổ biến và là một trong những nhạc cụ được nhiều người theo học. Song song với việc chơi các tác phẩm cổ điển thì việc tự đệm đàn hát dần trở thành nhu cầu phát sinh một cách tự nhiên của nhiều người chơi nhạc. Nhằm cung cấp cho độc giả bộ tài liệu tham khảo đáng tin cậy, chúng tôi xin giới thiệu bộ sách Học đệm piano cơ bản (gồm 3 phần).
Đây là bộ sách có phương pháp trình bày khá cụ thể và dễ học, với lượng kiến thức cơ bản có thể giải quyết được đòi hỏi cấp thiết của người học đệm piano. Học viên có thể luyện tập từ bất kỳ phần nào vì các bài tập trong mỗi cuốn sách đều khởi đầu từ trình độ cơ bản và được sắp xếp từ dễ đến khó.
Huy Hoàng Bookstore hân hạnh giới thiệu tới quý độc giả! 
",145.000 đ,,NXB Dân Trí,2020,29.5 x 20.5 cm,Bìa Mềm,183.0,
