,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu,tên dách
984,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/h/nhagiakimbimatcuanicholasflamelbattu.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Hoàng Dị Thi,"
Nhà Giả Kim - Bí Mật Của Nicholas Flamel Bất Tử (2017)
Nicholas Flamel là một nhà giả kim, sinh vào năm 1330, nhờ học được phép thuật bất tử từ cuốn sách Codex của pháp sư Abraham, ông sống đến đầu thế kỷ XXI và gắn liền định mệnh của mình với sự tồn tại của Codex. Bọn Elder Đen Tối, thông qua tiến sĩ John Dee muốn đoạt lấy để đẩy loài người vào thời đại hồng hoang. Cuộc chiến đấu giữa Flamel Bất Tử và Dee Đen Tối diễn ra giữa thời đại của wifi, ipod, internet, laptop và điện thoại di động đã vô tình lôi cuốn sự tham gia của hai chị em sinh đôi Josh và Sophie Newman. Sự xuất hiện của 2 chị em khá trùng hợp với lời tiên đoán trong Codex đã có từ hàng nghìn năm trước của Abraham. Trong cuộc chiến đấu giữa Flamel Bất Tử và Dee Đen Tối, hai chị em, mà trước mắt là cô chị Sophie đã được đánh thức những năng lực tiềm ẩn. Nhờ sự đánh thức, Sophie đã hỗ trợ đắc lực cho Flamel trong việc chống lại bè lũ Elder Đen Tối thông qua bàn tay của Dee. Cuộc chiến đấu không cân sức giữa các thiện và điều ác, bước đầu trên đất Mỹ, phe thiện đã dành được thắng lợi và mở ra cuộc chiến đấu mới ở Paris, châu Âu. Đây là cuốn sách lần đầu tiên Nhà xuất bản Trẻ mua bản quyền từ bản thảo và sẽ phát hành bản tiếng Việt cùng với bản tiếng Anh và các ngôn ngữ khác đồng thời với 29 nước trên thế giới. 
",120.000 đ,,,,,,,,,,,,,Nhà Giả Kim - Bí Mật Của Nicholas Flamel Bất Tử (2017)
985,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935250702164.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Minh Tuấn,"
Đảo Ngục Môn
Sau chiến tranh, trên chuyến tàu xuất ngũ, một đồng đội của Kindaichi đã chết như cá ươn giữa bầu không khí hầm hập ngột ngạt.
Trước khi trút hơi thở cuối cùng, cậu có trăng trối rằng mình ra đi thế này, mấy cô em ở nhà cũng sẽ bị giết mất. Cậu nhờ Kindaichi đi ngăn chặn thảm họa hộ.
Nhận lời bạn, Kindaichi đã tìm đến nơi, mới biết gia đình họ là hậu duệ cướp biển, sinh sống trên một hòn đảo ngoài khơi với cái tên “cửa địa ngục”. Mặc dù đã cảnh giác từ đầu, anh vẫn không ngăn được những cái chết thảm thương, kì quái, nhằm vào những cô gái trẻ đẹp của gia đình bạn.
Bị đánh lạc hướng, gián tiếp tác động vào vòng quay của bánh xe định mệnh, sự xuất hiện của Kindaichi không ngờ lại là lời cáo chung cho dòng họ có gia huy đầu quỷ rùng rợn ấy.
Đảo Ngục Môn đã có ảnh hưởng rất lớn với nhiều tác giả thế hệ sau, trở thành một kim tự tháp rực rỡ huy hoàng trong dòng văn ly kì trinh thám! 
",85.000 đ,,,,,,,,,,,,,Đảo Ngục Môn
986,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188842.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Đặng Trần Việt,"
Phần Thứ Hai - Tập đại thành Tiểu thuyết kỳ ảo của J.R.R. Tolkien
Chín Bộ Hành còn Bảy.
Một con đường chia hai.
Người Mang Nhẫn dấn thân vào Vùng Đất Đen
cùng bạn đường trung nghĩa và kẻ dẫn đường bất trắc.
Hai Hobbit bị cướp đi giữa ba phe Orc,
để Ba Thợ Săn làm nên kỳ tích đuổi theo.
Và một giống dân cổ xưa bừng tỉnh, hai tòa tháp xuất quân,
một đất nước Con Người tập hợp binh mã đương đầu với ngoại xâm.
Đại Nhẫn Chiến đã bắt đầu ở Trung Địa.
Nhận định
“Cộng đồng Anh ngữ được phân làm hai: những người đã đọc Anh chàng Hobbit cùng Chúa tể những chiếc Nhẫn, và những người sẽ đọc.”
- Sunday Times
“Tín đồ Thiên Chúa giáo chưa đọc hết Kinh thánh còn có thể tạm tha thứ, chứ một fan tiểu thuyết kỳ ảo mà chưa đọc cuốn phúc âm của thể loại kỳ ảo này thì không thể chấp nhận được.”
- Amazon.com
“Cuốn thứ hai... là một tác phẩm phi thường: nỗi hứng khởi tinh ròng, lời văn sáng sủa, đạo lý thấm thía, ca tụng cái đẹp không dè dặt - mà hứng khởi vẫn là trên hết; nhưng đây lại là một câu chuyện đứng đắn và nghiêm khắc chứ chẳng hề gần gũi, chẳng phải những chuyến viếng thăm nho nhỏ về thế giới tuổi thơ.”
- New York Times
“Là cảm hứng bất tận cho mô phỏng sau này, là đỉnh cao mãi mãi chưa ai vượt qua được.”
- Kansas City Star 
",138.000 đ,,,,,,,,,,,,,Chúa Tể Những Chiếc Nhẫn - Hai Tòa Tháp (Tái Bản 2019)
987,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_233635.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,"Tâm Thủy, An Lý","
Phần Thứ Ba - Tập đại thành Tiểu thuyết kỳ ảo - của J.R.R. Tolkien
Mọi ngả đường dồn dập về một đích.
Những thề xưa lần lượt được làm tròn.
Các chàng Hobbit thấy mình làm nên truyền thuyết.
Và khi cổng Kinh Thành đổ sụp trước quân thù, cũng là lúc Nhà Vua trở về trên chiến địa.
Giữa bùi ngùi và hân hoan, giữa tái ngộ và ly biệt, cùng hoa nở sân Thượng Triều và buồm giong từ Cảng Xám, Kỷ Đệ Tam khép lại cho thời Con Người Thống Trị bắt đầu. 
",168.000 đ,,,,,,,,,,,,,Chúa Tể Những Chiếc Nhẫn - Nhà Vua Trở Về (Tái Bản 2021)
988,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_full_14402018_034037.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Thanh Tuyền,"
Kẻ Chiêu Hồn - Bí mật của Nicholas Flamel Bất Tử (Tái Bản 2018)
Hai chị em song sinh nhà Newman trở lại San Francisco bằng đường cổng tuyến từ London và đối diện với những thử thách mới từ các thế lực của Elder Đen tối. Gặp lại vợ chồng nhà Flamel bất tử, Josh được truyền thêm Phép thuật Lửa từ Prometheus, nhưng lại bị dẫn dụ bởi thuật Chiêu hồn của Tiến sĩ Dee nên vô tình trở thành kẻ chông lại những nỗ lưc cứu lấy thế giới loài người của các thế lực Elder Đen tối.
Vợ chồng nhà Giả kim Nicholas Flamel được tiếp sức bởi nhiều người bất tử khác đang cố gắng ngăn chặn âm mưu giải thoát những con vật ác độc đang bị giam giữ trong nhà tù ở đảo đá Alcatraz, bảo vệ thế giới loài người thoát khỏi âm muu hủy hoại của các Elder Đen tối.
KẺ CHIÊU HỒN là tập thứ tư của bộ truyện Bí mật của Nicholas Flamel Bất Tử. Các tập đã xuất bản: Nhà Giả kim; Pháp sư; Nữ Phù thủy 
",125.000 đ,,,,,,,,,,,,,Kẻ Chiêu Hồn - Bí mật của Nicholas Flamel Bất Tử (Tái Bản 2018)
989,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_12523.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Thúy Hương,"
Hàn Quốc, là kết thúc hay lại là một khởi đầu cho những hành trình ly kỳ mới? Những người mới quen, là người, là yêu, là bạn hay thù? Những người tình cũ, những bạn thân, có còn hay đã mất?
Hành trình xuyên qua những miền linh dị, là phiêu bạt ngẫu nhiên hay là kế hoạch hoàn hảo chủa những bàn tay trong bóng tối, khiến những cuộc đời đã bị sắp xếp - không phải bởi số phận - mà vì một mục đích đầy bí hiểm. Hàn Quốc, dưới vỏ ngoài hào nhoáng của những ban nhạc sôi động, những nhan sắc nhân tạo không tỳ vết, còn những mạch ngầm tăm tối vẫn chảy suốt trăm năm. 
",130.000 đ,,,,,,,,,,,,,Những Miền Linh Dị - Tập 4: Hàn Quốc
990,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/a/harrypottervahondaphuthuy.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Lý Lan,"
		    Harry Potter Và Hòn Đá Phù Thủy (Bản Đặc Biệt Có Tranh Minh Họa Màu)
Từ hình ảnh chiếc mũ phân loại đến vẻ nham hiểm của giáo sư Snape hay màu tóc đỏ rực đặc trưng của Ron, họa sĩ Jim Kay đã mang đến cho người đọc những hình ảnh vô cùng rực rỡ và sinh động trong phiên bản sách ảnh của phần một bộ truyện “Harry Potter và Hòn đá phù thủy”. 
Tác giả của những bức hình này là họa sĩ Jim Kay. Jim Kay được tin tưởng cho vai trò họa sĩ tranh minh họa của cuốn sách bởi những nét vẽ mộc mạc nhưng vẫn lột tả được bối cảnh câu truyện một cách chân thực nhất từ góc cầu thang nhà dì Petuina - nơi Harry trú thân cho tới những nhân vật khác trong truyện. 
Cuốn sách ảnh được lựa chọn kỹ càng bởi mẹ đẻ của bộ truyện, nữ tác giả JK Rowling. Họa sĩ hy vọng độc giả sẽ thích thú với những bức tranh được thể hiện dưới đôi bàn tay tài hoa của mình. 
",550.000 đ,,,,,,,,,,,,,Harry Potter Và Hòn Đá Phù Thủy (Bản Đặc Biệt Có Tranh Minh Họa Màu)
991,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935092543895.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Nguyễn Hoàng Anh,"
Thần Thoại Hy Lạp (Trọn Bộ 2 Tập)
Thần thoại Hy Lạp, một di sản văn hóa của nhân dân Hy Lạp, từ lâu đã trở thành một giá trị phổ biến vô cùng quý báu của gia tài văn hóa nhân loại. Thật vậy, hiếm có thần thoại của dân tộc nào trên thế giới lại luôn luôn được tái sinh như thần thoại Hy Lạp, lại luôn luôn có mặt trong đời sống hằng ngày như thần thoại Hy Lạp. Cuốn sách trọn bộ Thần thoại Hy Lạp này là một kho tàng văn hóa Hy Lạp thu nhỏ mang đến cho bạn những giá trị tinh thần quý báu, rất đáng lưu giữ và trân trọng. Đó là miền đất văn hóa của tâm linh, của khát vọng, của ước mơ hoài bão chân chính, nơi sức mạnh mang ý nghĩa nhân bản sẽ chiến thắng bạo tàn, nơi cái đẹp được tôn vinh và khẳng định.
Dường như Thần thoại Hy Lạp vẫn đang hàng ngày hàng giờ, nhắn nhủ loài người chúng ta: Hãy sống nhân ái và cao thượng hơn nữa! Hãy sống tốt đẹp hơn nữa, yêu công lý và trọng danh dự hơn nữa! Hãy lập chiến công vì dân vì nước nhiều hơn nữa! Hãy sống trung thực dũng cảm và hiểu biết hơn nữa!. Bởi vì thần thoại là nhân loại của tuổi thơ hồn nhiên và trong sáng, ngây thơ vụng dại song tràn đầy tin yêu; hiểu biết chưa nhiều, giản đơn song thông minh một cách ngộ nghĩnh và tràn đầy ước mơ đẹp đẽ, tràn đầy khát vọng táo bạo. Chính những điều đó đã làm nên sức sống kỳ diệu, vượt mọi không gian, thời gian để Thần thoại Hy Lạp luôn trường tồn cùng nhân loại.

",219.000 đ,,,,,,,,,,,,,Thần Thoại Hy Lạp Trọn Bộ 2 Tập (Bìa Cứng)
992,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_120802.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Lý Lan,"
Vào năm học thứ 2 tại trường Hogwarts, Harry và các bạn tiếp tục đối mặt với những bài học thú vị mới và những bí mật mới. Người kế vị Slytherin đã gây ra nỗi kinh hoàng trong trường, với lời đồn đại về căn phòng chứa bí mật. Cuộc phiêu lưu của Harry và hai người bạn, Ron và Hermione, hấp dẫn hơn bao giờ hết nhờ minh họa sống động của họa sĩ Jim Kay. Harry Potter và Phòng chứa bí mật là tập 2 trong bộ sách Harry Potter với phiên bản có tranh minh họa. 
",550.000 đ,,,,,,,,,,,,,Harry Potter Và Phòng Chứa Bí Mật - (Bản Màu)
993,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_226271.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,NXB Tổng Hợp TPHCM,"
Là tuyển tập các tập truyện ngắn được hình thành từ nhiều ý tưởng và tình tiết được tác giả sưu tầm, khai thác, chắt lọc và biến tấu từ những câu chuyện đường rừng, chuyện truyền kỳ, chuyện xưa tích cũ… được các bậc cao niên truyền tai nhau.
Yếu tố kinh dị toát mồ hôi lạnh có mặt trong Nam thiên chí dị có sức hấp dẫn mê hoặc làm cho bạn đọc không dễ gì đặt cuốn sách xuống được. 
",140.000 đ,,,,,,,,,,,,,Nam Thiên Chí Dị
994,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/t/r/tro-choi-cam-5-bia.gif,Truyện viễn tưởng – phưu lưu – huyền bí ,Tuệ Tâm,"
Trò Chơi Cấm - Tập 5 - Giải Cứu
Ngày tận thế cũng đang sắp đến gần, những người sở hữu năng lực đặc biệt và loài người sẽ phải làm gì để tránh tai họa này? Họ phải làm gì khi thông tin của mình liên tục được tiết lộ và lần lượt ngã xuống bởi trò chơi tàn khốc này? Ai sẽ trở thành ""tân thần"" của thế giới? Cựu thần hắn đang trà trộn nơi đâu?
Giải cứu không chỉ là cuộc chiến đấu tìm ra chân tướng sự thật, cuộc chiến giữa chính nghĩa và tà ác mà còn là cuộc chiến của mỗi người. Liệu họ có vượt qua được lòng tham, sự ích kỉ... Xét đến cùng đây vẫn chỉ là một TRÒ CHƠI DÀI. 
",149.000 đ,,,,,,,,,,,,,Trò Chơi Cấm - Tập 5 - Giải Cứu
995,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/u/n/untitledbttn-1.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,NXB Phụ Nữ Việt Nam,"
Bóng Trăng Trắng Ngà
Ẩn sau lời bài hát du dương êm ả, vang lên mỗi độ Trung Thu về, lại ẩn chứa những câu chuyện đau thương và đầy ghê rợn...
Bài hát “Thằng Cuội” gợi lên tuổi thơ phá cỗ ngắm trăng tươi đẹp của bao người lại có thể buồn day dứt tới vậy. Liệu có khi nào, bạn lắng nghe bài hát ấy và tự hỏi, nó có ý nghĩa gì hay chưa?
“Sáng rơi xuống đồi
Sáng leo lên cây
Sáng mỏi chân rồi
Sáng ngồi xuống đây...”
Bảo cũng như vậy.
Một cậu bé mới chỉ 9 tuổi, đã bị thu hút bởi giọng hát tuyệt vời của một cô bé bí ẩn. Cô bé tên Chi, xuất hiện giữa một rừng đom đóm đẹp như mộng. Tình bạn nhanh chóng nảy nở giữa hai đứa trẻ chỉ bằng một bài hát. Chi hay kể cho Bảo nghe những câu chuyện kì dị phía sau từng lời bài hát cô bé hay hát. Những tưởng rằng đó chỉ là những câu chuyện kể vui vẻ thế nhưng, dường như, nhân vật trong từng câu chuyện đó lại dần dần hiện hữu trong cuộc sống thực của Bảo. Một bóng ma không đầu… Một con ma đói…
Sức khỏe của Bảo sa sút, người thân trong gia đình lo lắng, sợ hãi, thậm chí là rơi vào vòng nguy hiểm...
Chuyện gì đang thực sự xảy ra? Mục đích của cô bé Chi là gì? Cô bé đóng vai trò gì trong những câu chuyện kể ấy, với những gì đang xảy ra với Bảo? Liệu Bảo có thể vượt qua cơn ác mộng và cứu lấy gia đình mình không?
Khởi đầu là nỗi sợ hãi, ám ảnh. Kết lại cuốn sách, lại là những cảm xúc đau đớn tới xé lòng. Lòng trắc ẩn của bạn sẽ rung lên những sợi dây cảm xúc, để cùng khóc với những nhân vật.
Liệu tà ác có tồn tại hay không?
Tất cả câu trả lời sẽ có trong cuốn sách “Bóng trăng trắng ngà” của nhà văn Thục Linh, một ấn phẩm tuyệt vời để nhâm nhi vào dịp Trung thu. Nếu bạn đã từng yêu thích ngòi bút của Thục Linh qua những ấn phẩm trước đó như “Ngôi làng cổ mộ” hay “Tứ trấn huyền linh” thì chắc chắn không thể bỏ qua cuốn sách thứ ba này. 
",129.000 đ,,,,,,,,,,,,,Bóng Trăng Trắng Ngà
996,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/m/a/malorie_full_2cm-01.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Sơ Tâm,"
Malorie - Hành Trình Chạy Trốn Tử Thần
Cuốn tiểu thuyết ăn khách mới nhất đến từ Josh Malerman – cha đẻ của bestseller BIRD BOX gây sốt toàn thế giới năm 2018.
MALORIE – Hành trình chạy trốn tử thần hiện đã được NETFLIX mua bản quyền chuyển thể, phim dự kiến sẽ ra mắt người xem trong thời gian tới.
MƯỜI HAI NĂM
Sau khi Malorie và những đứa con của cô chèo thuyền đến nơi an toàn, dải băng bịt mắt vẫn là thứ duy nhất đứng giữa sự tỉnh táo và điên rồ. Một cái nhìn lướt qua bọn sinh vật đang rình rập thế giới này sẽ đẩy con người vào sự bạo lực chết chóc.
Vẫn không có lời giải thích. Không có biện pháp. Tất cả những gì Malorie có thể làm là sống sót và truyền đạt ý chí mãnh liệt đó cho những đứa con của cô. Đừng trở nên lười biếng, cô nói với lũ trẻ. Đừng tháo băng bịt mắt.
ĐỪNG NHÌN.
Nhưng sau đó, tin tức bất ngờ ập đến và khiến Malorie lần đầu tiên cho phép mình hy vọng: Một người vô cùng thân thuộc với cô, một người mà cô tin là đã chết, có thể còn sống. 
Malorie đã mất mát quá nhiều: chị gái cô, một ngôi nhà với những người vô cùng đáng mến và bất kỳ cơ hội sống bình thường nào. Nhưng muốn lấy lại những gì đã mất, cô phải trở về một thế giới đầy kinh hoàng và mạo hiểm cuộc sống của lũ trẻ một lần nữa. 
Bọn sinh vật không phải là điều duy nhất Malorie lo sợ: Có những kẻ tuyên bố đã bắt và thử nghiệm trên chúng. Những vụ giết người phục vụ phát minh quái dị và ý tưởng mới nguy hiểm, cùng tin đồn rằng bọn sinh vật đã biến thành một thứ còn đáng sợ hơn.
Malorie đứng trước sự lựa chọn đau khổ: sống theo quy tắc sinh tồn giúp cô suốt những năm qua hoặc dấn thân vào bóng tối và tìm kiếm hy vọng một lần nữa. 
",119.000 đ,,,,,,,,,,,,,Malorie - Hành Trình Chạy Trốn Tử Thần
997,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/a/m/am-duong-su-3---bia1.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Quế Đan,"
Âm Dương Sư - Tập 3: Hẹn Ước Và Điêu Tàn
Kinh đô Heian, nghĩa là bình an, mà không bình an.
Quỷ giới chưa tách khỏi nhân gian, kẻ chết đi ngậm hờn mà không siêu thoát được, kẻ còn sống mà ấp ủ thù hằn chủ động hóa quỷ. Rốt cuộc đều thành yêu ma trà trộn cùng con người, sinh hoạt trên một vùng đất, trú ngụ dưới một mái nhà, chầu chực rình rập báo oán nơi đầu cầu cuối bãi. 
Kinh đô Heian, nghĩa là bình an, quả nhiên bình an.
Bởi vì những oan trái thế gian, yêu ma quỷ quái, đều lần lượt được đôi bạn Seimei và Hiromasa sát cánh bên nhau cùng đi tìm hiểu, gặp oan thì xoa dịu, gặp oán thì giải tỏa. Xong việc, họ lại kề vai ngồi nhâm nhi trà rượu trên hàng hiên nhìn ra bốn mùa, để những đổi trao kín đáo và nhẹ nhàng về nhân sinh đẩy đưa tan loãng theo gió đêm. 
",95.000 đ,,,,,,,,,,,,,Âm Dương Sư  - Tập 3: Hẹn Ước Và Điêu Tàn
998,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_233636.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Lục Hương,"
Uông Diểu, vị giáo sư về vật liệu nano ngày nào cũng đăng nhập vào “Tam Thể”. Tại trò chơi online đó, anh đắm chìm trong một thế giới khác, nơi một nền văn minh có thể chỉ kéo dài vài ngày, bầu trời có thể xuất hiện ba mặt trời cùng lúc và con người còn phải biến thành xác khô để sinh tồn.
Nhưng anh không thể ngờ, thế giới khắc nghiệt trong Tam Thể là có thực, chỉ cách trái đất chừng bốn năm ánh sáng, và trò chơi ảo kia lại là một cánh cửa để những sinh vật của thế giới ấy bước đến xâm chiếm địa cầu này. Kinh hoàng, Uông Diểu tìm mọi cách ngăn chặn điều đó. Nhưng anh, cũng như cả địa cầu, không biết rằng, cánh cửa nọ đã được mở toang, từ mấy chục năm về trước...
Hùng tráng, kịch tính, triết lý, nên thơ, với những tri thức khoa học thú vị, Tam thể là phần mở đầu mang cảm hứng sử thi cho tam bộ khúc của Lưu Từ Hân. Sau tất cả những mưu toan ly kỳ, nham hiểm, những nỗ lực tưởng chừng tuyệt vọng để sinh tồn, câu hỏi còn đọng lại, không phải 'Loài người nên làm gì để đối phó với sự xâm lăng của Tam Thể?', mà là 'Loài người đã làm gì chính mình?' 
",150.000 đ,,,,,,,,,,,,,Tam Thể 1 (Tái Bản 2021)
999,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974150350_1_1.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Lý Lan,"
Harry Potter Hộp (Trọn Bộ 7 Cuốn)
Harry Potter là tên của bộ truyện (gồm bảy phần) của nữ nhà văn J. K. Rowling viết về cậu bé thiếu niên Harry Potter. Câu chuyện phần lớn diễn ra tại Trường Phù thủy và Pháp sư Hogwarts, một ngôi trường pháp thuật, và tập trung vào cuộc chiến của Harry Potter chống lại một phù thủy hắc ám là Chúa tể Voldemort, người đã giết cha mẹ cậu trong tham vọng làm chủ thế giới phù thủy.   
",1.550.000 đ,,,,,,,,,,,,,Harry Potter Hộp (Trọn Bộ 7 Cuốn)
1000,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_179069.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Lê Đình Chi,"
Jacob lớn lên cùng những câu chuyện ông nội thường hay kể. Câu chuyện về thưở thiếu thời ông đã trải qua tại một trại trẻ đã được phù phép, nơi sinh sống của những đứa trẻ sở hữu năng lực phi thường: một cô bé biết bay, một cậu bé tàng hình, một cô bé có thể tạo ra lửa...
Năm tháng qua đi, Jacob dần không còn tin vào những điều phù phiếm, cậu đặt những bước đi đầu tiên vào một cuộc sống nhung lụa êm đềm do bố mẹ bày sẵn trước mắt. Nhưng cái cái chết đột ngột của người ông cậu kính yêu nhất đã làm thay đổi tất cả. Theo lời trăng trối của ông, cậu lên tàu tìm kiếm trại trẻ từng được nhắc đến trong những câu chuyện xa xưa. Và chính tại đây, cậu không chỉ khám phá ra bí mật động trời về thân thế của mình, mà còn bước chân vào một cuộc phiêu lưu sẽ biến cuộc đời tầm thường tẻ nhạt vốn có của cậu sang một trang mới vĩnh viễn không thể quay đầu...
Một tuyệt phẩm với trí tưởng tượng không có giới hạn được kết hợp từ con chữ và những bức ảnh hoài cổ nhuốm màu gothic, TRẠI TRẺ ĐẶC BIỆT CỦA CÔ PEREGRINE sẽ làm mê hoặc không chỉ thiếu niên mà cả những người trưởng thành, bất kỳ ai còn muốn tin rằng những câu chuyện cổ tích không hoàn toàn là hư cấu. 
",109.000 đ,,,,,,,,,,,,,Trại Trẻ Đặc Biệt Của Cô Peregrine (Tái Bản 2018)
1001,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974156987_2.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,NXB Trẻ,"
Ảo Thuật Gia - Bí Mật Của Nicholas Flamel Bất Tử (Tái Bản 2018)
Khi về lại San Francisco, Josh Newman sau khi được “đánh thức” lần nữa ở Luân Đôn, đã đi theo nhóm Tiến sĩ John Dee với âm mưu ra đảo Alcatraz thả bọn hung thú tràn về đất liền phá hoại cuộc sông yên lành của người dân. Trong khi đó, cô chị gái Sophie theo gia đình Flamel trở lại ngôi nhà mình. Và ở đây, Sophie đã phát hiện ra Dì Agnes không là bà dì như một người mà chúng đã biết, mà là một Ảo thuật gia – người thuộc Thế hệ trước. Được sự đánh thức của Dì Agnes với pháp thuật Không khí, Sophie có đầy đủ sức mạnh để ra đảo Alcatraz tìm diệt bè lũ John Dee – Billy the Kid, cùng với các Nữ phù thủy, Phù thủy và người của Thế hệ trước bảo vệ nhân dân San Francisco thoát khỏi hành động man rợ và tàn bạo của bè lũ Tiến sĩ Dee. 
",128.000 đ,,,,,,,,,,,,,Ảo Thuật Gia - Bí Mật Của Nicholas Flamel Bất Tử (Tái Bản 2018)
1002,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786049637537.jpg,Truyện viễn tưởng – phưu lưu – huyền bí ,Vũ Thị Hà,"
Người Truy Tìm Dấu Vết
Định vị vệ tinh hiển thị, một chiếc xe hơi biến mất khỏi khu trung tâm thành phố, lại có thể đi xuyên qua tất cả các vật cản bằng tốc độ của tàu cao tốc, lao thẳng đến đích?
Nhóm tội phạm ngông cuồng gây án, nhưng chưa bao giờ bị máy quay camera giám sát được bố trí thiên la địa võng quay được, do may mắn hay là đằng sau có cao nhân chỉ điểm?
Hệ thống phòng bị an toàn của thành phố này đang đối diện với sự khiêu chiến trước nay chưa từng có!
Và cảnh sát sau khi phân tích phát hiện ra, mục đích của nhóm tội phạm chỉ là vì muốn làm cho vụ án càng gây rúng động?

",120.000 đ,,,,,,,,,,,,,Người Truy Tìm Dấu Vết
