tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Từ Điển Anh Việt 290.000 Từ (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/1/1101020258958_2.jpg,Tiếng Anh,NXB Thanh Niên,"
		    Từ Điển Anh Việt 290.000 Từ (Tái Bản)		    
",86.000 đ,,,,,,,
Từ Điển Anh - Việt (120.000 Từ),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_11356.jpg,Tiếng Anh,NXB Thanh Niên,"
		    Từ Điển Anh - Việt (120.000 Từ)		    
",68.000 đ,,,,,,,
Từ Điển Anh - Việt 125.000 Từ (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19092.jpg,Tiếng Anh,NXB Hồng Đức,"
- Câp nhật hơn 20.000 từ mới thuộc các lĩnh vực
- Giải nghĩa đầy đủ, ví dụ phong phú
- Trình bày ngắn gọn, khoa học, dễ sử dụng
- Đáp ứng yêu cầu học tập, tra cứu, dịch thuật,…. 
",90.000 đ,,,,,,,
Từ Điển Anh - Việt 218.000 Từ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_35402.jpg,Tiếng Anh,NXB Thanh Niên,"
Bổ sung nhiều từ chuyên ngành
Trình bày đơn giản, rõ ràng
Tiện dụng trong tra cứu, dịch thuật.
Để phục vụ cho nhu cầu học ngoại ngữ, từ điển là công cụ hữu dụng tuyệt vời, không thể thiếu cho việc tra cứu và học tập. Hy vọng cuốn từ điển này sẽ đáp ứng được nhu cầu học tập ngày càng cao của độc giả. 
",64.000 đ,,,,,,,
Từ Điển Anh - Việt (95.000 Từ),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935092764108.jpg,Tiếng Anh,NXB Tư Pháp,"
Từ Điển Anh - Việt (95.000 Từ)
Từ Điển Anh Việt Khoảng 95.000 Từ được biên soạn gồm 95,000 từ vựng tiếng Anh có định nghĩa từ, cách phiên âm, ví dụ minh họa về cách sử dụng từ. Với nhu cầu học tập và dịch thuật Tiếng Anh ngày càng mở rộng, quyển sách sẽ là tài liệu hữu ích giúp đỡ người học có được vốn từ vựng phong phú cũng như cách vận dụng chúng sao cho hiệu quả. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Tuy nhiên tuỳ vào từng loại sản phẩm hoặc phương thức, địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, ..... 
",65.000 đ,,,,,,,
Từ Điển Anh - Việt 120.000 Từ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19350.jpg,Tiếng Anh,NXB Hồng Đức,"
Bạn đang tìm kiếm một cuốn từ điển nhỏ gọn với lượng từ vựng phong phú để dễ dàng tra cứu phục vụ công việc, đồng thời nâng cao khả năng tiếng Anh của bản thân?
Với hơn 120.000 từ được biên soạn công phu, bao gồm hầu hết những từ ngữ thông dụng lẫn những thuật ngữ chuyên môn khó tìm thấy trong các từ điển phổ thông khác, Từ điển ANH - VIỆT (English - Vietnamese Dictionary) sẽ là người bạn đồng hành tuyệt vời giúp bạn tự tin hơn khi học tập và làm việc với tiếng Anh.
  
",115.000 đ,,,,,,,
Từ Điển Anh - Việt (145.000 Từ),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_11361.jpg,Tiếng Anh,NXB Thanh Niên,"
		    Từ Điển Anh - Việt (145.000 Từ)		    
",95.000 đ,,,,,,,
Từ Điển Anh-Việt (95.000 Từ),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_21543.jpg,Tiếng Anh,NXB Dân Trí,"
		    Từ Điển Anh-Việt (95.000 Từ)		    
",59.000 đ,,,,,,,
Từ Điển Anh - Việt 221.000 Từ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_35403.jpg,Tiếng Anh,NXB Thanh Niên,"
Bổ sung nhiều từ chuyên ngành
Trình bày đơn giản, rõ ràng
Tiện dụng trong tra cứu, dịch thuật.
Để phục vụ cho nhu cầu học ngoại ngữ, từ điển là công cụ hữu dụng tuyệt vời, không thể thiếu cho việc tra cứu và học tập. Hy vọng cuốn từ điển này sẽ đáp ứng được nhu cầu học tập ngày càng cao của độc giả. 
",66.000 đ,,,,,,,
Từ Điển Anh - Việt Dành Cho Học Sinh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_236722.jpg,Tiếng Anh,NXB Thanh Niên,"
Để đáp ứng yêu cầu tra cứu tiếng Anh của đông đảo học sinh, Nhóm Biên Soạn Thuận Việt đã cho ra đời cuốn Từ Điển Anh Việt Dành Cho Học Sinh gồm khoảng 115.000 mục từ thường xuất hiện trong các sách giáo khoa tiếng Anh.
Ở mỗi mục từ đều có kèm phiên âm quốc tế, giới thiệu tính chất của từ, nêu lên các từ đồng nghĩa, phản nghĩa, cách sắp đặt từ, hình thức câu cũng như hướng dẫn cách dùng từ....Cuối quyển từ điển còn có các bảng phụ lục hữu ích liên quan mật thiết đến tiếng Anh hoặc những kiến thức cơ bản cần thiết cho việc học tiếng Anh như Bảng động từ bất quy tắc, Bảng đối chiếu đơn vị đo lường quốc tế với Anh Mỹ...
Cuốn Từ Điển Anh Việt Dành Cho Học Sinh là cuốn từ điển bỏ túi chứa đựng những từ ngữ được chọn lọc tinh gọn, tuy nhiên không vì vậy mà nội dung kém phần phong phú. Nó rất thích hợp cho mọi bạn đọc yêu thích Anh ngữ, nhất là đối tượng học sinh phổ thông và các bạn chuẩn bị đi thi Đại học hoặc thi lấy các chứng chỉ. 
",80.000 đ,,,,,,,
Từ Điển Anh - Việt Toán Tiểu Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_11366.jpg,Tiếng Anh,NXB Đại Học Quốc Gia Hà Nội,"
		    Từ Điển Anh - Việt Toán Tiểu Học		    
",40.000 đ,,,,,,,
Từ Điển Anh - Việt,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_237826.jpg,Tiếng Anh,NXB Thanh Niên,"
Từ điển Anh - Việt
Phiên âm - Minh họa - Giải thích 
",55.000 đ,,,,,,,
Từ Điển Anh Việt 95.000 Từ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_21710.jpg,Tiếng Anh,NXB Thanh Niên,"
		    Từ Điển Anh Việt 95.000 Từ		    
",80.000 đ,,,,,,,
Từ Điển Anh - Việt (60.000 Từ),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_11367.jpg,Tiếng Anh,2016,"
		    Từ Điển Anh - Việt (60.000 Từ)		    
",55.000 đ,,,,,,,
Từ Điển Cơ Khí Và Máy Xây Dựng Việt - Anh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244271.jpg,Tiếng Anh,NXB Thanh Niên,"
Từ Điển Cơ Khí Và Máy Xây Dựng Việt Anh gồm khoảng 28000 thuật ngữ thuộc các lĩnh vực liên quan đến chi tiết máy, nguyên lý cắt gọt, máy công cụ, cơ khí chế tạo., cơ khí động lực, máy dùng cho thi công công trình,…
Trong quá trình biên soạn, tác giả cố gắng chọn những từ tiếng việt và nghĩ tương đương của từ tiếng anh phù hợp nhất làm cho các thuật ngữ, khái niệm chính xác, ngắn gọn và có hệ thống. 
",107.000 đ,,,,,,,
Từ Điển Anh Anh Việt,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/a/a/aa_1_4.jpg,Tiếng Anh,NXB Thanh Niên,"
		    Từ Điển Anh Anh Việt		    
",94.000 đ,,,,,,,
Từ Điển Anh Việt (Dùng Cho Học Sinh),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_37686.jpg,Tiếng Anh,NXB Lao Động Xã Hội,"
Trang bị vốn từ và mở rộng tầm hiểu biết cho con với “Từ điển Anh Việt”.
Hiện nay, cùng với sự phát triển của nền kinh tế hội nhập là nhu cầu giao tiếp tiếng Anh đang không ngừng tăng cao. Vì vậy, luôn luôn trau dồi và phát triển vốn ngoại ngữ là việc làm quan trọng và cần thiết.
“Từ điển Anh Việt” – một cuốn sách nhỏ nhưng lợi ích lớn. 
",45.000 đ,,,,,,,
Từ Điển Anh Việt 79.000 Từ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_241327.jpg,Tiếng Anh,NXB Hồng Đức,"
TỪ ĐIỂN ANH - VIỆT (ENGLISH - VIETNAMESE DICTIONARY) 79.000 TỪ là cuốn từ điển tiện dụng:
Cập nhật nhiều từ mới.
Giải thích rõ ràng.
Tiện lợi, dễ tra cứu.
Best-Seller của các loại từ điển bỏ túi.
Cuốn từ điển với khoảng 79.000 từ vựng và cụm từ, bao gồm nhiều lĩnh vực, cập nhật nhiều từ mới, được giải thích một cách rõ ràng, rất tiện lợi trong việc tra cứu và đáp ứng được nhiều yêu cầu của bạn đọc trong sinh hoạt hằng ngày.
Đặc biệt, trong lần tái bản này, sách được bổ sung một số một số thuật ngữ kỹ thuật mới, tên các quốc gia, dân tộc và các châu lục trên thế giới. 
",80.000 đ,,,,,,,
Từ Điển Anh - Việt Bằng Hình (Bìa Cứng),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_240026.jpg,Tiếng Anh,NXB Phụ Nữ Việt Nam,"
Quyển sách này sẽ giúp cho các em làm giàu vốn từ vựng của mình, bổ sung và phát triển kiến thức ,bồi dưỡng thêm chương trình học ở trường.
Với số lượng từ vựng Anh ngữ thông dụng được các tác giả biên soạn, phân nhóm theo từng chủ đề, trình bày thành nhiều bức tranh đầy màu sắc mang lại kho tàng kiến thức cuộc sống quanh ta rất phù hợp cho các em. 
",70.000 đ,,,,,,,
Childrens Picture Dictionary - Từ Điển Tranh Dành Cho Trẻ Em,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936067598315.jpg,Tiếng Anh,Bùi Mạnh Chiến,"
Childrens Picture Dictionary - Từ Điển Tranh Dành Cho Trẻ Em
Childrens Picture Dictionary - Từ Điển Tranh Dành Cho Trẻ Em là cuốn sách hướng dẫn đầy đủ và chi tiết về từ vựng, giúp trẻ mở rộng vốn từ và hiểu rõ nghĩa của từ thông qua những hình ảnh minh họa sinh động. Với cuốn sách này, trẻ không những học được nhiều từ, nâng cao khả năng đọc hiểu mà còn có thể tiếp cận được nguồn tri thức đa dạng, bổ ích.
Mỗi từ đều có chú thích từ loại rõ ràng, có phiên âm, giải nghĩa phù hợp. Các từ được giải thích nghĩa và được đặt trong một câu ví dụ nhằm làm rõ hơn nghĩa của từ. Một số từ có hình minh họa kèm theo.
Tiếng Anh có nhiều từ đa nghĩa, vì thế trong cuốn sách, các từ này cũng được trình bày với nhiều định nghĩa khác nhau. 
",270.000 đ,,,,,,,
Từ Điển Anh - Việt (75000 Từ),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_11374.jpg,Tiếng Anh,2017,"
		    Từ Điển Anh - Việt (75000 Từ)		    
",78.000 đ,,,,,,,
Từ Điển Anh - Việt - English Vietnamese Dictionary,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_44671.jpg,Tiếng Anh,NXB Khoa Học Xã Hội,"
Để đáp ứng yêu cầu ngày càng cao của bạn đọc trong việc học tập, nghiên cứu tiếng nước ngoài - nhất là Anh ngữ - một ngôn ngữ thông dụng quốc tế, Nhà xuất bản Khoa học Xã hội xin trân trọng giới thiệu cuốn TỪ ĐIỂN ANH-VIỆT.
Cuốn Từ điển này có một số điểm đáng chú ý sau đây:
1. Có 342.000 mục từ chính, Từ điển còn chọn và đối dịch sang tiếng Việt hơn 50 ngàn tổ hợp từ, thành ngữ, tục ngữ, quán ngữ và hơn 80 ngàn câu tiếng Anh khác, tổng cộng trên 340 ngàn đơn vị đối dịch. Đây là một ưu thế lớn khiến cho nó trở thành một kho từ vựng tiếng Anh hiện đại, phong phú và đa dạng, hơn nữa được bổ sung trên 4 ngàn mục từ mới xuất hiện từ năm 1999 đến năm 2004.
2. Bảng từ của Từ điển dựa trên chính bảng từ của một số cuốn Từ điển tường giải tiếng Anh hiện đại do chính người Anh biên soạn. Điều này đã đem lại cho Từ điển những phẩm chất hoàn toàn mới mẻ là tính hệ thống và tính cập nhật của các từ ngữ được phản ánh trong từ điển.
3. Từ điển đã cung cấp cho người dùng vừa từ tương đương, vừa lời giải nghĩa các từ trong ngôn ngữ gốc. Qua những định nghĩa, độc giả sẽ hiểu rõ hơn các khái niệm về văn hóa – tộc người, khoa học, kỹ thuật vv... ẩn chứa trong cái vỏ âm thanh tiếng nước ngoài, đồng thời có thể định hướng đúng nghĩa cơ bản của từ tiếng Anh, do đó loại bỏ được tính mập mờ khi chọn từ tiếng Việt tương đương.
4. Từ điển còn mang tính giáo khoa rất rõ rệt. Nó cung cấp cho người dùng một hệ thống lời giải thích, chú giải khá đầy đủ và tường tận về sắc thái nghĩa của từ, về các kiểu ý nghĩa ngữ pháp và các lối biệt dụng tinh tế rất cần cho người học và dùng tiếng Anh. Do đó nó vừa là sách tra cứu vừa là tài liệu học tập tiếng Anh.
5. Cũng cần phải nói thêm là lần đầu tiên ở nước ta có một cuốn từ điển in các từ mục và các từ phái sinh theo lối ngắt âm tiết đúng như thường thấy ở các từ điển xuất bản ở Anh. Điều này giúp người dùng dễ dàng trong việc phát âm và ngắt giọng.
Cuốn Từ điển này đã được biên soạn tại một địa chỉ quen thuộc và đầy uy tính với người học ngoại ngữ nói chung và tiếng Anh nói riêng: Viện Ngôn ngữ thuộc Trung tâm Khoa học Xã hội và Nhân văn Quốc gia (tức là Viện Khoa học Xã hội Việt Nam hiện nay), nơi có nhiều kinh nghiệm tổ chúc biên soạn các cuốn từ điển lớn được người đọc và người học trận trọng đón nhận. Nhà xuất bản Khoa học Xã hội xin trân trọng cảm ơn Quý Viện.
Đây là một công việc cực kỳ khó khăn và cực nhọc, các soạn giả dù đã cố gắng và cẩn trọng đến đâu chăng nữa cũng không thể tránh khỏi thiếu sót, sơ suất như vẫn thường gặp trong các từ điển khác. Nhà xuất bản mong nhận được từ quí vị độc giả những lời chỉ giáo chân thành và quý báo về những chỗ sai sót, để lần xuất bản sau cuốn sách được tốt hơn.
NHÀ XUẤT BẢN KHOA HỌC XÃ HỘI 
",680.000 đ,,,,,,,
3 Tuần Thi Đậu HSK3,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_140614.jpg,Tiếng Trung,Đại Học Sư Phạm TP. HCM,"
3 Tuần Thi Đậu HSK3 
3 Tuần Thi Đậu HSK3 giúp học viên làm quen và luyện tập với cấu trúc đề và các điểm ngữ pháp cơ bản của kì thi HSK. Nội dung sách bám sát với chương trình thi, giúp cho quá trình học của các bạn sẽ trở nên dễ dàng và hiệu quả hơn.
Kỳ thi trình độ Hán ngữ (HSK) là kỳ thi tiêu chuẩn hóa cấp quốc gia được lập ra nhằm mục đích kiểm tra trình độ Hán ngữ của những người có tiếng mẹ đẻ không phải là tiếng Hán (Tiếng Trung hay tiếng Hoa), bao gồm Kỳ thi trình độ Hán ngữ cơ bản (gọi tắt là HSK cơ bản), Kỳ thi Hán ngữ Sơ, Trung cấp (gọi tắt là HSK sơ trung) và kỳ thi Hán ngữ cao cấp (gọi tắt là HSK cao cấp).

",110.000 đ,,,,,,,
Luyện Viết Chữ Hán - Tập 1 (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_51102.jpg,Tiếng Trung,NXB Đại Học Sư Phạm,"
Học Tiếng Trung không khó, nhưng tập viết chữ Hán thì chắc hẳn bạn nào học Tiếng Trung cũng đều rất ngại phần này, để tập viết và nhớ chữ Hán tốt thì trước hết bạn cần chuẩn bị một số công cụ thiết yếu và các tài liệu giáo trình cũng như phần mềm tập viết chữ Hán để đẩy nhanh tốc độ học chữ Hán và cải thiện việc ghi nhớ chữ Hán một cách có hiệu quả nhất trong thời gian ngắn nhất. 
",80.000 đ,,,,,,,
Tập Viết Chữ Hán Theo Giáo Trình Hán Ngữ Phiên Bản Mới,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_179141.jpg,Tiếng Trung,NXB Đại Học Quốc Gia Hà Nội,"
Tập Viết Chữ Hán Theo Giáo Trình Hán Ngữ Phiên Bản Mới
Chúng ta đều biết, chữ Hán thuộc hệ chữ tượng hình, nó khác hoàn toàn với hệ chữ Latinh mà người Việt chúng ta đang sử dụng. Bởi vậy, hiện nay, đa số những người học tiếng Trung Quốc nói chung đều có tâm lý sợ học chữ Hán, đặc biệt là với những người mới bắt đầu.
Cuốn Tập viết chữ Hán - Dựa theo giáo trình Hán ngữ phiên bản mới được biên soạn để giúp đỡ các bạn học tốt chữ Hán ngay từ trong những giai đoạn ban đầu.
Cuốn sách này được biên soạn với nội dung bám sát giáo trình Hán ngữ sơ cấp phiên bản mới. Các chữ Hán được soạn ra từ hệ thống từ mới của từng bài, đi kèm phiên âm, nghĩa Hán Việt và nghĩa gốc của từng từ. Phần tập viết phiên âm và tập viết các chữ Hán theo thứ tự từng nét một sẽ giúp các bạn học và nhớ chữ Hán lâu hơn.
Nội dung của sách được xây dựng theo 4 phần chính:
Phần 1: Danh mục bộ thủ chữ Hán: cung cấp cho các bạn danh mục 214 bộ thủ chữ Hán, không chỉ bao gồm cách viết, tên bộ, phiên âm và ý nghĩa tiếng Việt.
Phần 2: Kết cấu chữ Hán
Phần 3: bao gồm 40 bài tập viết chữ hán
Mỗi bài sẽ giới thiệu cho bạn từ 2-6 bộ thủ mới (bao gồm âm hán Việt, cách viết chữ từng nét,). Tiếp đó là các cụm từ mới có bộ thủ đó bao gồm cả phiên âm và nghĩa tiếng việt chi tiết giúp các bạn luyện tập và ghi nhớ bộ thủ, đồng thời thu thập thêm nhiều từ vựng mới.
Phần 4: 500 chữ Hán cơ bản: Tại phần này sẽ cung cấp cho bạn 500 chữ Hán cơ bản gồm cả chữ phồn thể và giản thể , xếp thứ tự theo phiên âm Pinyin. Mỗi chứ Hán được giải thích rõ về HÌNH-ÂM-NGHĨA và cách viết (tả pháp).
Cuốn sách sẽ là người bạn đồng hành thân thiết, hỗ trợ đắc lực cho các bạn yêu thích và muốn học tốt tiếng Trung. 
",88.000 đ,,,,,,,
