,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
180,Soạn giả Viễn Châu - 120 bài Vọng cổ đặc sắc,https://salt.tikicdn.com/cache/280x280/ts/product/00/77/8b/892b804971521eb7e618ec32876a0a14.jpg,Âm nhạc,"Soạn giả Viễn Châu - 120 bài Vọng cổ đặc sắc do tác giả TS. Huỳnh Công Tín biên soạn và chú giải, gồm 120 bài ca được sắp xếp hệ thống theo bốn thể loại gồm: Vọng cổ lịch sử - Vọng cổ tâm lý xã hội - ...",128000.0,,440.0,Huỳnh Công Tín,,,,,Soạn giả Viễn Châu - 120 bài Vọng cổ đặc sắc,https://salt.tikicdn.com/cache/280x280/ts/product/00/77/8b/892b804971521eb7e618ec32876a0a14.jpg,Âm nhạc,Huỳnh Công Tín,"Soạn giả Viễn Châu - 120 bài Vọng cổ đặc sắc do tác giả TS. Huỳnh Công Tín biên soạn và chú giải, gồm 120 bài ca được sắp xếp hệ thống theo bốn thể loại gồm: Vọng cổ lịch sử - Vọng cổ tâm lý xã hội - ...",128000.0,Nhà Xuất Bản Văn Hóa - Văn Nghệ,2020-03-03 17:49:48,Bìa mềm,440.0,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM,,,
181,100 Bản Tình Ca Nga Nổi Tiếng,https://salt.tikicdn.com/cache/280x280/ts/product/71/08/64/b991422a4e37fc67c0485ed0b36c35d9.jpg,Âm nhạc,100 Bản Tình Ca Nga Nổi TiếngÂm nhạc của Nga đã có vị trí sâu đậm trong đời sống tinh thần của dân tộc Việt sau 1954. Tác phẩm là bộ sưu tập 100 bài tình ca nổi tiếng của nước Nga bằng lời Việt và cả...,127000.0,20 x 28 cm,192.0,Nguyễn Thụy Kha,,,,,100 Bản Tình Ca Nga Nổi Tiếng,https://salt.tikicdn.com/cache/280x280/ts/product/71/08/64/b991422a4e37fc67c0485ed0b36c35d9.jpg,Âm nhạc,Nguyễn Thụy Kha,100 Bản Tình Ca Nga Nổi TiếngÂm nhạc của Nga đã có vị trí sâu đậm trong đời sống tinh thần của dân tộc Việt sau 1954. Tác phẩm là bộ sưu tập 100 bài tình ca nổi tiếng của nước Nga bằng lời Việt và cả...,127000.0,NXB Trẻ,2017-11-16 17:05:51,Bìa mềm,192.0,,20 x 28 cm,,
182,Vẽ Theo Phong Cách Kawaii Với 5 Bước Đơn Giản - Thế Giới Động Vật,https://salt.tikicdn.com/cache/280x280/ts/product/34/0d/84/1ef8b899360d13ebad4cf640295cf77d.jpg,Âm nhạc,Draw Kawaii in 5 simple steps  -  Vẽ theo phong cách Kawaii với 5 bước đơn giản   Em đã sẵn sàng trổ tài hội họa chỉ với 5 bước vẽ chưa? Từ chú tắc kè hoa sặc sỡ cho đến chú chim công đỏm d...,48380.0,,,Lulu Mayo,,,,,Vẽ Theo Phong Cách Kawaii Với 5 Bước Đơn Giản - Thế Giới Động Vật,https://salt.tikicdn.com/cache/280x280/ts/product/34/0d/84/1ef8b899360d13ebad4cf640295cf77d.jpg,Âm nhạc,Lulu Mayo,Draw Kawaii in 5 simple steps  -  Vẽ theo phong cách Kawaii với 5 bước đơn giản   Em đã sẵn sàng trổ tài hội họa chỉ với 5 bước vẽ chưa? Từ chú tắc kè hoa sặc sỡ cho đến chú chim công đỏm d...,48380.0,Đinh Tị,,,,Nhà Xuất Bản Thanh Niên,,,
183,Combo Tủ Sách Âm Nhạc Cho Bạn : Mozart + Shout! The Beatles: Hơi Thở Thời Đại Của Thế Kỷ 20 ,https://salt.tikicdn.com/cache/280x280/ts/product/47/7b/c9/5ba9ee16965361195e508eccd8f972d7.JPG,Âm nhạc,"MozartCuốn sách Mozart của Maynard Solomon dựa trên sự vượt trội về nguồn tư liệu, trong đó có nhiều tư liệu chưa từng xuất hiện trong bất kỳ tiểu sử nào trước đó về nhà soạn nhạc vĩ đại này. Cuốn sác...",600480.0,,,"Philip Norman,Maynard Solomon",,,,,Combo Tủ Sách Âm Nhạc Cho Bạn : Mozart + Shout! The Beatles: Hơi Thở Thời Đại Của Thế Kỷ 20 ,https://salt.tikicdn.com/cache/280x280/ts/product/47/7b/c9/5ba9ee16965361195e508eccd8f972d7.JPG,Âm nhạc,"Philip Norman,Maynard Solomon","MozartCuốn sách Mozart của Maynard Solomon dựa trên sự vượt trội về nguồn tư liệu, trong đó có nhiều tư liệu chưa từng xuất hiện trong bất kỳ tiểu sử nào trước đó về nhà soạn nhạc vĩ đại này. Cuốn sác...",600480.0,Alphabooks,,Bìa cứng,,Nhà Xuất Bản Dân Trí,,,
184,45 Ngày Biết Đệm Guitar (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/57/69/eb/68e7de86782341b520fbc2bb9686926a.jpg,Âm nhạc,"Cuốn sách giới thiệu khái niệm về đàn guitar. Sách hướng dẫn người học tập bấm các nốt tên 6 dây trên đàn. Ngoài ra, sách còn có một số bài tập nhạc lý đại cương, hợp âm và cách đánh hợp âm. Bài tập t...",70400.0,20.5 x 29.5 cm,187.0,Song Minh,,,,,45 Ngày Biết Đệm Guitar (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/57/69/eb/68e7de86782341b520fbc2bb9686926a.jpg,Âm nhạc,Song Minh,"Cuốn sách giới thiệu khái niệm về đàn guitar. Sách hướng dẫn người học tập bấm các nốt tên 6 dây trên đàn. Ngoài ra, sách còn có một số bài tập nhạc lý đại cương, hợp âm và cách đánh hợp âm. Bài tập t...",70400.0,Huy Hoàng Bookstore,,Bìa mềm,187.0,,20.5 x 29.5 cm,,
185,Lam Phương - Trăm Nhớ Ngàn Thương,https://salt.tikicdn.com/cache/280x280/ts/product/f8/a7/90/74dd9dc313c859f9eca9bdd7003993f3.png,Âm nhạc,LAM PHƯƠNG– Trăm nhớ ngàn thương Dấu chân trên hành trình đời sống và tình cảm đầy đa đoan đã để lại trong những ca khúc Lam Phương những bộc bạch chân tình và tha thiết. Khán giả đại chúng Sài Gòn ...,149000.0,<p>14 x 20.5 cm</p>,264.0,Nguyễn Thanh Nhã,,,,,Lam Phương - Trăm Nhớ Ngàn Thương,https://salt.tikicdn.com/cache/280x280/ts/product/f8/a7/90/74dd9dc313c859f9eca9bdd7003993f3.png,Âm nhạc,Nguyễn Thanh Nhã,LAM PHƯƠNG– Trăm nhớ ngàn thương Dấu chân trên hành trình đời sống và tình cảm đầy đa đoan đã để lại trong những ca khúc Lam Phương những bộc bạch chân tình và tha thiết. Khán giả đại chúng Sài Gòn ...,149000.0,Phương Nam Book,2019-10-07 15:18:35,Bìa mềm,264.0,,<p>14 x 20.5 cm</p>,,
186,The Piano 21C - Sách Dạy Đàn Piano Cho Người Bắt Đầu,https://salt.tikicdn.com/cache/280x280/media/catalog/product/6/_/6.u5426.d20170831.t142714.879987.jpg,Âm nhạc," The Piano 21C - Sách Dạy Đàn Piano Cho Người Bắt Đầu  “Giáo trình ""The Piano 21C - Sách dạy đàn Piano cho người mới bắt đầu"" do Hiệp hội Piano Hàn Quốc biên soạn và xuất bản     ở Việt Nam thật sự l...",117000.0,23 x 30.5 cm,156.0,Tạ Huy Long,,,,,The Piano 21C - Sách Dạy Đàn Piano Cho Người Bắt Đầu,https://salt.tikicdn.com/cache/280x280/media/catalog/product/6/_/6.u5426.d20170831.t142714.879987.jpg,Âm nhạc,Tạ Huy Long," The Piano 21C - Sách Dạy Đàn Piano Cho Người Bắt Đầu  “Giáo trình ""The Piano 21C - Sách dạy đàn Piano cho người mới bắt đầu"" do Hiệp hội Piano Hàn Quốc biên soạn và xuất bản     ở Việt Nam thật sự l...",117000.0,Nhà Xuất Bản Kim Đồng,2017-08-18 00:00:00,Bìa mềm,156.0,,23 x 30.5 cm,Joshua Huyndong Shin,
187,Phương Pháp Học Ghi-ta (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/9d/f4/89/693bd4ea4b88c2b5af4ae42dcbf81146.jpg,Âm nhạc,"Cây đàn Ghi-ta đã có từ lâu đời, trải qua nhiều thế kỷ được nghiên cứu cải tiến và hoàn chỉnh.Các phương pháp tập luyện Ghi-ta đã có sự thông nhất ở nhiều nước trên thế giới.Để phục vụ các bạn ham t...",78400.0,19 x 27 cm,260.0,Tạ Tấn,,,,,Phương Pháp Học Ghi-ta (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/9d/f4/89/693bd4ea4b88c2b5af4ae42dcbf81146.jpg,Âm nhạc,Tạ Tấn,"Cây đàn Ghi-ta đã có từ lâu đời, trải qua nhiều thế kỷ được nghiên cứu cải tiến và hoàn chỉnh.Các phương pháp tập luyện Ghi-ta đã có sự thông nhất ở nhiều nước trên thế giới.Để phục vụ các bạn ham t...",78400.0,Huy Hoàng Bookstore,2020-01-02 00:00:00,Bìa mềm,260.0,Nhà Xuất Bản Dân Trí,19 x 27 cm,,
188,Thuật ngữ âm nhạc,https://salt.tikicdn.com/cache/280x280/ts/product/9b/d9/b1/2ab84535d713a7e312868ad96ed42a08.jpg,Âm nhạc,"THUẬT NGỮ ÂM NHẠCNgay từ lần xuất bản thứ nhất, bộ sách hai cuốn THUẬT NGỮ ÂM NHẠC ANH – ĐỨC – VIỆT và THUẬT NGỮ ÂM NHẠC Ý – PHÁP – VIỆT của Tiến sĩ Nguyễn Bách đã được các Giáo sứ Tô Vũ, Ca Lê Thuần...",219000.0,,452.0,Nguyễn Bách,,,,,Thuật ngữ âm nhạc,https://salt.tikicdn.com/cache/280x280/ts/product/9b/d9/b1/2ab84535d713a7e312868ad96ed42a08.jpg,Âm nhạc,Nguyễn Bách,"THUẬT NGỮ ÂM NHẠCNgay từ lần xuất bản thứ nhất, bộ sách hai cuốn THUẬT NGỮ ÂM NHẠC ANH – ĐỨC – VIỆT và THUẬT NGỮ ÂM NHẠC Ý – PHÁP – VIỆT của Tiến sĩ Nguyễn Bách đã được các Giáo sứ Tô Vũ, Ca Lê Thuần...",219000.0,Công ty TNHH Truyền Thông Đồng Hành,2019-06-18 15:31:05,Bìa mềm,452.0,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM,,,
189,Tuyển Tập 50 Bài Ca Cổ Và Tân Cổ Giao Duyên Hay Nhất - Bông Ô Môi,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img012.u2487.d20160913.t160605.38932.jpg,Âm nhạc,Tuyển Tập 50 Bài Ca Cổ Và Tân Cổ Giao Duyên Hay Nhất - Bông Ô Môi Cuốn sách Tuyển Tập 50 Bài Ca Cổ Và Tân Cổ Giao Duyên Hay Nhất - Bông Ô Môi được biên soạn bao gồm 50 sáng tác của soạn giả Viễn Châu...,15000.0,13 x 19 cm,108.0,Viễn Châu (biên soạn),,,,,Tuyển Tập 50 Bài Ca Cổ Và Tân Cổ Giao Duyên Hay Nhất - Bông Ô Môi,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img012.u2487.d20160913.t160605.38932.jpg,Âm nhạc,Viễn Châu (biên soạn),Tuyển Tập 50 Bài Ca Cổ Và Tân Cổ Giao Duyên Hay Nhất - Bông Ô Môi Cuốn sách Tuyển Tập 50 Bài Ca Cổ Và Tân Cổ Giao Duyên Hay Nhất - Bông Ô Môi được biên soạn bao gồm 50 sáng tác của soạn giả Viễn Châu...,15000.0,Công Ty TNHH TM - DV Chính Thông,2015-12-30 00:00:00,Bìa mềm,108.0,,13 x 19 cm,,
190,"Rock Hà Nội, Bolero Sài Gòn",https://salt.tikicdn.com/cache/280x280/ts/product/55/df/e4/181067a22544346d33c5d766871416d2.png,Âm nhạc,"Nhạc Tiền chiến, nhạc Vàng, nhạc Đỏ, nhạc Rock hay Bolero - Mỗi dòng đều có quá trình du nhập, tiếp biến và phát triển riêng ở Việt Nam. Mỗi hiện tượng âm nhạc từ đáp ứng nhu cầu đại chúng đến trung l...",164000.0,<p>14 x 20.5 cm</p>,420.0,Jason Michael Gibbs,,,,,"Rock Hà Nội, Bolero Sài Gòn",https://salt.tikicdn.com/cache/280x280/ts/product/55/df/e4/181067a22544346d33c5d766871416d2.png,Âm nhạc,Jason Michael Gibbs,"Nhạc Tiền chiến, nhạc Vàng, nhạc Đỏ, nhạc Rock hay Bolero - Mỗi dòng đều có quá trình du nhập, tiếp biến và phát triển riêng ở Việt Nam. Mỗi hiện tượng âm nhạc từ đáp ứng nhu cầu đại chúng đến trung l...",164000.0,PHANBOOK,2019-08-05 14:36:27,Bìa mềm,420.0,,<p>14 x 20.5 cm</p>,,
191,Piano Solo Method,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img_7900.u5762.d20171026.t111303.777691.jpg,Âm nhạc,Piano Solo Method Piano Solo Method là phương pháp mới để học piano do Bội Ngọc thiết kế nhằm giúp rút ngắn thời gian học và chơi piano cho người mới bắt đầu học và chơi piano. Phương pháp này đã giú...,100000.0,14.5 x 20.5 cm ,120.0,Bội Ngọc,,,,,Piano Solo Method,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img_7900.u5762.d20171026.t111303.777691.jpg,Âm nhạc,Bội Ngọc,Piano Solo Method Piano Solo Method là phương pháp mới để học piano do Bội Ngọc thiết kế nhằm giúp rút ngắn thời gian học và chơi piano cho người mới bắt đầu học và chơi piano. Phương pháp này đã giú...,100000.0,Công Ty TNHH Bội Ngọc Piano,2017-10-23 00:00:00,Bìa mềm,120.0,,14.5 x 20.5 cm ,,
192,Tây Ban Cầm Nâng Cao,https://salt.tikicdn.com/cache/280x280/ts/product/c6/a2/56/bb01cffceff0021038b058ee38d55787.jpg,Âm nhạc,"Trong các nhạc khí Tây phương, Tây Ban Cầm đáng kể là một nhạc được ưa chuộng nhất. Trong một ban nhạc của thời đại dù lớn hay nhỏ, Tây ban cầm hình như không thể thiếu. Nó được ưa chuộng như thế có l...",32000.0,<p>19*27 cm</p>,72.0,Nguyễn Hạnh,,,,,Tây Ban Cầm Nâng Cao,https://salt.tikicdn.com/cache/280x280/ts/product/c6/a2/56/bb01cffceff0021038b058ee38d55787.jpg,Âm nhạc,Nguyễn Hạnh,"Trong các nhạc khí Tây phương, Tây Ban Cầm đáng kể là một nhạc được ưa chuộng nhất. Trong một ban nhạc của thời đại dù lớn hay nhỏ, Tây ban cầm hình như không thể thiếu. Nó được ưa chuộng như thế có l...",32000.0,NS Hiền Phương,,Bìa mềm,72.0,,<p>19*27 cm</p>,,
193,Từ Mỹ Học Đến Các Loại Hình Nghệ Thuật,https://salt.tikicdn.com/cache/280x280/media/catalog/product/3/0/300_300_tu-my-hoc-bia-1-new.u2769.d20170302.t122517.960946.jpg,Âm nhạc,Từ Mỹ Học Đến Các Loại Hình Nghệ Thuật Nội dung cuốn sách Từ Mỹ Học Đến Các Loại Hình Nghệ Thuật bao gồm các nội dung chính sau: Lời giới thiệu Luận về cái đẹp Về những tác gia và các nhà phê bình...,145000.0,12 x 20 cm,536.0,Denis Diderot,,,,,Từ Mỹ Học Đến Các Loại Hình Nghệ Thuật,https://salt.tikicdn.com/cache/280x280/media/catalog/product/3/0/300_300_tu-my-hoc-bia-1-new.u2769.d20170302.t122517.960946.jpg,Âm nhạc,Denis Diderot,Từ Mỹ Học Đến Các Loại Hình Nghệ Thuật Nội dung cuốn sách Từ Mỹ Học Đến Các Loại Hình Nghệ Thuật bao gồm các nội dung chính sau: Lời giới thiệu Luận về cái đẹp Về những tác gia và các nhà phê bình...,145000.0,NXB Tri Thức,2013-03-30 00:00:00,Bìa mềm,536.0,,12 x 20 cm,,
194,Tuyển Tập Những Bài Ca Cổ Hay Nhất Xưa Và Nay: Chuyện Tình Lan Và Điệp,https://salt.tikicdn.com/cache/280x280/ts/product/36/1d/ef/6b774280cbaf0bcfac522d7e5c5024a2.jpg,Âm nhạc,"Tuyển Tập Những Bài Ca Cổ Hay Nhất Xưa Và Nay sẽ là tuyển tập đáng giá đối với bạn đọc yêu thích ca cổ.   Cuốn sách là món quà tinh thần dành cho bạn đọc, với những bài ca cổ nổi tiếng, đã được ...",20500.0,,,Yến Linh,,,,,Tuyển Tập Những Bài Ca Cổ Hay Nhất Xưa Và Nay: Chuyện Tình Lan Và Điệp,https://salt.tikicdn.com/cache/280x280/ts/product/36/1d/ef/6b774280cbaf0bcfac522d7e5c5024a2.jpg,Âm nhạc,Yến Linh,"Tuyển Tập Những Bài Ca Cổ Hay Nhất Xưa Và Nay sẽ là tuyển tập đáng giá đối với bạn đọc yêu thích ca cổ.   Cuốn sách là món quà tinh thần dành cho bạn đọc, với những bài ca cổ nổi tiếng, đã được ...",20500.0,NS Hiền Phương,,,,Nhà Xuất Bản Hồng Đức,,,
195,Trịnh Công Sơn và Bob Dylan,https://salt.tikicdn.com/cache/280x280/ts/product/c8/5a/86/56a10879949ef455b79dc5aa25b82520.png,Âm nhạc,"Bằng phương pháp đối chiếu văn hóa và sử dụng chuyên ngành Ngôn ngữ học ứng dụng, tác giả John C.Schafer đặt Trịnh Công Sơn bên cạnh Bob Dylan để giải quyết các câu hỏi: Liệu Trịnh Công Sơn có phải là...",150000.0,<p>13 x 20.5 cm</p>,257.0,John C. Schafer,,,,,Trịnh Công Sơn và Bob Dylan,https://salt.tikicdn.com/cache/280x280/ts/product/c8/5a/86/56a10879949ef455b79dc5aa25b82520.png,Âm nhạc,John C. Schafer,"Bằng phương pháp đối chiếu văn hóa và sử dụng chuyên ngành Ngôn ngữ học ứng dụng, tác giả John C.Schafer đặt Trịnh Công Sơn bên cạnh Bob Dylan để giải quyết các câu hỏi: Liệu Trịnh Công Sơn có phải là...",150000.0,PHANBOOK,2019-09-25 10:52:40,Bìa mềm,257.0,,<p>13 x 20.5 cm</p>,Cao Thị Như Quỳnh,
196,Cùng Nhau Ta Đi Lên (Tái Bản 2021),https://salt.tikicdn.com/cache/280x280/ts/product/0f/f8/22/f56fea58d5e7e2c6ebe5f0a199237464.jpg,Âm nhạc,"Tập sách tuyển chọn những ca khúc nổi tiếng của nhạc sĩ Phong Nhã, được nhiều thế hệ thiếu nhi yêu thích, trở thành bài hát truyền thống của phong trào Đội Thiếu niên Tiền phong Hồ Chí Minh như: Ai yê...",43500.0,20.5 x 18.5 cm,88.0,Phong Nhã,,,,,Cùng Nhau Ta Đi Lên (Tái Bản 2021),https://salt.tikicdn.com/cache/280x280/ts/product/0f/f8/22/f56fea58d5e7e2c6ebe5f0a199237464.jpg,Âm nhạc,Phong Nhã,"Tập sách tuyển chọn những ca khúc nổi tiếng của nhạc sĩ Phong Nhã, được nhiều thế hệ thiếu nhi yêu thích, trở thành bài hát truyền thống của phong trào Đội Thiếu niên Tiền phong Hồ Chí Minh như: Ai yê...",43500.0,NXB Kim Đồng,2021-05-15 00:00:00,Bìa mềm,88.0,Nhà Xuất Bản Kim Đồng,20.5 x 18.5 cm,,
197,Nhạc Lý Cơ Bản,https://salt.tikicdn.com/cache/280x280/ts/product/bc/58/eb/7283c2101a836b59255e8b1e302610f7.jpg,Âm nhạc,"Kiến thức nhạc lý là điều không thể thiếu với mỗi người khi học nhạc cụ, không chỉ riêng gì học đàn guitar, piano hay học hát. Đây được xem là một kiến thức quan trọng làm nền tảng để bạn bắt đầu nhữn...",54400.0,19 x 27 cm,96.0,Thiên Kim,,,,,Nhạc Lý Cơ Bản,https://salt.tikicdn.com/cache/280x280/ts/product/bc/58/eb/7283c2101a836b59255e8b1e302610f7.jpg,Âm nhạc,Thiên Kim,"Kiến thức nhạc lý là điều không thể thiếu với mỗi người khi học nhạc cụ, không chỉ riêng gì học đàn guitar, piano hay học hát. Đây được xem là một kiến thức quan trọng làm nền tảng để bạn bắt đầu nhữn...",54400.0,VanLangBooks,1900-01-16 00:00:00,Bìa mềm,96.0,,19 x 27 cm,,
198,Những Lời Bình Yên,https://salt.tikicdn.com/cache/280x280/ts/product/96/dc/90/d761e05a29046224f1a1ee48e3d1a599.png,Âm nhạc,"Đây là những LỜI HÁT, không phải thơ. Giở một thi tập, bạn đọc bằng mắt, đọc thầm. Giở một tập lời hát, bạn ngân nga âm ư những giai điệu.Soạn lời hát, với tôi, là công việc sau cùng, thực hiện khi m...",104000.0,<p>12x20cm</p>,212.0,Nhạc sĩ Quốc Bảo,,,,,Những Lời Bình Yên,https://salt.tikicdn.com/cache/280x280/ts/product/96/dc/90/d761e05a29046224f1a1ee48e3d1a599.png,Âm nhạc,Nhạc sĩ Quốc Bảo,"Đây là những LỜI HÁT, không phải thơ. Giở một thi tập, bạn đọc bằng mắt, đọc thầm. Giở một tập lời hát, bạn ngân nga âm ư những giai điệu.Soạn lời hát, với tôi, là công việc sau cùng, thực hiện khi m...",104000.0,PHANBOOK,,Bìa mềm,212.0,,<p>12x20cm</p>,,
199,Guitar Thực Hành - Tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/08/9c/07/e1abf5f5214aeb9c990bba9a036a4510.jpg,Âm nhạc,Phần 1: Kỹ thuật luyện tập tay trái   1. Bài tập chạy ngón tay trên các cung nhằm giúp người học có ngón đàn điêu luyện trong khi chơi ngẫu hứng khúc nhạc mở đầu (Introduction) và dạo khúc (Prelude) ...,95000.0,,,Nguyễn Hạnh,,,,,Guitar Thực Hành - Tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/08/9c/07/e1abf5f5214aeb9c990bba9a036a4510.jpg,Âm nhạc,Nguyễn Hạnh,Phần 1: Kỹ thuật luyện tập tay trái   1. Bài tập chạy ngón tay trên các cung nhằm giúp người học có ngón đàn điêu luyện trong khi chơi ngẫu hứng khúc nhạc mở đầu (Introduction) và dạo khúc (Prelude) ...,95000.0,Cty Văn Hóa Tổng Hợp Bút Việt,,,,Nhà Xuất Bản Thời Đại,,,
200,Cánh Én Tuổi Thơ - Những Ca Khúc Hay Nhất Dành Cho Thiếu Nhi (Tái Bản 2021),https://salt.tikicdn.com/cache/280x280/ts/product/bf/90/b4/8c029f25f31c638943301da6cc014c11.jpg,Âm nhạc,"Gần nửa thế kỉ qua, các thế hệ thiếu nhi nước ta đã thuộc, đã hát không ít những bài hát của nhạc sĩ Phạm Tuyên. Nhiều người khi trưởng thành vẫn coi đó như những kỉ niệm bằng âm thanh của một tuổi th...",63000.0,20.5 x 18.5 cm,168.0,Phạm Tuyên,,,,,Cánh Én Tuổi Thơ - Những Ca Khúc Hay Nhất Dành Cho Thiếu Nhi (Tái Bản 2021),https://salt.tikicdn.com/cache/280x280/ts/product/bf/90/b4/8c029f25f31c638943301da6cc014c11.jpg,Âm nhạc,Phạm Tuyên,"Gần nửa thế kỉ qua, các thế hệ thiếu nhi nước ta đã thuộc, đã hát không ít những bài hát của nhạc sĩ Phạm Tuyên. Nhiều người khi trưởng thành vẫn coi đó như những kỉ niệm bằng âm thanh của một tuổi th...",63000.0,NXB Kim Đồng,2021-01-01 00:00:00,Bìa gập,168.0,Nhà Xuất Bản Kim Đồng,20.5 x 18.5 cm,,
201,Đờn Ca Tài Tử Nam Bộ - Khảo & Luận ( Tái Bản ),https://salt.tikicdn.com/cache/280x280/ts/product/5a/23/7f/b19d8b68325ab726277f6b6f6eeafe2f.jpg,Âm nhạc,"Quyển ĐỜN CA TÀI TỬ NAM BỘ KHẢO VÀ LUẬN của Nguyễn Phúc An ra đời đúng với sự mong đợi của các tầng lớp nhạc sĩ và nhạc sinh âm nhạc dân tộc Việt Nam, đặc biệt là giới mộ điệu nhạc tài tử Nam bộ! Thật...",112000.0,15 x 23 cm,400.0,Nguyễn Phúc Ân,,,,,Đờn Ca Tài Tử Nam Bộ - Khảo & Luận ( Tái Bản ),https://salt.tikicdn.com/cache/280x280/ts/product/5a/23/7f/b19d8b68325ab726277f6b6f6eeafe2f.jpg,Âm nhạc,Nguyễn Phúc Ân,"Quyển ĐỜN CA TÀI TỬ NAM BỘ KHẢO VÀ LUẬN của Nguyễn Phúc An ra đời đúng với sự mong đợi của các tầng lớp nhạc sĩ và nhạc sinh âm nhạc dân tộc Việt Nam, đặc biệt là giới mộ điệu nhạc tài tử Nam bộ! Thật...",112000.0,NXB Tổng Hợp,2019-10-01 00:00:00,Bìa mềm,400.0,,15 x 23 cm,,
202,Combo Những Nhà Soạn Nhạc Thiên Tài : Mozart + Beethoven: Âm Nhạc & Cuộc Đời,https://salt.tikicdn.com/cache/280x280/ts/product/e4/2d/f2/1ca11ec47bee29352758b1ceac8f7408.JPG,Âm nhạc,"MozartCuốn sách Mozart của Maynard Solomon dựa trên sự vượt trội về nguồn tư liệu, trong đó có nhiều tư liệu chưa từng xuất hiện trong bất kỳ tiểu sử nào trước đó về nhà soạn nhạc vĩ đại này. Cuốn sá...",679680.0,,,"Lewis Lockwood,Maynard Solomon",,,,,Combo Những Nhà Soạn Nhạc Thiên Tài : Mozart + Beethoven: Âm Nhạc & Cuộc Đời,https://salt.tikicdn.com/cache/280x280/ts/product/e4/2d/f2/1ca11ec47bee29352758b1ceac8f7408.JPG,Âm nhạc,"Lewis Lockwood,Maynard Solomon","MozartCuốn sách Mozart của Maynard Solomon dựa trên sự vượt trội về nguồn tư liệu, trong đó có nhiều tư liệu chưa từng xuất hiện trong bất kỳ tiểu sử nào trước đó về nhà soạn nhạc vĩ đại này. Cuốn sá...",679680.0,Alphabooks,,Bìa cứng,,Nhà Xuất Bản Dân Trí,,,
203,108 Ca Khúc Truyền Thống Hội - Đoàn - Đội (Không CD),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img747_3.jpg,Âm nhạc,108 Ca Khúc Truyền Thống Hội - Đoàn - Đội Cuốn sách tuyển chọn 108 ca khúc truyền thống thường được sử dụng trong các buổi sinh hoạt Hội - Đoàn - Đội. Hy vọng  mỗi bài hát trong cuốn sách sẽ tiếp tục...,52200.0,19 x 27 cm,191.0,Nhiều Tác Giả,,,,,108 Ca Khúc Truyền Thống Hội - Đoàn - Đội (Không CD),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img747_3.jpg,Âm nhạc,Nhiều Tác Giả,108 Ca Khúc Truyền Thống Hội - Đoàn - Đội Cuốn sách tuyển chọn 108 ca khúc truyền thống thường được sử dụng trong các buổi sinh hoạt Hội - Đoàn - Đội. Hy vọng  mỗi bài hát trong cuốn sách sẽ tiếp tục...,52200.0,Huy Hoàng Bookstore,2013-09-20 00:00:00,Bìa mềm,191.0,,19 x 27 cm,,
204,Combo Sách Dành Cho Người Yêu Nghệ Thuật:  Câu Chuyện Nghệ Thuật - The Story Of Art + Beethoven: Âm Nhạc Và Cuộc Đời,https://salt.tikicdn.com/cache/280x280/ts/product/f0/e7/d3/7d06daa2f97f3716f355517b2f353ab0.JPG,Âm nhạc,"Câu Chuyện Nghệ Thuật - The Story Of Art“The Story of Art"" (Câu Chuyện Nghệ Thuật) được in lần đầu năm 1950 và trong 70 năm qua, được dịch ra gần 30 thứ tiếng và hơn tám triệu bản đã được bán ra trên...",1290000.0,,,"E.H.Gombrich,Lewis Lockwood",,,,,Combo Sách Dành Cho Người Yêu Nghệ Thuật:  Câu Chuyện Nghệ Thuật - The Story Of Art + Beethoven: Âm Nhạc Và Cuộc Đời,https://salt.tikicdn.com/cache/280x280/ts/product/f0/e7/d3/7d06daa2f97f3716f355517b2f353ab0.JPG,Âm nhạc,"E.H.Gombrich,Lewis Lockwood","Câu Chuyện Nghệ Thuật - The Story Of Art“The Story of Art"" (Câu Chuyện Nghệ Thuật) được in lần đầu năm 1950 và trong 70 năm qua, được dịch ra gần 30 thứ tiếng và hơn tám triệu bản đã được bán ra trên...",1290000.0,Alphabooks,,Bìa cứng,,Nhà Xuất Bản Dân Trí,,,
