tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Tự Học Java 6 Trong 21 Ngày - Tập 2,https://www.vinabook.com/images/thumbnails/product/240x/20818_p27240.jpg,Lập trình web,"  Thông tin tác giả    Lưu Nguyễn Tấn Đạt 
                                                                                                                                            Lưu Nguyễn Tấn Đạt
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tự Học Java 6 Trong 21 Ngày - Tập 2:Bộ sách ""Tự Học Java 6 Trong 21 Ngày "" gồm có 2 tập, hướng dẫn người học - đặc biệt là học sinh, sinh viên - về ngôn ngữ lập trình Java và cách sử dụng ngôn ngữ này để tạo các ứng dụng cho bất kỳ môi trường điện toán và các servlet chạy trên các web server.Tập 2 gồm 10 ngày tiếp theo từ 12 đến 21. Tập này đi sâu vào các chủ điểm nâng cao hơn như vẽ các hình dạng và ký tự trên một thành phần giao diện như cửa sổ applet, sử dụng Java Web Star - một kỹ thuật giúp cài đặt các chương trình Java một cách dễ dàng, phản hồi sự nhập liệu từ người dùng, chuỗi hoá các đối tượng, viết các chương trình giao tiếp với Internet, nối kết với các cơ sở dữ liệu quan hệ, đọc và viết các tài liệu RSS bằng cách sử dụng mô hình đối tượng XML (XOM), viết các elient dịch vụ web, và sử dụng các kỹ thuật servlet và Java Server Page để viết các ứng dụng Java chạy trên các web server.Sách được bố cục rõ ràng, có phần hỏi và đáp và trắc nghiệm ở cuối mỗi ngày học để người học tự mình ôn lại những điểm chính đã học được trong ngày, đồng thời làm thêm các bài tập để mở rộng kiến thức về Java.Giờ đây bạn đã được giới thiệu về Java, đến lúc hãy áp dụng một số khái niệm này và tạo chương trình Java đầu tiên của bạn.Nếu bạn làm việc qua 21 ngày của sách này, bạn sẽ rất thành thạonhững tính năng của Java, bao gồm đồ hoạ, nhập xuất file, phát triển ứng dụng Web, xử lý Extensible Markup Language và kết nối cơ sở dữ liệu. Bạn sẽ viết các chương trình chạy trên các trang web và các chương trình khác chạy trên các trang web server và các môi trường điện toán khác.Trước khi bắt đầu, bạn phải có phần mềm trên máy tính dùng để biên tập, biên dịch và chạy các chương trình Java vốn sử dụng phiên bản cập nhật của ngôn ngữ Java 6.Một số môi trường phát triển tích hợp thông dụng cho sự hỗ trợ Java phiên bản 6 bao gồm Borland Jbuilder, IntelliJ IDEA, và Eclipse.Những môi trường này được đề nghị bởi các nhà phát triển Java nhưng nếu bạn học sử dụng những công cụ này cùng thời điểm bạn đang học Java, đây có thể là một công việc gây nản lòng. Hầu hết những môi trường phát triển tích hợp nhắm chủ yếu vào các nhà lập trình có kinh nghiệm, những người muốn làm việc hiệu quả hơn, chứ không phải những người mới lần đầu thâm nhập vào một ngôn ngữ mới.Mục lục:Tuần 2 (Tiếp theo tập 1): Thư viện lớp JavaNgày 12: Phản hồi sự nhập liệu từ người dùngNgày 13: Sử dụng màu, các Font và đồ hoạNgày 14: Phát triển các ứng dụng SwingTuần 3: Lập trình JavaNgày 15: Làm việc với dữ liệu nhập và xuất Ngày 16: Chuỗi hoá và kiểm tra các đối tượngNgày 17: Giao tiếp qua InternetNgày 18: Truy cập các cơ sở dữ liệu với JDBCNgày 19: Đọc và viết các Feed RSSNgày 20: Các dịch vụ Web XMLNgày 21: Viết các Servlet Java và trang Server JavaPhụ lục A: Sử dụng Java Development KitPhụ lục B: Lập trình với Java Development KitMời bạn đón đọc. ",55.0, 16x24 cm , 02/2008 , Nhân Văn , NXB Hồng Đức ,322.0, Lưu Nguyễn Tấn Đạt ,,
Hướng Dẫn Tự Học Dreamweaver CS3 - Các Kỹ Năng Cơ Bản Cho Người Mới Bắt Đầu,https://www.vinabook.com/images/thumbnails/product/240x/22675_29114.jpg,Lập trình web,"  Thông tin tác giả    Trịnh Quốc Tiến     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bạn là người mới bắt đầu và bạn muốn thiết kế một Website gia đình thật ấn tượng. Bạn nhận được công việc mới và cần học nhanh Dreamweaver. Hoặc bạn đang sử dụng thành thạo một chương trình khác và bây giờ muốn chuyển sang công cụ thiết kế Web hàng đầu của Macromedia. Cuốn sách “hướng dẫn tự học Dreamweaver CS3” sẽ giúp bạn đạt được điều mà bạn mong muốn một cách nhanh chóng và dễ dàng. Sách gồm 20 chương, hướng dẫn những người mới bắt đầu tự học các phương pháp thiết kế và xây dựng Website với Dreamweaver CS3 sao cho thật chính xác, ấn tượng và đầy đủ các thành phần bao gồm cả Website tĩnh và động. Với nội dung được trình bày rõ ràng ngắn gọn, người học sẽ dễ dàng nắm vững các khái niệm lý thuyết và phương pháp thực hành thực tế để thiết kế Web như trang bị hộp công cụ công nghệ cho Dreamweaver CS3, tổ chức nội dung, chuẩn bị hình ảnh, thiết lập site, tạo template, kết nối các link và xuất bản site lên Web. Hy vọng với phương pháp học bằng thực hành và các giải pháp thiết kế được nêu ra trong sách này, bạn đọc sẽ nắm vững cách xây dựng Website và nguyên tắc làm sao để các Website mà mình tạo ra trở nên hoạt động và thu hút được người tham quan. Mục lục: Chương 1: Trang bị hộp công cụ công nghệ cho Dreamweaver CS3 Chương 2: Hosting website Chương 3: Tổ chức nội dung Chương 4: Phác hoạ giao diện Chương 5: Chuẩn bị hình ảnh cho Web Chương 6: Hoạch định cách trình bày về Text Chương 7: Thiết lập site Chương 8: Mở một trang mới Chương 9: Thiết kế với các bảng Chương 10: Thiết kế với các lớp Chương 11: Tạo các template Chương 12: Tạo một Stylesheet Chương 13: Thêm một thanh định hướng Chương 14: Thêm Text Chương 15: Thêm hình ảnh Chương 16: Thêm nội dung Flash Chương 17: Kết nối các link Chương 18: Tạo các Form Chương 19: Tính chỉnh, Test và xử lý sự cố Chương 20: Xuất bản Site lên Web Phụ lục A: Các thẻ HTML Phụ lục B: Các định nghĩa Style CSS Phụ lục CL: Các Event Handler JavaScript Bảng chú giải. Mời bạn đón đọc. ",61.0, 16x24 cm , 06/2008 , Nhân Văn , NXB Hồng Đức ,358.0, Trịnh Quốc Tiến , Bìa mềm ,
Tự Học Java 6 Trong 21 Ngày - Tập 1,https://www.vinabook.com/images/thumbnails/product/240x/20817_p27239.jpg,Lập trình web,"  Thông tin tác giả    Lưu Nguyễn Tấn Đạt 
                                                                                                                                            Lưu Nguyễn Tấn Đạt
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tự Học Java 6 Trong 21 Ngày - Tập 1:Bộ sách ""Tự Học Java 6 Trong 21 Ngày "" gồm có 2 tập, hướng dẫn người học - đặc biệt là học sinh, sinh viên - về ngôn ngữ lập trình Java và cách sử dụng ngôn ngữ này để tạo các ứng dụng cho bất kỳ môi trường điện toán và các servlet chạy trên các web server.Tập 1 gồm các ngày từ 1 đến 11, trình bày những vấn đề căn bản về chính ngôn ngữ Java là gì, tại sao phải học ngôn ngữ này và cách tạo phần mềm bằng phương pháp lập trình mới theo hướng đối tượng; cách sử dụng các kiểu dữ liệu, các biến và biểu thức; khai thác các mối tạo căn bản của bất kỳ chương trình Java, các ngoại lệ, các cấu trúc dữ liệu, cách tạo một giao diện người dùng đồ hoạ và sử dụng các lớp hữu dụng nhất do Sun tạo ra trong các chương trình Java riêng của bạn.Sách được bố cục rõ ràng, có phần hỏi và đáp và trắc nghiệm ở cuối mỗi ngày học để người học tự mình ôn lại những điểm chính đã học được trong ngày, đồng thời làm thêm các bài tập để mở rộng kiến thức về Java.Giờ đây bạn đã được giới thiệu về Java, đến lúc hãy áp dụng một số khái niệm này và tạo chương trình Java đầu tiên của bạn.Nếu bạn làm việc qua 21 ngày của sách này, bạn sẽ rất thành thạonhững tính năng của Java, bao gồm đồ hoạ, nhập xuất file, phát triển ứng dụng Web, xử lý Extensible Markup Language và kết nối cơ sở dữ liệu. Bạn sẽ viết các chương trình chạy trên các trang web và các chương trình khác chạy trên các trang web server và các môi trường điện toán khác.Trước khi bắt đầu, bạn phải có phần mềm trên máy tính dùng để biên tập, biên dịch và chạy các chương trình Java vốn sử dụng phiên bản cập nhật của ngôn ngữ Java 6.Một số môi trường phát triển tích hợp thông dụng cho sự hỗ trợ Java phiên bản 6 bao gồm Borland Jbuilder, IntelliJ IDEA, và Eclipse.Những môi trường này được đề nghị bởi các nhà phát triển Java nhưng nếu bạn học sử dụng những công cụ này cùng thời điểm bạn đang học Java, đây có thể là một công việc gây nản lòng. Hầu hết những môi trường phát triển tích hợp nhắm chủ yếu vào các nhà lập trình có kinh nghiệm, những người muốn làm việc hiệu quả hơn, chứ không phải những người mới lần đầu thâm nhập vào một ngôn ngữ mới.Mục Lục:Tuần 1: Ngôn ngữ JavaNgày 1: Khởi đầu với JavaNgày 2: Nhập môn về lập trìnhNgày 3: Làm việc với các đối tượngNgày 4: Các list, lôgic và vòng lặpNgày 5: Tạo các lớp và phương thứcNgày 6: Các gói, giao diện và các tính năng lớp khácNgày 7: Các ngoại lệ, khẳng định, và luồng.Tuần 2: Thự viện lớp JavaNgày 9: Tạo một ứng dụngNgày 10: Xây dựng một giao diện swingNgày 11: Sắp xếp các thành phần trên một giao diện người dùng.Mời bạn đón đọc. ",55.0, 16x24 cm , 02/2008 , Nhân Văn , NXB Hồng Đức ,328.0, Lưu Nguyễn Tấn Đạt ,,
Microsoft Office Expression Web - Thiết Kế Trang Web Một Cách Nhanh Chóng Theo Phong Cách Chuyên Nghiệp,https://www.vinabook.com/images/thumbnails/product/240x/20209_p26628.jpg,Lập trình web,"  Thông tin tác giả    Phạm Thanh Phong 
                                                                                                                                            Phạm Thanh Phong
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Microsoft Office Expression Web - Thiết Kế Trang Web Một Cách Nhanh Chóng Theo Phong Cách Chuyên Nghiệp (Từ Office 2007 Chương Trình Frontpage Sẽ Được Thay Thế Bằng Expression Web) Dành Cho Ngừơi Mới Bắt ĐầuMicrosoft Office Expression Web là một chương trình hoàn toàn mới cung cấp các công cụ mạnh, trực quan nhằm giúp tạo nhanh các Web site chuyên nghiệp và hỗ trợ tối đa các tiêu chuẩn Web.Sách được bố cục rõ ràng, hình ảnh minh hoạ cụ thể theo từng bước thực hiện. Đặc biệt phần nội dung và các thủ thụât giải thích rõ tất cả mọi tính năng hay và tuỳ chọn chính của Expression Web nhằm giúp bạn hiểu và nắm vững cách sử dụng chúng.Mục Lục:Chương 1: Khám phá Expression WebMở và đóng Expression WebSử dụng cửa sổ chínhXác lập kích thước trangSử dụng các ô tác vụSử dụng các thanh công cụSử dụng Visual AidsChương 2: Tạo Site Expression WebTạo các Site trên tập mẫuThay thế nội dung trên các Site dựa trên tập mẫuĐể thay thế nội dung tập mẫu bằng nội dung của riêng bạnXoá hay thêm các trang vào các Site tập mẫuNhập một Web siteLàm việc với các Web siteChuyển đổi kiểu xem Web siteChương 3: Làm việc với các trangChương 4: Làm việc với TextChương 5: Làm việc với hình ảnhChương 6: Tạo các liên kếtChương 7: Tạo style với CSSChương 8: ạo bố cục với CSSChương 9: Thêm các Behavior tương tácChương 10: Thêm TableChương 11: Thêm FormChương 12: Xuất bản Site lên Web.Mời bạn đón đọc.
                                                										",59.0, 16x24 cm , 12/2007 , Nhân Văn , NXB Hồng Đức ,348.0, Phạm Thanh Phong ,,
Java Cơ Bản,https://www.vinabook.com/images/thumbnails/product/240x/19703_p26120.jpg,Lập trình web,"  Thông tin tác giả    Nguyễn Văn Khoa 
                                                                                                                                            Nguyễn Văn Khoa
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chuyên đề Java Cơ Bản cung cấp những kiến thức nền tản về java, giúp bạn có cái nhìn mới về ngôn ngữ này, đồng thời trang bị kiến thứcđể các bạn tiếp tục học java trong những chuyên đề sắp tới.Nội Dung:Phần 1: Giới thiệu về java.Phần 2: Cài đặt môi trường, set biến và công cụ lập trình.Phần 3: Viết ứng dụng java căn bản.Phần 4: Những kiến thức cần thiết về java.Phần 5: Cú pháp java căn bản.Phần 6: Các công cụ lập trình java phổ biến.Mời bạn đón đọc. ",8.5, 19x27 cm , 11/2007 , Đất Việt , NXB Hồng Đức ,36.0, Nguyễn Văn Khoa ,,
Hướng Dẫn Tự Học Microsoft Office Word  2007,https://www.vinabook.com/images/thumbnails/product/240x/19794_p26211.jpg,Lập trình web,"  Thông tin tác giả    Ban Biên Tập 
                                                                                                                                            Ban Biên Tập
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Hướng Dẫn Tự Học Microsoft Visual C# 2005 Trong 24hMời bạn đón đọc.
                                                										",65.0, 16x24 cm , 2007 , Huy Hoàng , Nxb Từ điển Bách khoa ,433.0, Ban Biên Tập ,,
Những Phần Mềm Tiện Ích Cho Phần Cứng,https://www.vinabook.com/images/thumbnails/product/240x/19463_p25880.jpg,Lập trình web, Những Phần Mềm Tiện Ích Cho Phần CứngNội Dung:Chương 1: Giới thiệu phần mềm tiện ích cho phần cứng.Chương 2: Giám sát đĩa cứng với HARD DRIVE INSPECTORChương 3: Kiểm tra tốc độ đĩa cứng với HD TECH RWChương 4: Sao lưu DRIVER với WINDRIVER GHOSTChương 5: Quản lý bộ nhớ với RAM SAVERChương 6: Tăng tốc hệ thống với MEMTURBO.Mời bạn đón đọc. ,8.0, 19x27 cm , 08/2007 , Đất Việt , NXB Hồng Đức ,33.0,,,
Kỹ Thuật Lập Trình Web Với Ajax,https://www.vinabook.com/images/thumbnails/product/240x/19460_p25877.jpg,Lập trình web,"  Thông tin tác giả    Phạm Trung Kiên 
                                                                                                                                            Phạm Trung Kiên
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Kỹ Thuật Lập Trình Web Với AjaxNội DungChương 1: Tổng quan về AJAXChương 2: AJAX cơ bảnChương 3: : AJAX nâng caoChương 4: Lập trình AJAX với viện AJAX.NET1. Tìm hiểu Ajax.Net2. Tạo dự án3. Thiết lập thư viện Ajax.Net4. Xây dựng hàm ở Server5. Sử dụng hàm ở Client6. Sử dụng Session7. Gửi dữ liệu đến Server và sử dụng mã UnicodeChương 5: Các thư viện khác cho AJAX.  ",7.5, 19x27 cm , 08/2007 , Đất Việt , NXB Hồng Đức ,32.0, Phạm Trung Kiên ,,
Các Giải Pháp Lập Trình ASP.NET 2.0 - Tập 2 (Dùng Kèm Đĩa),https://www.vinabook.com/images/thumbnails/product/240x/19045_p25462.jpg,Lập trình web," Các Giải Pháp Lập Trình ASP.NET 2.0 - Tập 2 (Dùng Kèm Đĩa):Các giải pháp lập trình ASP.Net 2.0 là quyển sách hoàn hảo cho những ai muốn tìm hiểu nhanh các tính năng và công cụ mới trong phiên bản 2.0 của ASP.Net. Bạn có thể đọc một quyển sách viết theo lối truyền thống, và mất nhiều thời gian để nghĩ xem phải làm gì để viết một phần mềm cho ra trò. Nhưng nếu sử dụng quyển sách này, bạn có thể hiểu và thử nghiệm các dự án vô cùng thiết thực chỉ trong một thời gian ngắn.ASP.Net 2.0 là một công nghệ ""nóng"", là sự kế tục và cải tiến mạnh so với phiên bản 1.1 nhờ vào một số tính năng hấp dẫn nhắm đến việc trang bị cho nhà phát triển web các công cụ cần cho phần lớn các dự án. Các công cụ này bao gồm các điều kiểm đăng nhập mới, cho phép nhà phát triển nhanh chóng kéo và thả một bộ các điều kiểm lên bề mặt thiết kế, thiết lập một vài thuộc tính, và có ngay một hệ thống bảo mật. Một tính năng mới khác là những cải tiến cho giao diện người dùng lúc thiết kế nhằm kết các điều kiểm dữ liệu. Các điều kiểm hấp dẫn khác cũng tồn tại, nhưng không phải là mục tiêu của cách này. Chúng ta chỉ dừng lại ở một số thay đổi đã được kiến lập trong ASP.Net 2.0, bao gồm kiến trúc của các website, tốc độ của các yêu cầu trang, việc quản lý thông tin có trạng thái, và hiệu quả phát triển toàn diện. Nếu bạn đã chọn ASP.Net 2.0, ắt nỗ lực lập trình của bạn sẽ dễ dàng hơn rất nhiều.Sách này lý tưởng cho bất kỳ lập trình viên nào đã có kinh nghiệm với .Net và muốn tìm hiểu công nghệ mới. Bất kỳ ai đã có kinh nghiệm với .Net 1.1 hoặc đã từng hiện thực các giải pháp quy mô toàn phần sẽ là ứng viên hoàn hảo để lĩnh hội tất cả các tư liệu trong quyển sách này. Bạn sẽ có những hiểu biết tổng quát về cách làm việc của một cơ sở dữ liệu cơ bản, cùng với những kinh nghiệm trong việc phát triển phần mềm để truy xuất một đối tượng cơ sở dữ liệu, chẳng hạn một thủ tục tồn trữ.Lối tiếp cận hay nhất đối với người đọc là tìm ra một chương mà mình quan tâm và nhảy đến đó. Không một kiến thức nào bị mất khi đọc theo lối cảm hứng như thế. Điều này có nghĩa đây là một sách hướng dẫn hữu ích và cũng là một sách tra cứu nhanh nhằm đào sâu mã lệnh và học thật nhanh.Các chương hoàn toàn độc lập và là những bản hiện thực khác nhau với nhiều tính năng trùng lắp. Một số chương có thể lặp lại một khái niệm cho một quy trình nào đó khá rườm rà, trong khi một số chương có thể lệch hướng khỏi các tính năng và lối sử dụng nhất quán nhằm cung cấp một lối tiếp cận bình thường cho những đòi hỏi đăc trưng của website. Trong một số trường hợp cần một sự lý giải đầy đủ về một đề tài đã được thảo luận, bạn sẽ nhận thấy có một chương trước đó đã mô tả đề tài này một cách rất chi tiết.Sách này bao gồm 12 dự án và bạn có thể sử dụng ngay chỉ với một ít cài đặt. Mỗi dự án đều có các chỉ dẫn cài đặt mã nguồn vào máy cục bộ. Mục tiêu của chương và mã lệnh dự án đi kèm là giúp bạn hiểu và nhanh chóng hiệu chỉnh dự án để cải tiến hay hiện thực một số tính năng. Qua những bài học được lặp đi lặp lại, bạn sẽ biết nhiều hơn về lối thiết kế và tạo các dự án trong phiên bản 2.0 của ASP.Net. Sách này khảo sát một số tiến bộ vượt bậc từ phiên bản 1.1 nhưng không ở mức chi tiết. Hầu hết mã lệnh và tư liệu đã được ""cân đo"" với mục đích lý giải các khái niệm trong phiên bản 2.0 một cách trọn vẹn.Mời bạn đón đọc. ",90.0," 18x25,5 cm ", 10/2007 , Đất Việt , NXB Hồng Đức ,376.0,,,
100 Bài Tập Và Giải Pháp Gỡ Rối Với Java,https://www.vinabook.com/images/thumbnails/product/240x/18827_p25244.jpg,Lập trình web,"  Thông tin tác giả    Công Tuân 
                                                                                                                                            Công Tuân
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     100 Bài Tập Và Giải Pháp Gỡ Rối Với Java:Java là ngôn ngữ lập trình hướng đối tượng, do vậy không thể dùng Java để viết một chương trình hướng chức năng. Java có thể giải quyết hầu hết các công việc mà các ngôn ngữ khác có thể làm được.Java là ngôn ngữ lập trình mới do một nhóm nhỏ các nhà khoa học của hãng Sun Microsystems sáng tạo nên. Theo như truyền thuyết của những người tạo ra ngôn ngữ này, thoạt tiên Java được gọi là Oak và người ta định dùng nó để lập trình cho bộ TV (set-top box). Tất cả các khả năng hiện tại cũng như lời đao to búa lớn chỉ mới có sau này. Từ nền tảng Oak lúc đó, hãng Sun đã phát triển cả một chi nhánh tên là JavaSoft.Về kỹ thuật, Java chỉ là ngôn ngữ lập trình nhưng có mục tiêu rất xa: nó cho phép lập trình viên tạo các bản sao chương trình mà người dùng có thể chạy trên hầu hết các hệ máy và hệ điều hành. Khả năng này thường được gọi là ""viết một lần, chạy mọi nơi"" ( write o­nce, run anywhere) là một lợi thế cực lớn. Nó biến Java thành công nghệ chủ chốt trong máy tính mạng (NC) và là thành phần sống còn của lập trình Web.Ứng dụng (app) là một chương trình độc lập mà bạn có thể chạy trên máy của mình. Các ứng dụng phi-Java có rất nhiều, trong đó có cả tá bạn đang dùng như Microsoft Word hay Excel. Cho đến nay mới có rất ít ứng dụng Java. Java applet thường chỉ là các chương trình nhỏ hơn bạn nhiều. Chúng chỉ chạy bên trong trình duyệt Web của bạn.Mục lục:Giải pháp JavaJava app (ứng dụng Java) và Java appletSự phát triển của JavaMáy ảo Java (JVM-java Virtual Machine)Quản lý bộ nhớ và dọn rácQuá trình kiểm tra file. classBộ công cụ phát triển JDK (Java Development Kit)Trình biên dịch.'javac'Trình thông dịch,'java'",35.0, 14.5x20.5 cm , 09/2007 , Minh Lâm , Nxb Văn hóa Thông tin ,296.0, Công Tuân , Bìa mềm ,
Học Và Thực Hành Thiết Kế Web Chuyên Nghiệp Với Macromedia Dreamweaver,https://www.vinabook.com/images/thumbnails/product/240x/18936_p25353.jpg,Lập trình web,"  Thông tin tác giả    Mạnh Hải 
                                                                                                                                            Mạnh Hải
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Mạnh Hùng 
                                                                                                                                            Mạnh Hùng
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						 Học Và Thực Hành Thiết Kế Web Chuyên Nghiệp Với Macromedia Dreamweaver Làm quen với Macromedia Dreamweaver MX, tạo trang web, thiết kế giao diện trong web, xuất bản web ",32.0, 14.5x20.5 cm , 09/2007 , Minh Lâm , Nxb Văn hóa Thông tin ,280.0," Mạnh Hải , Mạnh Hùng ", Bìa mềm ,
200 Bước Hướng Dẫn Thiết Kế Web Sống Động Và Theo Phong Cách Của Bạn,https://www.vinabook.com/images/thumbnails/product/240x/18693_p25109.jpg,Lập trình web,"  Thông tin tác giả    Nguyễn Thanh Hải 
                                                                                                                                            Nguyễn Thanh Hải
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Ninh Đức Hùng 
                                                                                                                                            Ninh Đức Hùng
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     200 Bước Hướng Dẫn Thiết Kế Web Sống Động Và Theo Phong Cách Của Bạn:Xác định mục tiêu cơ bản của web site:Trước tiên cần có một tuyên bố khái quát ngắn và rõ ràng cho các mục tiêu của web site, điều đó sẽ giúp đỡ rất nhiều cho công việc thiết kế. Nó là điểm xuất phát để chúng ta mở rộng đến các mục tiêu chính, và cũng là một công cụ hữu hiệu để đánh giá sự thành công của một web site. Xây dựng một web site là cả một quá trình liên tục, nó không đơn thuần chỉ là một dự án duy nhất, một lần với các thông tin tĩnh. Việc biên tập, quản lý và duy trì kỹ thuật dài hạn nhất định phải bao trùm lên kế hoạch xây dựng web site. Thiếu điều này, tương lai của một web site sẽ cùng số phận giống như bao nhà văn, nhà báo, đầy lòng say mê buổi ban đầu, nhưng chẳng có kết quả cuối cùng nào cả.Tham khảo:Các web site tham khảo được thiết kế tốt cho phép người đọc nhanh chóng đi thẳng vào vấn đề, tìm cái họ cần và sau đó dễ dàng in hoặc lưu giữ cái họ tìm thấy. Thông thường thông tin không phải là các ""câu chuyện"", do đó cấu trúc của nó hoàn toàn không có trình tự. Cấu trúc menu, nội dung nhất định phải được tổ chức cẩn thận để hỗ trợ tìm kiếm, thu nhận nhanh, để lưu giữ các file, in ấn khi cần. Cần giữ các hình ảnh đồ hoạ nhỏ để thời gian nạp xuống nhanh, và chúng ta cũng nên nghiên cứu, áp dụng phần mềm tìm kiếm thay vì chỉ cung cấp một danh sách các liên kết. Thời gian liên kết càng ngắn càng tốt.Mục lục:Thiết kế web - các bước khởi đầuSử dụng công cụ cơ bản HTMLVí dụ về hàmThiết kế web sử dụng ngôn ngữ PerlSử dụng XMLNgôn ngữ PHPMã lệnh hay trong thiết kế Web sinh độngSinh động trang web với JavaHướng dẫn thiết kế một số mẫu WebSử dụng Web PublisherTạo ForumMời các bạn đón đọc. ",37.0, 14.5x20.5 cm , 09/2007 , Minh Lâm , Nxb Văn hóa Thông tin ,308.0," Nguyễn Thanh Hải , Ninh Đức Hùng ",,
Sổ Tay Tin Học - Lập Trình Java,https://www.vinabook.com/images/thumbnails/product/240x/18239_p24655.jpg,Lập trình web,"  Thông tin tác giả    Trần Phú Tài 
                                                                                                                                            Trần Phú Tài
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nội Dung:Phần I: Hướng dẫn cài đặt JDK 1.3 và TEXTPAD 4.2Phần 2: Cách tiếp cận ngôn ngữ JavaChương 1: Tổng quan về ngôn ngữ JavaChương 2: Các thành phần của ngôn ngữ JavaChương 3: Biểu thức và các phép toánChương 4: Cấu trúc điều kiệnChương 5: Mảng (Array)Chương 6: Method, Class and ObjectChương 7: Chuỗi ký tựChương 8: FileChương 9: Giao dịch đồ họaChương 10: Chương trình độc lập trong Java.Mời bạn đón đọc.",12.0, 10x14 cm , 2003 , Đất Việt , Nxb Thống kê ,180.0, Trần Phú Tài ,,
Thiết Kế Web Động Với PHP5,https://www.vinabook.com/images/thumbnails/product/240x/18639_p25055.jpg,Lập trình web,"  Thông tin tác giả    STEVEN HOLZNER 
                                                                                                                                            STEVEN HOLZNER
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Thiết Kế Web Động Với PHP5
                                                										",57.0, 16x24 cm , 12/2005 , Fahasa , Nxb Thống kê ,380.0, STEVEN HOLZNER ,, Gia Việt 
"CompTIA A+ Hướng Dẫn Về Phần Cứng: Quản Lý, Bảo Trì Và Xử Lý Sự Cố (Phiên Bản Lần 5)",https://www.vinabook.com/images/thumbnails/product/240x/49206_55749.jpg,Phần cứng,"  Thông tin tác giả    Jean Andrews, Ph.D     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả      CompTIA A+ Hướng Dẫn Về Phần Cứng: Quản Lý, Bảo Trì Và Xử Lý Sự CốTheo đuổi triết lý đào tạo Thực học - Thực nghiệm và phương pháp đào tạo qua dự án (project-based training), chúng tôi chọn dịch kỹ lưỡng cuốn giáo trình này vì nội dung sách kết hợp cả lý thuyết và hướng dẫn thực hành chi tiết, bao gồm:- Kiến thức tổng hợp toàn diện và tài liệu thực hành cuối mối chương.- Các hướng dẫn từng bước về cài đặt, bảo trì, tối ưu hiệu năng hệ thống và gỡ lỗi.- Chuỗi hình ảnh, bản vẽ và ảnh chụp màn hình hỗ trợ minh họa từng bước.- Bài tập thực hành chuyên sâu cuối mỗi chương.- Các video clip minh họa nội dung.Với những ưu việt trên, giáo trình này đã được FPT Polytechnic trực thuộc Đại học FPT mua quyền dịch từ Nhà xuất bản uy tín Cengage và độc quyền phân phối, bổ sung vào Tủ sách bản quyền FPT Polytechnic một cuốn giáo trình quý cho sinh viên FPT Polytechnic cùng các bạn trẻ yêu công nghệ thông tin ở VIệt Nam.Mời bạn đón đọc. ",195.0, 19 x 27 cm , 09/2012 , Alpha books , NXB Tri thức ,506.0," Jean Andrews, Ph.D ", Bìa mềm , FPT Polytechnic 
"Hướng Dẫn Mua Linh Kiện, Cách Sử Dụng Máy Laptop - Tập 1",https://www.vinabook.com/images/thumbnails/product/240x/31232_37760.jpg,Phần cứng,"  Thông tin tác giả    Lê Kim Ngân     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bộ sách ""Hướng dẫn mua linh kiện, cách sử dụng máy Laptop cho hiệu quả"" gồm 2 tập, được biên soạn nhằm mục đích hướng dẫn những người sắp sửa mua máy tính Laptop tìm hiểu cách lựa chọn linh kiện sao cho có được máy tính laptop với cấu hình tốt nhất, phù hợp với túi tiền mình đang có. Đồng thời qua đó hướng dẫn thêm cách lắp ráp, cài đặt, sử dụng và sửa chữa máy tính laptop.Tập 1 bao gồm những nội dung sau:- Chọn mua máy tính laptop tốt nhất có thể- Lắp ráp và cài đặt máy tính laptop- Thực hiện các thao tác Windows căn bản- Sử dụng các ứng dụng phổ biếnVới những nội dung này kèm theo hướng dẫn chi tiết được trình bày đầy đủ cuốn sách sẽ là một tài liệu tham khảo rất bổ ích không chỉ cho những người đã và đang sử dụng máy tính laptop, mà còn dành cho những ai mong muốn học tập cách sử dụng và sửa chữa máy tính laptop.Mời bạn đón đọc.  ",49.0, 16 x 24 cm , 11/2009 , Nhân Văn , NXB Hồng Đức ,292.0, Lê Kim Ngân , Bìa mềm ,
