tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
3 Bước Tự Thiết Kế Phong Thủy,https://www.vinabook.com/images/thumbnails/product/240x/43059_49602.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Thái Thứ Lang     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Phong thuỷ nhà ở là một học vấn liên quan đến sự quy hoạch và thiết kế môi trường nhà ở của người cổ đại, đã có lịch sử rất lâu đời, trải qua hàng ngàn năm phát triển, phong thuỷ nhà ở đã dần hình thành nên một hệ thống lý luận hoàn chỉnh và nhiều trường phái riêng. Đây là một sản vật văn hoá truyền thống đặc sắc, có ảnh hưởng vô cùng quan trọng đối với việc thiết kế và phát triển nhà ở .Để thiết kế phong thuỷ nhà ở theo khoa học, cần có những bước cụ thể. Cuốn sách này sẽ giúp bạn từng bước tìm hiểu phong thuỷ, cũng như có thể tự thiết kế phong thuỷ cho nhà ở, văn phòng của mình. Qua đó, bạn đọc sẽ tìm thấy những niềm hứng thú riêng và tự tin hơn sau khi sắp xếp và thiết kế mọi thứ hoàn hảo, để công việc và cuộc sống hiệu quả, thoải mái và hạnh phúc.Mời bạn đón đọc. ",165.0, 19 x 27 cm , 12/2011 , Huy Hoàng , NXB Thời Đại ,344.0, Thái Thứ Lang , Bìa cứng ,
Kỹ Thuật Điều Chỉnh Trường Khí Vào Nhà (Thuật Hóa Giải Phong Thủy Nhà) - Tái bản 03/12/2012,https://www.vinabook.com/images/thumbnails/product/240x/43225_49768.jpg,Nhà ở - nội thất,  Thông tin tác giả    GS.TS. Nguyễn Tiến Đích     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Kỹ Thuật Điều Chỉnh Trường Khí Vào Nhà (Thuật Hóa Giải Phong Thủy Nhà)Sách cung cấp cho bạn đọc những kiến thức về điều chỉnh trường khí trong môi trường sống và làm việc.Gồm 9 chương:Chương 1: Yêu cầu trường khí trong nhà và kỹ thuật điều chỉnh.Chương 2: Điều chỉnh trường khí bằng giải pháp tụ khí và dẫn khíChương 3: Điều chỉnh trường khí bằng bố cục hệ cửaChương 4: Điều chỉnh bàn thờ và lò bếpChương 5: Điều chỉnh bằng phương pháp chẻ khí và tách khíChương 6: Điều chỉnh bằng hệ gươngChương 7: Điều chỉnh bằng Phù hiệu và Linh vậtChương 8: Điều chỉnh bằng cảm xạ vật lýChương 9: Nêu một số giải pháp cụ thể điều chỉnh trường khí vào nhàMời bạn đón đọc. ,85.0, 14.5 x 20.5 cm , 03/2012 , NXB Thông Tin và Truyền Thông , Nxb Thông tin & truyền thông ,312.0, GS.TS. Nguyễn Tiến Đích , Bìa mềm ,
Bát Trạch Minh Kính - Bộ Kinh Điển Đầy Đủ Nhất Về Phong Thủy Dương Trạch,https://www.vinabook.com/images/thumbnails/product/240x/43057_49600.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Dương Quân Tùng (Thời Đường)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nếu bạn không muốn sự thiếu hụt về kiến thức Phong thủy kìm hãm bước phát triển của sự nghiệp, vậy thì còn chần chừ gì nữa, hãy nhanh chóng lật giở cuốn sách này và tiếp nhận những tinh hoa trong đó. Với đặc trưng đơn giản, dễ hiểu, dễ thực hành, đây chính là bảo điển Phong thuỷ mà bạn đang tìm kiếm.Nội dung ""Bát trạch minh kính"" chủ yếu dựa vào niên mệnh, Tam nguyên của con người để phán đoán phương vị trạch cát tương ứng với người người đó và phương cát lợi của các sự vật cụ thể như giường, bếp",125.0, 16 x 24 cm , 2012 , Huy Hoàng , NXB Hồng Đức ,384.0, Dương Quân Tùng (Thời Đường) , Bìa mềm ,
Tuyển Tập Các Thiết Kế - Trang Trí Bằng Gỗ - Tập 3,https://www.vinabook.com/images/thumbnails/product/240x/42386_48929.jpg,Nhà ở - nội thất," Tuyển Tập Các Thiết Kế - Trang Trí Bằng Gỗ - Tập 3Bạn đã bao giờ nghĩ đến việc thay đổi những chất liệu trong nhà bằng gỗ chưa? một đường viền gỗ nhỏ phía bên ngoài các tường ốp bằng gạch men sẽ giúp phòng tắm trở nên sinh động và ấn tượng hơn.Bếp ăn, sàn nhà, ghế, bàn, tủ, giường, kệ sách",78.0, 19 x 26 cm , 2010 , Trí Việt , Nxb Trẻ ,160.0,, Bìa mềm ,
Phong Thủy Cho Không Gian Sống,https://www.vinabook.com/images/thumbnails/product/240x/41934_48477.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Treena Dean     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Con người luôn bị một tác động bởi một nguồn năng lượng vô hình vận hành trong mô trường sống. Hiểu và ứng dụng được thuật phong thủy, chúng ta có thể thay đổi cuộc sống một cách đáng kể.Thuật phong thủy đã lý giải rất thuyết phục về nguồn năng lượng vô hình ấy, đồng thời đưa ra những phương cách bài trí nhà cửa, sắp xếp đồ vật giúp không gian sống của mỗi người, cả bên trong lẫn bên ngoài trở nên hài hòa.Bạn có thể bị tràn ngập thông tin về phong thủy giữa một rừng sách vở và không đủ thời gian cũng như sự kiên nhẫn để tìm hiểu sâu về lĩnh vực vốn đã đầy huyền bí này, Phong thủy cho không gian sống sẽ giúp bạn chọn lựa những hiểu biết căn bản và thực tiễn để áp dụng cho ngôi nhà của mình.Mời bạn đón đọc. ",35.0, 13.5 x 21 cm , 12/2011 , Văn Lang , Nxb Mỹ thuật ,144.0, Treena Dean , Bìa mềm , Huỳnh Văn Thanh 
Phong Thủy Thực Hành - Trang Trí Nội Thất Theo Phong Thủy,https://www.vinabook.com/images/thumbnails/product/240x/42301_48844.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Tống Thiều Quang 
                                                                                                                                            Tống Thiều Quang
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Phong thủy học đã có từ rất lâu ở Trung Quốc. Nhưng cùng với sự thay đổi của thời gian, kết cấu nhà ở cổ kim cũng có những thay đổi rất lớn. Chính vì vậy, một số lý luận phong thủy truyền thống không theo kịp thời đại, nếu không qua chỉnh lý chọn lọc e rằng không thể sử dụng được. Vì vậy tôi quyết định viết cuốn sách phong thủy có kết hợp với những điều kiện thực tế của nhà ở hiện nay. Đây cũng là một trong những mục tiêu của cuốn sách này.Không khoa trương phù phiếm, đi vào thực tế dễ hiểu cũng là 2 mục tiêu quan trọng nữa của cuốn sách.Mục lục:Chương 1: Trạch - mệnh tương phốiChương 2: Cửa chính lành dữChương 3: Nhà bếp lành dữChương 4: Nhà vệ sinh lành dữChương 5: Sự cát hung của phòng ngủChương 6: Sự cát hung về giường ngủChương 7: Phòng ngủ của trẻ emChương 8: Sự cát hung về phòng đọcPhục lục:Năm điều nên về phòng ngủ và giường ngủMười điều kiêng về phòng ngủ và giường ngủMời bạn đón đọc.  ",55.0, 13 x 20.5 cm , 2012 , Phương Đông , Nxb Văn hóa Thông tin ,300.0, Tống Thiều Quang , Bìa mềm ,
Phong Thủy Cho Văn Phòng - Tái bản 2011,https://www.vinabook.com/images/thumbnails/product/240x/39813_46356.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Triều Sơn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Phong Thuỷ Cho Văn Phòng - Vận dụng khoa học phong thuỷ phương Đông trong việc bài trí không gian làm việc để đạt hiệu quả tốt nhất trong công việc.Nhiều người chúng ta dành phần lớn thời gian trong đời cho công việc, vì vậy mà môi trường làm việc có ảnh hưởng rất lớn đến chất lượng cuộc sống của chúng ta, tác động đến nhiều khía cạnh khác trong đời mỗi người. Bên cạnh năng lực và sự yêu thích công việc là những yếu tố không thể thiếu thì việc bài trí không gian làm việc một cách hài hoà, cân đối sẽ góp phần giúp bạn đạt được hiệu quả tốt nhất trong việc phát triển năng lực bản thân cũng như đạt được những kết quả thuận lợi cho công việc của mình.Dù nơi làm việc của bạn chỉ là một chiếc bàn nhỏ hẹp hay là một căn phòng thông thoáng, rộng rãi thì bạn vẫn có thể tạo cho mình một không gian lý tưởng và thích hợp với công việc hiện tại của mình. Hình dạng và kích thước của bàn làm việc, sự tiện nghi của chiếc ghế ngồi, màu sắc của những bức tường hay của các vật trang trí ",25.0, 13.5 x 20.5 cm , 2011 , Huy Hoàng , NXB Thời Đại ,128.0, Triều Sơn , Bìa mềm ,
Phong Thủy Biệt Thự,https://www.vinabook.com/images/thumbnails/product/240x/39743_46286.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Từ Cao Bình     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcLựa chọn mảnh đất phong thủy tốt xây dựng ngôi biệt thự may mắnI. Thế nước cát tườngII. Đại ngọc ôm lưngIII. Tìm một kháo sơn tốtIV. Lựa chọn khu đất tốtTrang hoàng biệt thự, chào đón vận mayI. Cửa chính nói lên thân phận và địa vị chủ nhàII. Biến cửa sổ trở thành con mắt sáng nhất trong ngôi biệt thựIII. Không được coi nhẹ tác dụng phong thủy của huyền trangIV. Bố cục phòng khách có liên quan đến toàn bộ vận thế của biệt thựV. Phòng ngủ có phong thủy tốt mang lại cho bạn giấc ngủ ngon và những giấc mơ đẹpVI. Vị trí văn xương trong phong thủy phòng làm việcVII. Bố cục phòng ănVIII. Bếp có quan hệ đến họa phúc và sức khỏe của con ngườiIX. Thiết kế  khu công trình phụ mang lại cảm giác thư giãn tuyệt vờiX. Ban công, nơi ""tử khí đông lai""XI. Phòng tập: Đem lại sức khỏe và thư giãn",125.0, 16 x 24 cm , 2011 , Huy Hoàng , Nxb Văn hóa Thông tin ,160.0, Từ Cao Bình , Bìa mềm ,
Bố Trí Đồ Vật Theo Phong Thủy,https://www.vinabook.com/images/thumbnails/product/240x/39344_45887.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Triều Sơn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Một ngôi nhà đẹp không thể thiếu những bức trang trang trí, thế nhưng việc chọn và treo tranh phụ thuộc vào chức năng của từng không gian và đối tượng sống trong ngôi nhà. Treo một bức tranh đẹp, đúng với sở thích và phù hợp phong thuỷ không chỉ giúp làm đẹp không gian sống nhà bạn mà còn khiến bạn có thể thư giãn với nó, nó còn mang lại sự may mắn và thịnh vượng cho gia đình bạn.Nhằm hướng dẫn bạn đọc chọn và treo tranh cho phù hợp, để vừa có thể tạo không gian đẹp và thoáng đãng, lại có thể mời gọi được nhiều tài lộc và may mắn về nhà.Mời bạn đón đọc. ",128.0, 16 x 24 cm , 2011 , Huy Hoàng , Nxb Văn hóa Thông tin ,320.0, Triều Sơn , Bìa mềm ,
Phong Thủy Phòng Ngủ (HH),https://www.vinabook.com/images/thumbnails/product/240x/39341_45884.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Triều Sơn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Phòng ngủ không chỉ là nơi để con người nghỉ ngơi, thư giãn mà còn là chốn kín đáo, riêng tư của mỗi thành viên trong gia đình. Bởi vậy, nó cũng thể hiện một cuộc sống chân thực và cá tính thật nhất của một người. Trong cuộc sống hiện đại, chúng ta luôn theo đuổi một cuộc sống chất lượng cao, việc bài trí trong phòng ngủ không chỉ cần phải xem xét đến các yếu tố khiến cho căn phòng trở nên dễ chịu, ấm cúng mà còn phải chú ý đến một vài yếu tố phong thuỷ có liên quan.Cuốn sách sẽ liệt kê ra những thiết kế phòng ngủ tốt nhất, ưu việt nhất, với những cách trang trí phòng ngủ tuyệt đẹp, kết hợp với những kiến thức phong thuỷ chuẩn xác nhất để tạo nên một không gian phòng ngủ đem lại sự cát tường như ý, góp phần xây dựng nên một cuộc sống ấm êm, hạnh phúc.Mời bạn đón đọc. ",75.0, 16 x 24 cm , 2011 , Huy Hoàng , Nxb Văn hóa Thông tin ,128.0, Triều Sơn , Bìa mềm ,
Cát Tường Trạch Địa,https://www.vinabook.com/images/thumbnails/product/240x/39338_45881.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Trương Thuận Nhiệm     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nhà ở cát tường là gì? Cách nhìn của người hiện đại và người xưa cố nhiên có điều khác biệt, tuy một vài triết lý cơ bản là vĩnh viễn không bao giờ thay đổi nhưng là một người hiện đại, cần phải có cái nhìn chính xác về nhà ở cát tường hiện đại.Về nhà ở cát tường ngày nay, tôi cho rằng phải bắt đầu về thay đổi tư tưởng, cuộc sống nội tâm cân bằng, lành mạnh và vui vẻ mới là nhà ở cát tường tốt nhất. Dù cho căn nhà lớn cỡ nào, chỉ cần có sách, có trà, có đèn, có giường là căn nhà ấm cúng sẽ trở nên tràn đầy sức sống thì đó chính là nhà ở cát tường. Việc chọn lựa căn nhà tốt cũng không được quá tùy tiện, căn nhà chật hẹp sơ sài cũng được, chỉ cần trong lòng vui vẻ, thế giới cảnh quan sẽ biến thành thế giới tâm hồn. Chính là nhà ở cát tường.Có được bố cục bài trí không gian tốt (vượng trạch phúc địa) chính là điều mà chúng ta mong mỏi.Mời bạn đón đọc.  ",50.0, 16 x 24 cm , 2011 , Huy Hoàng , Nxb Văn hóa Thông tin ,224.0, Trương Thuận Nhiệm , Bìa mềm ,
Nhà Cửa - Một Nửa Tâm Hồn,https://www.vinabook.com/images/thumbnails/product/240x/351473_p90350mnhacua.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Kate Watson-Smyth     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     «Bởi nó là tổ ấm của bạn. Dẫu nó bừa bộn đến đâu, bạn vẫn yêu ngôi nhà của mình.»Với cuốn sách này, bạn hoàn toàn có thể tự tay thiết kế ngôi nhà của mình«Nhà cửa – một nửa tâm hồn» không phải một cuốn sách chứa đầy các quy tắc trong trang trí nhà cửa. Nó giống như một cuốn cẩm nang với những mẹo nhỏ gợi cảm hứng cho bạn thì đúng hơn. Bởi chúng ta vốn dĩ là những sinh vật bậc cao với bộ não không giới hạn và sức sáng tạo dồi dào, bằng việc nắm được một số tiêu chuẩn căn bản, bạn toàn toàn có thể tự tay thiết kế ngôi nhà mang đậm dấu ấn cá nhân nhất – một tổ ấm khiến bạn yêu điên dại!Cuốn sách sẽ đưa ra những lời khuyên từ việc tìm kiếm cảm hứng sáng tạo, tìm kiếm phong cách cũng như hướng dẫn chi tiết những nguyên tắc thiết kế cho từng căn phòng trong nhà: phòng ăn, phòng khách, phòng ngủ,…Tác giả dày dạn kinh nghiệm trong lĩnh vực nội thấtKate Watson-Smyth – tác giả cuốn sách - không phải kiến trúc sư. Nhưng cô là một nhà báo đã có hơn 20 năm kinh nghiệm viết về lĩnh vực nội thất cho các ấn phẩm lớn. Trong thời gian đó , cô đã từng phỏng vấn những bộ óc lỗi lạc nhất trong lĩnh vực này. Với trải nghiệm đó, kết hợp cùng niềm đam mê của mình, Kate đã lập trang blog madaboutthehouse.com và phát triển nó thành blog nội thất số một tại Anh, đem về nhiều giải thưởng. Cuốn sách này chính là kết quả của blog đó.Mời bạn đón đọc. ",165.0, 16 x 24 cm , 12/11/2019 , AZ books , Nxb Thế giới ,248.0, Kate Watson-Smyth , Bìa mềm , Trang Dung 
Tẩy Độc Bếp - Vì Không Thể Sống Mà Không Ăn Gì,https://www.vinabook.com/images/thumbnails/product/240x/363092_p92641mnxbtrefull18342020043400.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Pha Lê     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cùng tác giả của cuốn sách bán chạy ""Ăn gì cho không độc hại"".Mỗi món ngon ra đời là kết quả của cả quá trình đằng sau - không đơn thuần là kỹ thuật nấu nướng mà là chuyện về muối đường tương mắm, các dụng cụ, nồi niêu, bếp nấu… Một khi nắm rõ các vấn đề, các khía cạnh của bếp, chúng ta sẽ biết lý do đằng sau mỗi món ngon và món chưa ngon. Chúng ta sẽ hiểu sức mình làm việc bếp núc tới đâu là vừa. Chúng ta cũng sẽ biết, trong ma trận những nội dung quảng cáo, chia sẻ về những thứ “cần có trong gian bếp của bạn”, cái gì thực sự cần thiết, phù hợp với điều kiện, hoàn cảnh mỗi người và tốt cho sức khỏe, cái gì đã bị thổi phồng về công năng, tác dụng. Từ đó, mỗi người có thể bắt đầu quá trình detox (tẩy độc) cho gian bếp, từ nồi niêu, dụng cụ đến gia vị, để có một gian bếp sạch theo cả nghĩa đen lẫn nghĩa bóng. Nếu ""Ăn gì cho không độc hại"" là hành trình “học ăn”, ""Tẩy độc bếp: Vì không thể sống mà không ăn gì"" là bước đầu của hành trình “học nấu” một các tường tận, nghiêm túc, bắt đầu từ việc hiểu về bếp.Tác giả Pha Lê tốt nghiệp trường ẩm thực danh tiếng Le Cordon Bleu (Vương quốc Anh), hiện là cây bút ẩm thực - văn hóa chủ lực của soi.today và Tuổi Trẻ Cuối Tuần.Mời bạn đón đọc! ",180.0," 15,5 x 23 cm ", 11/2020 , NXB Trẻ , Nxb Trẻ ,300.0, Pha Lê , Bìa mềm ,
Dọn Dẹp Cùng Marie Kondo,https://www.vinabook.com/images/thumbnails/product/240x/358665_p91299mdondep.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Marie Kondo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     “Dọn dẹp cùng Marie Kondo” được tái bản từ cuốn “Nghệ thuật bài trí của người Nhật”. Cuốn sách này được dịch ra 42 thứ tiếng và bán được hơn 11 triệu bản trên toàn thế giới. “Dọn dẹp cùng Marie Kondo” cũng liên tục đứng đầu trên các bảng xếp hạng của Amazon, New York Times, Brazilian Newspaper, German Newspaper…Hãy biến ngôi nhà của bạn thành một không gian luôn ngăn nắp và sạch sẽ với phương pháp KonMari kỳ diệu. Chuyên gia sắp xếp và dọn dẹp người Nhật – Marie Kondo sẽ giúp bạn dọn sạch các căn phòng một lần cho mãi mãi với các phương pháp truyền cảm hứng được thực hiện theo từng bước.Điểm mấu chốt để thành công trong việc dọn dẹp nhà cửa là bạn phải thực hiện theo thứ tự đúng, chỉ giữ lại những thứ bạn thật sự yêu thích và làm tất cả cùng lúc – và thật nhanh. Sau đó, trong suốt phần đời còn lại, bạn chỉ cần lựa chọn giữ lại thứ gì và bỏ đi thứ gì.Phương pháp KonMari sẽ không chỉ biến đổi không gian của bạn. Khi bạn giữ được trật tự cho ngôi nhà của mình, toàn bộ cuộc sống của bạn cũng sẽ thay đổi. Bạn có thể cảm thấy tự tin hơn, trở nên thành công hơn, và có thể có năng lượng và động lực để tạo ra cuộc sống mà bạn mong muốn.Sau khi đọc cuốn sách “Nghệ thuật bài trí của người Nhật: Phép màu thay đổi cuộc sống”, bạn sẽ có can đảm để bứt ra khỏi những khía cạnh tiêu cực trong cuộc sống: Bạn có thể nhận ra và chấm dứt một mối quan hệ chẳng ra gì; bạn có thể không cảm thấy lo lắng nữa, và cuối cùng bạn có thể giảm cân như ý.Phương pháp của Marie Kondo dựa trên tôn chỉ cận “đã sạch sẽ một lần thì sẽ không bao giờ bừa bộn nữa”. Nếu bạn nghĩ điều đó thật không tưởng, chắc chắn là bạn nên đọc cuốn sách hấp dẫn này.Mời bạn đón đọc. ",89.0, 13 x 20.5 cm , 16/06/2020 , Thái Hà , Nxb Lao động ,264.0, Marie Kondo , Bìa mềm , Thanh Minh 
Muốn Ít Đi - Hạnh Phúc Nhiều Hơn,https://www.vinabook.com/images/thumbnails/product/240x/269120_p76795m002.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Michelle     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Lối sống tối giản (Danshari) là một phong cách sống đến từ Nhật Bản, không còn quá mới mẻ với hầu hết chúng ta, hướng tới sự giải thoát khỏi những ám ảnh về cả vật chất lẫn tinh thần.Muốn ít đi - Hạnh phúc nhiều hơn ghi lại những trải nghiệm sắp xếp đồ đạc trong ngôi nhà của Michelle - người phụ nữ có một gia đình đông đúc với cuộc sống thường xuyên phải dịch chuyển. Để có một không gian thoải mái, thuận tiện mà vẫn gọn gàng dù sống ở Mỹ hay Nhật, cô đã chọn cách tối giản để bắt đầu cuộc “cách mạng” nhà cửa của mình.Không cầu kỳ hay phức tạp, những quy tắc nho nhỏ của Michelle rất thú vị và hữu ích, ai cũng có thể áp dụng vào chính căn nhà của mình. Bên cạnh đó, cô còn chia sẻ những nguyên tắc giản dị để có một cuộc sống đơn giản mà vẫn thật thoải mái, đủ đầy. Sự tối giản qua lăng kính của Michelle trở nên dễ hiểu và gần gũi hơn bao giờ hết, ai cũng có thể tự mình tinh giản nhà cửa, buông bỏ ràng buộc để cảm nhận sự thảnh thơi trong tâm hồn.Không chỉ đơn thuần là cuốn sách về nghệ thuật sắp đặt, Muốn ít đi - hạnh phúc nhiều hơn giống một thước phim đẹp đẽ, bình thản ghi lại từng khoảnh khắc an nhiên trong hành trình buông bỏ, đặt xuống những đồ đạc vướng bận để thu về sự thanh thản, tự do. Bởi “sắp xếp nhà cửa, xét cho cùng, cũng chính là sắp xếp mọi sự trong lòng”.Mời bạn đón đọc. ",82.0, 14.5 x 20 cm , 14/08/2017 , AZ books , Nxb Thế giới ,128.0, Michelle , Bìa mềm ,
Nghệ Thuật Bài Trí Của Người Nhật,https://www.vinabook.com/images/thumbnails/product/240x/292569_p79994mp68637mbt.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Marie Kondo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Hãy biến ngôi nhà của bạn thành một không gian luôn ngăn nắp và sạch sẽ với phương pháp KonMari kỳ diệu. Chuyên gia sắp xếp và dọn dẹp người Nhật, Marie Kondo, sẽ giúp bạn dọn sạch các căn phòng một lần cho mãi mãi với các phương pháp truyền cảm hứng được thực hiện theo từng bước.Điểm mấu chốt để thành công trong việc dọn dẹp nhà cửa là bạn phải thực hiện theo thứ tự đúng, chỉ giữ lại những thứ bạn thật sự yêu thích và làm tất cả cùng lúc – và thật nhanh. Sau đó, trong suốt phần đời còn lại, bạn chỉ cần lựa chọn giữ lại thứ gì và bỏ đi thứ gì.Phương pháp KonMari sẽ không chỉ biến đổi không gian của bạn. Khi bạn giữ được trật tự cho ngôi nhà của mình, toàn bộ cuộc sống của bạn cũng sẽ thay đổi. Bạn có thể cảm thấy tự tin hơn, trở nên thành công hơn, và có thể có năng lượng và động lực để tạo ra cuộc sống mà bạn mong muốn.Sau khi đọc cuốn sách “Nghệ thuật bài trí của người Nhật: Phép màu thay đổi cuộc sống”, bạn sẽ có can đảm để bứt ra khỏi những khía cạnh tiêu cực trong cuộc sống: Bạn có thể nhận ra và chấm dứt một mối quan hệ chẳng ra gì; bạn có thể không cảm thấy lo lắng nữa, và cuối cùng bạn có thể giảm cân như ý.Phương pháp của Marie Kondo dựa trên tôn chỉ cận “đã sạch sẽ một lần thì sẽ không bao giờ bừa bộn nữa”. Nếu bạn nghĩ điều đó thật không tưởng, chắc chắn là bạn nên đọc cuốn sách hấp dẫn này.Cuốn sách đã được xuất bản sang 33 thứ tiếng. Đã bán được 1,5 triệu bản tiếng Nhật và hơn 2 triệu bản tiếng Anh. Và liên tục đứng đầu trên các bảng xếp hạng của: Amazon, New York Times, Brazilian Newspaper, German Newspaper….Mời bạn đón đọc. ",79.0, 13 x 20.5 cm , 19/04/2016 , Thái Hà , Nxb Lao động ,264.0, Marie Kondo , Bìa mềm , Thanh Minh 
Trang Trí Nhà,https://www.vinabook.com/images/thumbnails/product/240x/291544_p79846mp75210mimg467.jpg,Nhà ở - nội thất,  Thông tin tác giả    Nguyễn Thị Vân Anh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Dương Ngọc Lê     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcChương 1: Trang trí trần nhà phòng ởChương 2: Trang trí tườngChương 3: Trang trí nền nhàChương 4: Thiết kế và sản xuất một số đồ dùng trong nhàChương 5: Sửa chữa thường xuyên một số thiết bị trong nhàMời bạn đón đọc. ,26.0, 13 x 20.5 cm , 2015 , Thăng Long , Nxb Văn hóa Thông tin ,104.0," Nguyễn Thị Vân Anh , Dương Ngọc Lê ", Bìa mềm ,
Trang Trí Nhà,https://www.vinabook.com/images/thumbnails/product/240x/258399_p75210mimg467.jpg,Nhà ở - nội thất,  Thông tin tác giả    Nguyễn Thị Vân Anh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Dương Ngọc Lê     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcChương 1: Trang trí trần nhà phòng ởChương 2: Trang trí tườngChương 3: Trang trí nền nhàChương 4: Thiết kế và sản xuất một số đồ dùng trong nhàChương 5: Sửa chữa thường xuyên một số thiết bị trong nhàMời bạn đón đọc. ,26.0, 13 x 20.5 cm , 2015 , Thăng Long , Nxb Văn hóa Thông tin ,104.0," Nguyễn Thị Vân Anh , Dương Ngọc Lê ", Bìa mềm ,
Nghệ Thuật Bài Trí Của Người Nhật,https://www.vinabook.com/images/thumbnails/product/240x/323343_p68637mscan0001.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Marie Kondo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Hãy biến ngôi nhà của bạn thành một không gian luôn ngăn nắp và sạch sẽ với phương pháp KonMari kỳ diệu. Chuyên gia sắp xếp và dọn dẹp người Nhật, Marie Kondo, sẽ giúp bạn dọn sạch các căn phòng một lần cho mãi mãi với các phương pháp truyền cảm hứng được thực hiện theo từng bước.Điểm mấu chốt để thành công trong việc dọn dẹp nhà cửa là bạn phải thực hiện theo thứ tự đúng, chỉ giữ lại những thứ bạn thật sự yêu thích và làm tất cả cùng lúc – và thật nhanh. Sau đó, trong suốt phần đời còn lại, bạn chỉ cần lựa chọn giữ lại thứ gì và bỏ đi thứ gì.Phương pháp KonMari sẽ không chỉ biến đổi không gian của bạn. Khi bạn giữ được trật tự cho ngôi nhà của mình, toàn bộ cuộc sống của bạn cũng sẽ thay đổi. Bạn có thể cảm thấy tự tin hơn, trở nên thành công hơn, và có thể có năng lượng và động lực để tạo ra cuộc sống mà bạn mong muốn.Sau khi đọc cuốn sách “Nghệ thuật bài trí của người Nhật: Phép màu thay đổi cuộc sống”, bạn sẽ có can đảm để bứt ra khỏi những khía cạnh tiêu cực trong cuộc sống: Bạn có thể nhận ra và chấm dứt một mối quan hệ chẳng ra gì; bạn có thể không cảm thấy lo lắng nữa, và cuối cùng bạn có thể giảm cân như ý.Phương pháp của Marie Kondo dựa trên tôn chỉ cận “đã sạch sẽ một lần thì sẽ không bao giờ bừa bộn nữa”. Nếu bạn nghĩ điều đó thật không tưởng, chắc chắn là bạn nên đọc cuốn sách hấp dẫn này.Cuốn sách đã được xuất bản sang 33 thứ tiếng. Đã bán được 1,5 triệu bản tiếng Nhật và hơn 2 triệu bản tiếng Anh. Và liên tục đứng đầu trên các bảng xếp hạng của: Amazon, New York Times, Brazilian Newspaper, German Newspaper….Mời bạn đón đọc. ",79.0, 13 x 20.5 cm , 19/04/2016 , Thái Hà , Nxb Lao động ,264.0, Marie Kondo , Bìa mềm , Thanh Minh 
